time_window,n_posts,n_public,X_H,X_M,X_L,a,Q,n_mainstream,p_risk_mainstream,n_wemedia,p_risk_wemedia,n_government,r_proxy,dQ_dt,abs_dQ_dt,Q_volatility,Q_rolling_ac1,Q_rolling_mean,Q_rolling_var,Q_rolling_std
2022-12-14 20:00:00,8,6,0.16666666666666666,0.5,0.3333333333333333,0.5,-0.16666666666666666,0,,1,1.0,0,1.0,,,,,-0.16666666666666666,,
2022-12-15 00:00:00,1,1,,,,,,0,,0,,0,,,,,,-0.16666666666666666,,
2022-12-15 04:00:00,1,0,,,,,,0,,0,,0,,,,,,-0.16666666666666666,,
2022-12-15 08:00:00,4,4,,,,,,0,,0,,0,,,,,,-0.16666666666666666,,
2022-12-15 12:00:00,5,5,0.2,0.2,0.6,0.8,-0.39999999999999997,0,,0,,0,,,,,,-0.2833333333333333,0.027222222222222214,0.16499158227686106
2022-12-15 16:00:00,7,5,0.0,0.2,0.8,0.8,-0.8,0,,1,1.0,0,1.0,-0.4000000000000001,0.4000000000000001,0.320300784564435,-0.030070631056582538,-0.45555555555555555,0.1025925925925926,0.320300784564435
2022-12-15 20:00:00,7,6,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,-0.6666666666666666,0,,1,1.0,0,1.0,0.13333333333333341,0.13333333333333341,0.20367003088692615,0.3198362562555346,-0.5083333333333333,0.07953703703703703,0.2820231143666012
2022-12-16 00:00:00,2,2,,,,,,0,,0,,0,,,,0.20367003088692615,0.3198362562555346,-0.5083333333333333,0.07953703703703703,0.2820231143666012
2022-12-16 04:00:00,3,3,,,,,,0,,0,,0,,,,0.20367003088692615,0.3198362562555346,-0.5083333333333333,0.07953703703703703,0.2820231143666012
2022-12-16 08:00:00,3,1,,,,,,0,,2,0.5,0,1.0,,,0.20367003088692615,0.3198362562555346,-0.5083333333333333,0.07953703703703703,0.2820231143666012
2022-12-16 12:00:00,8,8,0.125,0.5,0.375,0.5,-0.25,0,,0,,0,,,,0.28690558519278564,0.11279211242911706,-0.45666666666666667,0.073,0.2701851217221259
2022-12-16 16:00:00,6,5,0.2,0.2,0.6,0.8,-0.39999999999999997,0,,0,,0,,-0.14999999999999997,0.14999999999999997,0.21103799903580642,0.15931792640795292,-0.4472222222222222,0.05893518518518518,0.2427657001826765
2022-12-16 20:00:00,2,2,,,,,,0,,0,,0,,,,,0.013717099478281284,-0.5033333333333333,0.05005555555555555,0.22373098926066445
2022-12-17 04:00:00,1,1,,,,,,0,,0,,0,,,,,0.013717099478281284,-0.5033333333333333,0.05005555555555555,0.22373098926066445
2022-12-17 08:00:00,3,3,,,,,,0,,0,,0,,,,,0.013717099478281284,-0.5033333333333333,0.05005555555555555,0.22373098926066445
2022-12-17 12:00:00,5,5,0.2,0.4,0.4,0.6000000000000001,-0.2,0,,0,,0,,,,0.10408329997330676,0.15152186169929313,-0.4527777777777778,0.05537962962962961,0.23532876923493568
2022-12-17 16:00:00,4,4,,,,,,0,,0,,0,,,,,0.30554647034299554,-0.46333333333333326,0.06838888888888887,0.26151269355212736
2022-12-17 20:00:00,9,8,0.125,0.25,0.625,0.75,-0.5,0,,1,1.0,0,1.0,,,,-0.5896261876999906,-0.4033333333333333,0.03588888888888885,0.18944362984510418
2022-12-18 00:00:00,5,5,0.2,0.6,0.2,0.4,0.0,0,,0,,0,,0.5,0.5,0.2516611478423584,-0.8538794162012329,-0.27,0.036999999999999936,0.1923538406167133
2022-12-18 04:00:00,3,3,,,,,,0,,0,,0,,,,0.2516611478423584,-0.8538794162012329,-0.27,0.036999999999999936,0.1923538406167133
2022-12-18 08:00:00,1,0,,,,,,0,,1,0.0,0,1.0,,,0.2516611478423584,-0.8538794162012329,-0.27,0.036999999999999936,0.1923538406167133
2022-12-18 12:00:00,10,8,0.125,0.375,0.5,0.625,-0.375,0,,2,0.0,0,1.0,,,0.26020824993326663,-0.7790783014319463,-0.28750000000000003,0.03143749999999995,0.1773062322649713
2022-12-18 16:00:00,8,6,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,-0.33333333333333337,0,,2,1.0,0,1.0,0.04166666666666663,0.04166666666666663,0.21347814095749168,-0.7259472847516836,-0.30138888888888893,0.03134490740740736,0.17704493047643968
2022-12-18 20:00:00,11,11,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.5454545454545454,-0.18181818181818182,0,,0,,0,,0.15151515151515155,0.15151515151515155,0.17000150231605413,-0.7096358880819886,-0.2650252525252525,0.030672731098867412,0.1751363214723531
2022-12-19 00:00:00,1,1,,,,,,0,,0,,0,,,,0.10166297845151862,-0.7096358880819886,-0.2650252525252525,0.030672731098867412,0.1751363214723531
2022-12-19 08:00:00,9,8,0.25,0.125,0.625,0.875,-0.375,0,,0,,0,,,,0.09177304120898278,-0.7389272752491078,-0.2807359307359307,0.027288387117932533,0.16519197050078593
2022-12-19 12:00:00,12,10,0.2,0.1,0.7,0.8999999999999999,-0.49999999999999994,0,,2,0.5,0,1.0,-0.12499999999999994,0.12499999999999994,0.11430987278275946,-0.5388169682804792,-0.30814393939393936,0.02939963760986485,0.17146322524047206
2022-12-19 16:00:00,7,6,0.0,0.5,0.5,0.5,-0.5,0,,0,,0,,-5.551115123125783e-17,5.551115123125783e-17,0.13253246046239658,-0.1955509357413352,-0.34564393939393934,0.03138015709038434,0.1771444526096833
2022-12-19 20:00:00,9,9,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.5555555555555556,-0.1111111111111111,0,,0,,0,,0.3888888888888889,0.3888888888888889,0.18002146053296875,-0.34361812564127353,-0.3195847362514029,0.03356937606990214,0.18321947513815812
2022-12-20 00:00:00,2,1,,,,,,0,,1,0.0,0,1.0,,,0.1833385942006123,-0.08437147157886815,-0.2970328282828283,0.03313380467736525,0.18202693393386937
2022-12-20 04:00:00,3,3,,,,,,0,,0,,0,,,,0.1833385942006123,-0.09912008091473874,-0.33946608946608947,0.021850676680222104,0.14781974387821845
2022-12-20 08:00:00,7,7,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.7142857142857142,-0.42857142857142855,0,,0,,0,,,,0.1856192946591508,-0.22357158702981175,-0.3506042568542569,0.019721621622325058,0.14043369119383375
2022-12-20 12:00:00,13,11,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.9090909090909092,-0.5454545454545454,0,,1,1.0,0,1.0,-0.11688311688311687,0.11688311688311687,0.1961078911279043,-0.09521331232196949,-0.37225428892095563,0.02147493391593618,0.14654328342143894
2022-12-20 16:00:00,13,12,0.3333333333333333,0.25,0.4166666666666667,0.75,-0.08333333333333337,0,,0,,0,,0.46212121212121204,0.46212121212121204,0.23032837015260144,-0.30746814497931035,-0.33984688151354814,0.030726886310249675,0.17529086202723082
2022-12-20 20:00:00,8,7,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.8571428571428572,-0.5714285714285714,0,,1,1.0,0,1.0,-0.488095238095238,0.488095238095238,0.22467138870844444,-0.5103938065766424,-0.36630190796857465,0.036637990931671756,0.19141052983488593
2022-12-21 00:00:00,3,3,,,,,,0,,0,,0,,,,0.22467138870844444,-0.5405166520296898,-0.3893623737373737,0.0364022002267499,0.1907936063571049
2022-12-21 08:00:00,11,11,0.0,0.36363636363636365,0.6363636363636364,0.6363636363636364,-0.6363636363636364,0,,0,,0,,,,0.21991224818176433,-0.2987662188150594,-0.4168069584736251,0.03863077228051372,0.1965471248340044
2022-12-21 12:00:00,11,11,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.9090909090909092,-0.5454545454545454,0,,0,,0,,0.09090909090909094,0.09090909090909094,0.22285491863927376,-0.16779332115371268,-0.435746352413019,0.040077531539772976,0.2001937350162911
2022-12-21 16:00:00,9,6,0.3333333333333333,0.16666666666666666,0.5,0.8333333333333333,-0.16666666666666669,0,,0,,0,,0.37878787878787873,0.37878787878787873,0.2555057056267842,-0.2682241258335186,-0.39870931537598203,0.047068739919870234,0.2169533127653741
2022-12-21 20:00:00,12,12,0.16666666666666666,0.25,0.5833333333333334,0.75,-0.41666666666666674,0,,0,,0,,-0.25000000000000006,0.25000000000000006,0.1860628521335203,-0.20221702294913427,-0.38945005611672273,0.04573012226180813,0.21384602465748137
2022-12-22 00:00:00,6,6,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,-0.8333333333333334,0,,0,,0,,-0.41666666666666663,0.41666666666666663,0.24894174550245846,-0.19259625536673977,-0.4696969696969697,0.053430583665973246,0.231150564926788
2022-12-22 04:00:00,2,2,,,,,,0,,0,,0,,,,0.24894174550245846,-0.19259625536673977,-0.4696969696969697,0.053430583665973246,0.231150564926788
2022-12-22 08:00:00,9,8,0.125,0.25,0.625,0.75,-0.5,0,,1,1.0,0,1.0,,,0.24028411404778338,-0.13443783268669643,-0.4727272727272728,0.04758567951208641,0.218141420899577
2022-12-22 12:00:00,6,6,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,-0.33333333333333337,0,,0,,0,,0.16666666666666663,0.16666666666666663,0.2472066162365221,-0.1347526130863728,-0.4632034632034632,0.049427224210773966,0.22232234303095577
2022-12-22 16:00:00,14,14,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.7857142857142857,-0.3571428571428571,0,,0,,0,,-0.023809523809523725,0.023809523809523725,0.20342866060279832,-0.021731377338704314,-0.4443722943722944,0.049531388925328296,0.2225564847972943
2022-12-22 20:00:00,14,14,0.21428571428571427,0.14285714285714285,0.6428571428571429,0.8571428571428572,-0.4285714285714286,0,,0,,0,,-0.07142857142857151,0.07142857142857151,0.20245096828077438,0.10027308283153351,-0.47889610389610393,0.03375156689550626,0.18371599520865423
2022-12-23 00:00:00,3,3,,,,,,0,,0,,0,,,,0.07529232524210437,0.04720096188668856,-0.4686147186147187,0.03678131032027133,0.1917845414006857
2022-12-23 04:00:00,2,2,,,,,,0,,0,,0,,,,0.07529232524210437,0.04720096188668856,-0.4686147186147187,0.03678131032027133,0.1917845414006857
2022-12-23 08:00:00,14,14,0.21428571428571427,0.35714285714285715,0.42857142857142855,0.6428571428571428,-0.21428571428571427,0,,0,,0,,,,0.08908708063747507,-0.011380704475108333,-0.42171717171717177,0.03887495080676896,0.19716731678137978
2022-12-23 12:00:00,19,15,0.13333333333333333,0.4,0.4666666666666667,0.6,-0.33333333333333337,0,,4,1.0,0,1.0,-0.1190476190476191,0.1190476190476191,0.08908708063747507,0.18336398689550001,-0.3981481481481482,0.03731261022927687,0.19316472304558321
2022-12-23 16:00:00,17,17,0.23529411764705882,0.35294117647058826,0.4117647058823529,0.6470588235294117,-0.1764705882352941,0,,0,,0,,0.15686274509803927,0.15686274509803927,0.11501874339591857,0.2524728543632906,-0.39923747276688454,0.03675593331014321,0.19171836977750256
2022-12-23 20:00:00,24,23,0.30434782608695654,0.21739130434782608,0.4782608695652174,0.782608695652174,-0.17391304347826086,0,,1,1.0,0,1.0,0.0025575447570332366,0.0025575447570332366,0.07486630448094146,0.5032181928477675,-0.3722648479681728,0.042245885714825585,0.20553803958106048
2022-12-24 00:00:00,9,8,0.25,0.25,0.5,0.75,-0.25,1,0.0,0,,0,0.0,-0.07608695652173914,0.07608695652173914,0.06583134380951351,0.2527215171670556,-0.30745003315335795,0.012815373574381644,0.11320500684325603
2022-12-24 04:00:00,3,3,,,,,,0,,0,,0,,,,0.06583134380951351,0.2527215171670556,-0.30745003315335795,0.012815373574381644,0.11320500684325603
2022-12-24 08:00:00,16,14,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.6428571428571428,0.07142857142857145,0,,2,1.0,0,1.0,,,0.15115597273813625,0.17523178885751192,-0.24395796966129446,0.02158941459175478,0.14693336786365027
2022-12-24 12:00:00,19,18,0.16666666666666666,0.2222222222222222,0.6111111111111112,0.7777777777777778,-0.44444444444444453,0,,1,1.0,0,1.0,-0.515873015873016,0.515873015873016,0.18508052372976797,-0.2869795361496822,-0.25630364867364014,0.025443805695127605,0.15951114599026492
2022-12-24 16:00:00,22,17,0.29411764705882354,0.11764705882352941,0.5882352941176471,0.8823529411764706,-0.29411764705882354,0,,5,0.8,0,1.0,0.150326797385621,0.150326797385621,0.1896096788464426,-0.3621088622885441,-0.24930084755319198,0.024296305632300542,0.15587272254086199
2022-12-24 20:00:00,18,14,0.21428571428571427,0.07142857142857142,0.7142857142857143,0.9285714285714286,-0.5,0,,4,0.75,0,1.0,-0.20588235294117646,0.20588235294117646,0.22359819575603482,-0.2363033258890774,-0.25723735548969995,0.028064459431662477,0.16752450397378432
2022-12-25 00:00:00,7,7,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5714285714285714,-0.2857142857142857,0,,0,,0,,0.2142857142857143,0.2142857142857143,0.22283255991289108,-0.1723852279663195,-0.2600850485121585,0.02502727971697935,0.15820012552769783
2022-12-25 04:00:00,4,4,,,,,,0,,0,,0,,,,0.22283255991289108,-0.1723852279663195,-0.2600850485121585,0.02502727971697935,0.15820012552769783
2022-12-25 08:00:00,12,12,0.16666666666666666,0.25,0.5833333333333334,0.75,-0.41666666666666674,0,,0,,0,,,,0.09464121559972792,-0.13353158504857232,-0.2803231437502537,0.02706332628805008,0.16450935015387447
2022-12-25 12:00:00,24,23,0.30434782608695654,0.17391304347826086,0.5217391304347826,0.8260869565217391,-0.21739130434782605,0,,1,1.0,0,1.0,0.1992753623188407,0.1992753623188407,0.11349472810310231,-0.1417154930745884,-0.26872894085170296,0.02704177971054022,0.16444384971941098
2022-12-25 16:00:00,22,20,0.2,0.3,0.5,0.7,-0.3,0,,2,1.0,0,1.0,-0.08260869565217394,0.08260869565217394,0.11289311358048575,-0.2037173125861894,-0.2810818820281736,0.02603514903894791,0.16135411069739722
2022-12-25 20:00:00,27,27,0.2222222222222222,0.18518518518518517,0.5925925925925926,0.8148148148148148,-0.37037037037037035,0,,0,,0,,-0.07037037037037036,0.07037037037037036,0.07740516733899899,-0.22962023407349222,-0.3007276147173846,0.02521600749065214,0.1587954895160821
2022-12-26 00:00:00,14,14,0.14285714285714285,0.21428571428571427,0.6428571428571429,0.7857142857142858,-0.5,0,,0,,0,,-0.12962962962962965,0.12962962962962965,0.10822658375701888,-0.4470503411578121,-0.32572761471738454,0.02864780667301967,0.16925662962796958
2022-12-26 04:00:00,2,2,,,,,,0,,0,,0,,,,0.10822658375701888,-0.4470503411578121,-0.32572761471738454,0.02864780667301967,0.16925662962796958
2022-12-26 08:00:00,21,20,0.3,0.15,0.55,0.8500000000000001,-0.25000000000000006,0,,1,1.0,0,1.0,,,0.11233936289117935,-0.5061929770225667,-0.3578704718602417,0.010611140315655469,0.10301038935784812
2022-12-26 12:00:00,29,29,0.06896551724137931,0.2413793103448276,0.6896551724137931,0.7586206896551725,-0.6206896551724138,0,,0,,0,,-0.37068965517241376,0.37068965517241376,0.15144689969804032,-0.563160887023858,-0.3754949929330386,0.017108099533145713,0.13079793397888864
2022-12-26 16:00:00,26,23,0.043478260869565216,0.2608695652173913,0.6956521739130435,0.7391304347826086,-0.6521739130434783,0,,3,1.0,0,1.0,-0.03148425787106446,0.03148425787106446,0.16937158496967153,0.06808550903159323,-0.4113006195315041,0.02345349102768572,0.15314532649638943
2022-12-26 20:00:00,26,25,0.36,0.16,0.48,0.84,-0.12,0,,1,1.0,0,1.0,0.5321739130434783,0.5321739130434783,0.23404786182269602,-0.19938845778814232,-0.37330061953150406,0.030403321121457175,0.17436548145047853
2022-12-27 00:00:00,14,12,0.25,0.08333333333333333,0.6666666666666666,0.9166666666666666,-0.41666666666666663,0,,2,1.0,0,1.0,-0.29666666666666663,0.29666666666666663,0.2306320740511399,-0.20737882676332148,-0.38639585762674217,0.029569365073110303,0.17195745134512289
2022-12-27 04:00:00,7,7,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,-0.7142857142857143,0,,0,,0,,-0.29761904761904767,0.29761904761904767,0.24039932071155073,-0.1424431431661495,-0.41620402641392146,0.03638622475669394,0.1907517359205256
2022-12-27 08:00:00,12,12,0.16666666666666666,0.25,0.5833333333333334,0.75,-0.41666666666666674,0,,0,,0,,0.29761904761904756,0.29761904761904756,0.21969968703184467,-0.1304958418335718,-0.41620402641392146,0.03638622475669394,0.1907517359205256
2022-12-27 12:00:00,24,22,0.18181818181818182,0.3181818181818182,0.5,0.6818181818181819,-0.3181818181818182,0,,2,1.0,0,1.0,0.09848484848484856,0.09848484848484856,0.21843914354391436,-0.22212119937925817,-0.42536680039882985,0.033302058172022295,0.18248851517841416
2022-12-27 16:00:00,23,19,0.05263157894736842,0.10526315789473684,0.8421052631578947,0.894736842105263,-0.7894736842105263,0,,4,0.25,0,1.0,-0.47129186602870815,0.47129186602870815,0.25005727344503115,-0.34364671739726405,-0.46986440805433216,0.04280971619593539,0.20690508982607314
2022-12-27 20:00:00,34,33,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.8181818181818181,-0.45454545454545453,0,,1,0.0,0,1.0,0.3349282296650718,0.3349282296650718,0.18799795998622648,-0.310019049880242,-0.47751668843388534,0.04177886374162232,0.20439878605711512
2022-12-28 00:00:00,9,9,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,-0.6666666666666666,0,,0,,0,,-0.2121212121212121,0.2121212121212121,0.18866963953703667,-0.3251849156298001,-0.4926682035854004,0.045053559985745326,0.21225823891134432
2022-12-28 04:00:00,5,5,0.0,0.0,1.0,1.0,-1.0,0,,0,,0,,-0.33333333333333337,0.33333333333333337,0.25852999169489416,-0.10440892993052156,-0.534945853286617,0.0624065777763284,0.2498130856787298
2022-12-28 08:00:00,24,21,0.19047619047619047,0.2857142857142857,0.5238095238095238,0.7142857142857143,-0.33333333333333337,0,,3,0.6666666666666666,0,1.0,0.6666666666666666,0.6666666666666666,0.27268891323917926,-0.20389719492148753,-0.5418902977310616,0.05866792006659851,0.24221461571630748
2022-12-28 12:00:00,21,19,0.15789473684210525,0.2631578947368421,0.5789473684210527,0.736842105263158,-0.4210526315789474,0,,2,1.0,0,1.0,-0.08771929824561403,0.08771929824561403,0.2545306643502848,-0.17799634012607687,-0.5252538790982727,0.05912893440558169,0.24316441846121667
2022-12-28 16:00:00,32,27,0.07407407407407407,0.07407407407407407,0.8518518518518519,0.9259259259259259,-0.7777777777777778,0,,4,1.0,0,1.0,-0.3567251461988304,0.3567251461988304,0.2529287839732037,-0.1578449026213191,-0.5357208678261309,0.06334210987388128,0.25167858445620933
2022-12-28 20:00:00,31,31,0.03225806451612903,0.3225806451612903,0.6451612903225806,0.6774193548387096,-0.6129032258064516,0,,0,,0,,0.16487455197132617,0.16487455197132617,0.24161013735008027,-0.29380664593467853,-0.5767961366433353,0.046331850231737984,0.21524834547967606
2022-12-29 00:00:00,7,7,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.8571428571428571,0.2857142857142857,0,,0,,0,,0.8986175115207373,0.8986175115207373,0.4445150371176362,-0.19924160637564658,-0.5182643906115892,0.1078928682315757,0.3284704982667023
2022-12-29 04:00:00,6,6,0.0,0.0,1.0,1.0,-1.0,0,,0,,0,,-1.2857142857142856,1.2857142857142856,0.4445150371176361,-0.4157377323502878,-0.5420739144211131,0.12487851522516044,0.3533815434132921
2022-12-29 08:00:00,15,10,0.5,0.1,0.4,0.9,0.09999999999999998,0,,5,0.8,0,1.0,1.1,1.1,0.5037019542241762,-0.5387325158572601,-0.4990183588655575,0.15890456644519094,0.39862835629843363
2022-12-29 12:00:00,12,11,0.0,0.09090909090909091,0.9090909090909091,0.9090909090909091,-0.9090909090909091,0,,1,1.0,0,1.0,-1.009090909090909,1.009090909090909,0.5446795255292295,-0.580610652714337,-0.5482607831079817,0.1685736433414283,0.41057720752792437
2022-12-29 16:00:00,17,16,0.125,0.125,0.75,0.875,-0.625,0,,0,,0,,0.28409090909090906,0.28409090909090906,0.5317098013025833,-0.5431858742051118,-0.5345546427571045,0.16361463828243547,0.4044930633304303
2022-12-29 20:00:00,20,18,0.1111111111111111,0.2777777777777778,0.6111111111111112,0.7222222222222223,-0.5,0,,2,1.0,0,1.0,0.125,0.125,0.5272040991580014,-0.5410653331051776,-0.5383425215449833,0.16312558163054855,0.4038880805749887
2022-12-30 00:00:00,7,6,0.3333333333333333,0.0,0.6666666666666666,1.0,-0.3333333333333333,0,,1,1.0,0,1.0,0.16666666666666669,0.16666666666666669,0.40220364545983595,-0.6187659434584885,-0.5105647437672056,0.16460761997334217,0.4057186463219828
2022-12-30 04:00:00,5,5,0.0,0.2,0.8,0.8,-0.8,0,,0,,0,,-0.46666666666666673,0.46666666666666673,0.3633181741304784,-0.6312338691068246,-0.49389807710053896,0.15014330762548297,0.38748329980204693
2022-12-30 08:00:00,19,16,0.0625,0.3125,0.625,0.6875,-0.5625,0,,2,1.0,0,1.0,0.23750000000000004,0.23750000000000004,0.20778169620966913,-0.6170977490366314,-0.5129952993227611,0.14782955672777534,0.38448609432302666
2022-12-30 12:00:00,12,10,0.3,0.3,0.4,0.7,-0.10000000000000003,0,,0,,0,,0.46249999999999997,0.46249999999999997,0.24341917245467418,-0.6025283061378259,-0.48624091335784886,0.16178611100873297,0.4022264424534182
2022-12-30 16:00:00,15,14,0.21428571428571427,0.14285714285714285,0.6428571428571429,0.8571428571428572,-0.4285714285714286,0,,0,,0,,-0.32857142857142857,0.32857142857142857,0.2341483629598872,-0.6143736423348232,-0.4571403842573198,0.15343792342987464,0.39171153088704785
