direction,window,n_trigger,n_hits,p_observed,p_baseline,fisher_p,odds_ratio,n_response_burst_days,n_days
mainstream_to_wemedia,0,166,105,0.6325301204819277,0.16436957631444615,9.008221079908308e-19,8.861566484517304,322,1959
mainstream_to_wemedia,1,166,119,0.7168674698795181,0.49310872894333846,4.880235692669061e-05,2.5936689154125583,322,1959
mainstream_to_wemedia,2,166,123,0.7409638554216867,0.8218478815722308,0.1114144596622557,0.6309849521203831,322,1959
mainstream_to_wemedia,3,166,127,0.7650602409638554,1.0,2.8922347118522764e-13,0.0,322,1959
wemedia_to_mainstream,0,322,105,0.32608695652173914,0.08473711077080143,1.24648586326737e-14,5.28673835125448,166,1959
wemedia_to_mainstream,1,322,145,0.4503105590062112,0.2542113323124043,2.7843036039509986e-07,2.3976849937990905,166,1959
wemedia_to_mainstream,2,322,163,0.5062111801242236,0.42368555385400714,0.03985899170064994,1.4020532741398446,166,1959
wemedia_to_mainstream,3,322,176,0.546583850931677,0.59315977539561,0.2651396040020743,0.8267948074302517,166,1959
