date,mainstream_risk_count,public,wemedia_risk_count,mainstream_risk_count_ma7,wemedia_risk_count_ma7
2020-04-01,1.0,0.0,0.0,0.42857142857142855,0.0
2020-04-02,0.0,1.0,0.0,0.2857142857142857,0.0
2020-04-03,0.0,0.0,0.0,0.2857142857142857,0.0
2020-04-04,0.0,0.0,0.0,0.2857142857142857,0.0
2020-04-05,0.0,0.0,0.0,0.2857142857142857,0.0
2020-04-06,2.0,0.0,0.0,0.42857142857142855,0.0
2020-04-07,0.0,0.0,0.0,0.42857142857142855,0.0
2020-04-08,0.0,0.0,0.0,0.2857142857142857,0.0
2020-04-09,0.0,0.0,0.0,0.2857142857142857,0.0
2020-04-10,0.0,0.0,0.0,0.2857142857142857,0.0
2020-04-11,0.0,0.0,0.0,0.2857142857142857,0.0
2020-04-12,0.0,0.0,0.0,0.2857142857142857,0.0
2020-04-13,0.0,0.0,0.0,0.0,0.0
2020-04-14,1.0,0.0,0.0,0.14285714285714285,0.0
2020-04-15,1.0,0.0,0.0,0.2857142857142857,0.0
2020-04-16,0.0,0.0,0.0,0.2857142857142857,0.0
2020-04-17,3.0,0.0,0.0,0.7142857142857143,0.0
2020-04-18,0.0,0.0,0.0,0.7142857142857143,0.0
2020-04-19,0.0,0.0,1.0,0.7142857142857143,0.14285714285714285
2020-04-20,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285
2020-04-21,0.0,0.0,2.0,0.5714285714285714,0.42857142857142855
2020-04-22,1.0,0.0,0.0,0.5714285714285714,0.42857142857142855
2020-04-23,5.0,0.0,3.0,1.2857142857142858,0.8571428571428571
2020-04-24,1.0,1.0,0.0,1.0,0.8571428571428571
2020-04-25,0.0,1.0,1.0,1.0,1.0
2020-04-26,0.0,0.0,0.0,1.0,0.8571428571428571
2020-04-27,0.0,0.0,0.0,1.0,0.8571428571428571
2020-04-28,0.0,0.0,0.0,1.0,0.5714285714285714
2020-04-29,1.0,0.0,0.0,1.0,0.5714285714285714
2020-04-30,2.0,0.0,0.0,0.5714285714285714,0.14285714285714285
2020-05-01,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285
2020-05-02,0.0,0.0,0.0,0.42857142857142855,0.0
2020-05-03,0.0,0.0,0.0,0.42857142857142855,0.0
2020-05-04,0.0,0.0,0.0,0.42857142857142855,0.0
2020-05-05,0.0,0.0,0.0,0.42857142857142855,0.0
2020-05-06,0.0,0.0,0.0,0.2857142857142857,0.0
2020-05-07,0.0,0.0,0.0,0.0,0.0
2020-05-08,0.0,0.0,0.0,0.0,0.0
2020-05-09,1.0,0.0,0.0,0.14285714285714285,0.0
2020-05-10,0.0,0.0,0.0,0.14285714285714285,0.0
2020-05-11,1.0,0.0,0.0,0.2857142857142857,0.0
2020-05-12,0.0,1.0,0.0,0.2857142857142857,0.0
2020-05-13,1.0,0.0,1.0,0.42857142857142855,0.14285714285714285
2020-05-14,0.0,0.0,1.0,0.42857142857142855,0.2857142857142857
2020-05-15,1.0,0.0,1.0,0.5714285714285714,0.42857142857142855
2020-05-16,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855
2020-05-17,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855
2020-05-18,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855
2020-05-19,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855
2020-05-20,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857
2020-05-21,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285
2020-05-22,0.0,0.0,0.0,0.0,0.0
2020-05-23,0.0,0.0,0.0,0.0,0.0
2020-05-24,0.0,0.0,0.0,0.0,0.0
2020-05-25,0.0,0.0,0.0,0.0,0.0
2020-05-26,1.0,0.0,1.0,0.14285714285714285,0.14285714285714285
2020-05-27,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
2020-05-28,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
2020-05-29,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
2020-05-30,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
2020-05-31,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
2020-06-01,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
2020-06-02,1.0,0.0,0.0,0.14285714285714285,0.0
2020-06-03,0.0,0.0,0.0,0.14285714285714285,0.0
