treated_id,treat_upgrade,ctrl_upgrade,treat_cooling,ctrl_cooling,treat_stable,ctrl_stable,diff_upgrade,diff_cooling,diff_stable,pair
24,0.2,0.0,0.2,0.0,0.0,0.6666666666666666,0.2,0.2,-0.6666666666666666,dual_vs_wemedia_only
25,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,-0.5,dual_vs_wemedia_only
48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,dual_vs_wemedia_only
