exposure_group,env_type,n_transitions,p_MH,p_HM,upgrade_rate,cooling_rate
dual,norisk,19,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.10526315789473684
mainstream_only,norisk,117,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.008547008547008548
wemedia_only,norisk,138,0.043478260869565216,0.014492753623188406,0.050724637681159424,0.014492753623188406
dual,risk,26,0.0,0.0,0.0,0.0
mainstream_only,risk,23,0.0,0.0,0.0,0.0
wemedia_only,risk,153,0.05228758169934641,0.0718954248366013,0.08496732026143791,0.0784313725490196
