time_window,n_posts,n_public,X_H,X_M,X_L,a,Q,n_mainstream,p_risk_mainstream,n_wemedia,p_risk_wemedia,n_government
2022-01-13 19:10:00,1,1,,,,,,0,,0,,0
2022-01-14 16:20:00,1,0,,,,,,0,,1,1.0,0
2022-01-14 23:10:00,1,1,,,,,,0,,0,,0
2022-01-15 03:40:00,1,1,,,,,,0,,0,,0
2022-01-15 05:40:00,1,1,,,,,,0,,0,,0
2022-01-15 17:50:00,1,1,,,,,,0,,0,,0
2022-01-15 20:10:00,1,1,,,,,,0,,0,,0
2022-01-17 13:20:00,1,0,,,,,,0,,0,,0
2022-01-18 21:20:00,1,0,,,,,,0,,1,1.0,0
2022-01-18 23:30:00,1,1,,,,,,0,,0,,0
2022-01-20 13:40:00,1,0,,,,,,0,,0,,0
2022-01-21 14:30:00,1,0,,,,,,0,,1,1.0,0
2022-01-21 15:40:00,1,0,,,,,,0,,0,,0
2022-01-23 21:00:00,1,1,,,,,,0,,0,,0
2022-01-25 15:30:00,1,1,,,,,,0,,0,,0
2022-01-26 00:30:00,1,1,,,,,,0,,0,,0
2022-02-04 16:40:00,1,1,,,,,,0,,0,,0
2022-02-05 14:40:00,1,0,,,,,,0,,1,0.0,0
2022-02-07 15:40:00,1,1,,,,,,0,,0,,0
2022-02-08 17:20:00,1,1,,,,,,0,,0,,0
2022-02-11 08:40:00,1,1,,,,,,0,,0,,0
2022-02-12 10:30:00,1,0,,,,,,0,,0,,0
2022-02-16 16:40:00,1,1,,,,,,0,,0,,0
2022-02-21 21:10:00,1,1,,,,,,0,,0,,0
2022-02-23 19:20:00,1,1,,,,,,0,,0,,0
2022-02-24 21:10:00,1,1,,,,,,0,,0,,0
2022-02-26 13:40:00,1,1,,,,,,0,,0,,0
2022-03-02 04:00:00,1,0,,,,,,0,,0,,0
2022-03-02 08:10:00,1,0,,,,,,0,,0,,0
2022-03-08 03:20:00,1,0,,,,,,0,,0,,0
2022-03-08 21:50:00,1,0,,,,,,0,,1,1.0,0
2022-03-09 14:50:00,1,0,,,,,,0,,0,,0
2022-03-09 15:40:00,1,0,,,,,,0,,1,1.0,0
2022-03-12 17:50:00,1,0,,,,,,0,,1,0.0,0
2022-03-13 09:50:00,1,1,,,,,,0,,0,,0
2022-03-13 10:50:00,1,0,,,,,,0,,0,,0
2022-03-13 12:20:00,1,1,,,,,,0,,0,,0
2022-03-13 14:50:00,1,1,,,,,,0,,0,,0
2022-03-13 16:50:00,1,1,,,,,,0,,0,,0
2022-03-14 11:00:00,1,1,,,,,,0,,0,,0
2022-03-14 11:10:00,3,1,,,,,,0,,2,0.5,0
2022-03-14 11:20:00,5,2,,,,,,0,,3,0.6666666666666666,0
2022-03-14 11:30:00,3,2,,,,,,0,,1,1.0,0
2022-03-14 11:40:00,9,6,0.5,0.5,0.0,0.5,0.5,0,,2,0.5,0
2022-03-14 11:50:00,7,4,,,,,,0,,3,0.6666666666666666,0
2022-03-14 12:00:00,15,12,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.41666666666666663,0.25,0,,3,0.6666666666666666,0
2022-03-14 12:10:00,12,8,0.375,0.375,0.25,0.625,0.125,0,,2,1.0,1
2022-03-14 12:20:00,14,11,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.7272727272727273,-0.3636363636363636,0,,2,1.0,0
2022-03-14 12:30:00,21,13,0.3076923076923077,0.46153846153846156,0.23076923076923078,0.5384615384615385,0.07692307692307693,0,,8,0.875,0
2022-03-14 12:40:00,53,38,0.34210526315789475,0.39473684210526316,0.2631578947368421,0.6052631578947368,0.07894736842105265,0,,15,0.7333333333333333,0
2022-03-14 12:50:00,70,58,0.22413793103448276,0.5689655172413793,0.20689655172413793,0.43103448275862066,0.017241379310344834,0,,12,0.5833333333333334,0
2022-03-14 13:00:00,3,3,,,,,,0,,0,,0
2022-03-14 13:10:00,13,10,0.3,0.5,0.2,0.5,0.09999999999999998,1,1.0,2,0.0,0
2022-03-14 13:20:00,31,23,0.30434782608695654,0.4782608695652174,0.21739130434782608,0.5217391304347826,0.08695652173913046,2,1.0,5,0.4,0
2022-03-14 13:30:00,43,29,0.20689655172413793,0.5862068965517241,0.20689655172413793,0.41379310344827586,0.0,1,1.0,10,0.6,0
2022-03-14 13:40:00,72,31,0.41935483870967744,0.5483870967741935,0.03225806451612903,0.4516129032258065,0.3870967741935484,1,1.0,36,0.5833333333333334,0
2022-03-14 13:50:00,45,30,0.36666666666666664,0.5333333333333333,0.1,0.4666666666666667,0.2666666666666666,0,,12,0.6666666666666666,0
2022-03-14 14:00:00,29,21,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.0,0,,4,0.75,0
2022-03-14 14:10:00,43,21,0.38095238095238093,0.47619047619047616,0.14285714285714285,0.5238095238095237,0.23809523809523808,2,1.0,14,0.42857142857142855,1
2022-03-14 14:20:00,39,27,0.25925925925925924,0.5925925925925926,0.14814814814814814,0.4074074074074074,0.1111111111111111,1,1.0,11,0.2727272727272727,0
2022-03-14 14:30:00,32,17,0.17647058823529413,0.7058823529411765,0.11764705882352941,0.29411764705882354,0.05882352941176472,3,1.0,7,0.8571428571428571,0
2022-03-14 14:40:00,29,21,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.7142857142857142,0.42857142857142855,3,0.6666666666666666,3,0.6666666666666666,0
2022-03-14 14:50:00,31,16,0.25,0.5625,0.1875,0.4375,0.0625,3,0.6666666666666666,9,0.5555555555555556,0
2022-03-14 15:00:00,29,13,0.46153846153846156,0.46153846153846156,0.07692307692307693,0.5384615384615385,0.38461538461538464,3,0.6666666666666666,8,0.5,0
2022-03-14 15:10:00,31,21,0.14285714285714285,0.5238095238095238,0.3333333333333333,0.47619047619047616,-0.19047619047619047,1,1.0,6,0.5,0
2022-03-14 15:20:00,26,13,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.6153846153846154,0.15384615384615385,2,1.0,6,1.0,1
2022-03-14 15:30:00,36,20,0.3,0.7,0.0,0.3,0.3,1,1.0,5,0.6,0
2022-03-14 15:40:00,31,20,0.15,0.55,0.3,0.44999999999999996,-0.15,2,0.0,6,0.5,0
2022-03-14 15:50:00,31,16,0.375,0.375,0.25,0.625,0.125,2,1.0,7,0.5714285714285714,0
2022-03-14 16:00:00,30,18,0.2222222222222222,0.5,0.2777777777777778,0.5,-0.05555555555555558,1,1.0,7,0.5714285714285714,1
2022-03-14 16:10:00,23,11,0.2727272727272727,0.5454545454545454,0.18181818181818182,0.45454545454545453,0.09090909090909088,1,0.0,9,0.3333333333333333,0
2022-03-14 16:20:00,22,12,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.41666666666666663,0.25,2,1.0,7,0.7142857142857143,0
2022-03-14 16:30:00,32,21,0.2857142857142857,0.47619047619047616,0.23809523809523808,0.5238095238095237,0.047619047619047616,1,1.0,4,0.75,1
2022-03-14 16:40:00,35,12,0.4166666666666667,0.3333333333333333,0.25,0.6666666666666667,0.16666666666666669,5,0.6,11,0.36363636363636365,0
2022-03-14 16:50:00,18,8,0.375,0.25,0.375,0.75,0.0,0,,5,0.4,0
2022-03-14 17:00:00,24,15,0.3333333333333333,0.6,0.06666666666666667,0.39999999999999997,0.26666666666666666,1,1.0,4,0.5,0
2022-03-14 17:10:00,14,9,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.3333333333333333,-0.1111111111111111,0,,2,0.0,0
2022-03-14 17:20:00,12,4,,,,,,0,,4,0.5,1
2022-03-14 17:30:00,14,7,0.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,-0.14285714285714285,0,,6,0.6666666666666666,0
2022-03-14 17:40:00,18,10,0.6,0.4,0.0,0.6,0.6,0,,8,0.5,0
2022-03-14 17:50:00,7,2,,,,,,0,,3,0.6666666666666666,0
2022-03-14 18:00:00,12,4,,,,,,0,,6,0.5,1
2022-03-14 18:10:00,3,2,,,,,,0,,0,,0
2022-03-14 18:20:00,6,2,,,,,,0,,3,0.0,0
2022-03-14 18:30:00,5,4,,,,,,1,0.0,0,,0
2022-03-14 18:40:00,2,1,,,,,,1,0.0,0,,0
2022-03-14 18:50:00,2,1,,,,,,0,,1,0.0,0
2022-03-14 19:00:00,2,0,,,,,,0,,2,0.0,0
2022-03-14 19:20:00,3,3,,,,,,0,,0,,0
2022-03-14 19:30:00,1,1,,,,,,0,,0,,0
2022-03-14 19:40:00,2,0,,,,,,0,,0,,1
2022-03-14 20:00:00,3,0,,,,,,0,,1,1.0,0
2022-03-14 20:30:00,1,1,,,,,,0,,0,,0
2022-03-14 20:50:00,2,0,,,,,,0,,1,0.0,0
2022-03-14 21:50:00,1,1,,,,,,0,,0,,0
2022-03-14 22:00:00,1,0,,,,,,0,,1,1.0,0
2022-03-14 22:40:00,1,1,,,,,,0,,0,,0
2022-03-14 22:50:00,2,0,,,,,,0,,0,,1
2022-03-14 23:00:00,1,0,,,,,,0,,0,,0
2022-03-14 23:10:00,1,1,,,,,,0,,0,,0
2022-03-14 23:30:00,2,1,,,,,,0,,0,,0
2022-03-15 00:30:00,1,1,,,,,,0,,0,,0
2022-03-15 04:20:00,1,0,,,,,,0,,1,1.0,0
2022-03-15 07:00:00,1,0,,,,,,0,,0,,0
2022-03-15 07:10:00,1,1,,,,,,0,,0,,0
2022-03-15 07:50:00,1,0,,,,,,0,,1,1.0,0
2022-03-15 08:00:00,1,0,,,,,,0,,0,,0
2022-03-15 08:20:00,1,1,,,,,,0,,0,,0
2022-03-15 09:20:00,3,2,,,,,,0,,1,1.0,0
2022-03-15 10:30:00,1,0,,,,,,1,1.0,0,,0
2022-03-15 10:50:00,1,1,,,,,,0,,0,,0
2022-03-15 11:30:00,1,0,,,,,,0,,0,,0
2022-03-15 11:40:00,1,0,,,,,,0,,0,,0
2022-03-15 13:00:00,1,0,,,,,,0,,1,0.0,0
2022-03-15 13:10:00,1,1,,,,,,0,,0,,0
2022-03-15 13:40:00,1,1,,,,,,0,,0,,0
2022-03-15 14:50:00,1,0,,,,,,0,,1,1.0,0
2022-03-15 15:10:00,1,0,,,,,,0,,0,,1
2022-03-15 15:50:00,1,1,,,,,,0,,0,,0
2022-03-15 16:10:00,1,0,,,,,,0,,1,0.0,0
2022-03-15 16:50:00,1,1,,,,,,0,,0,,0
2022-03-15 18:10:00,1,0,,,,,,0,,0,,0
2022-03-15 19:00:00,1,1,,,,,,0,,0,,0
2022-03-15 20:10:00,1,1,,,,,,0,,0,,0
2022-03-15 20:20:00,1,0,,,,,,0,,0,,0
2022-03-16 06:30:00,1,1,,,,,,0,,0,,0
2022-03-16 08:40:00,1,1,,,,,,0,,0,,0
2022-03-16 09:30:00,1,0,,,,,,0,,0,,0
2022-03-16 14:30:00,1,1,,,,,,0,,0,,0
2022-03-16 15:30:00,1,1,,,,,,0,,0,,0
2022-03-16 16:40:00,1,0,,,,,,0,,0,,0
2022-03-16 16:50:00,1,0,,,,,,0,,0,,0
2022-03-16 17:00:00,1,0,,,,,,0,,1,1.0,0
2022-03-16 17:10:00,2,1,,,,,,0,,1,1.0,0
2022-03-16 20:20:00,1,0,,,,,,0,,0,,0
2022-03-17 11:00:00,1,0,,,,,,0,,1,0.0,0
2022-03-17 20:30:00,1,0,,,,,,0,,0,,0
2022-03-18 10:20:00,1,0,,,,,,0,,1,0.0,0
2022-03-18 10:40:00,1,0,,,,,,0,,1,0.0,0
2022-03-18 11:10:00,1,0,,,,,,0,,1,0.0,0
2022-03-18 11:20:00,1,0,,,,,,0,,1,1.0,0
2022-03-18 14:40:00,1,1,,,,,,0,,0,,0
2022-03-18 14:50:00,1,0,,,,,,0,,1,0.0,0
2022-03-20 09:40:00,1,1,,,,,,0,,0,,0
2022-03-20 21:30:00,1,1,,,,,,0,,0,,0
2022-03-21 13:10:00,1,1,,,,,,0,,0,,0
2022-03-23 08:40:00,1,1,,,,,,0,,0,,0
2022-03-23 10:30:00,2,2,,,,,,0,,0,,0
2022-03-23 11:10:00,1,0,,,,,,0,,0,,0
2022-03-23 17:00:00,1,1,,,,,,0,,0,,0
2022-03-24 13:30:00,1,1,,,,,,0,,0,,0
2022-03-24 19:50:00,1,0,,,,,,0,,0,,0
2022-03-24 22:20:00,1,0,,,,,,0,,1,1.0,0
2022-03-25 13:40:00,1,1,,,,,,0,,0,,0
2022-03-25 15:10:00,1,0,,,,,,0,,1,1.0,0
2022-03-26 06:30:00,1,1,,,,,,0,,0,,0
2022-03-26 22:20:00,1,1,,,,,,0,,0,,0
2022-03-27 08:40:00,1,1,,,,,,0,,0,,0
2022-03-28 10:20:00,1,0,,,,,,0,,0,,0
2022-03-28 17:20:00,1,1,,,,,,0,,0,,0
2022-03-30 14:00:00,1,0,,,,,,0,,0,,0
2022-03-31 22:50:00,1,0,,,,,,0,,1,0.0,0
2022-04-01 11:30:00,1,0,,,,,,0,,0,,0
2022-04-02 12:10:00,1,1,,,,,,0,,0,,0
2022-04-02 20:40:00,1,0,,,,,,0,,1,1.0,0
2022-04-02 23:50:00,1,1,,,,,,0,,0,,0
2022-04-03 08:40:00,1,1,,,,,,0,,0,,0
2022-04-03 18:50:00,1,1,,,,,,0,,0,,0
2022-04-05 13:10:00,1,0,,,,,,1,1.0,0,,0
2022-04-05 15:40:00,1,1,,,,,,0,,0,,0
2022-04-05 22:10:00,2,1,,,,,,0,,0,,0
2022-04-06 11:40:00,1,1,,,,,,0,,0,,0
2022-04-06 20:00:00,1,0,,,,,,0,,0,,0
2022-04-07 20:40:00,1,1,,,,,,0,,0,,0
2022-04-08 08:50:00,1,1,,,,,,0,,0,,0
2022-04-08 16:30:00,1,0,,,,,,1,1.0,0,,0
2022-04-09 14:40:00,2,1,,,,,,0,,1,1.0,0
2022-04-10 13:00:00,1,1,,,,,,0,,0,,0
2022-04-10 13:20:00,1,1,,,,,,0,,0,,0
2022-04-11 19:00:00,1,0,,,,,,0,,0,,0
2022-04-12 10:30:00,1,1,,,,,,0,,0,,0
2022-04-12 11:50:00,1,0,,,,,,0,,0,,0
2022-04-12 13:10:00,1,1,,,,,,0,,0,,0
2022-04-15 08:50:00,1,1,,,,,,0,,0,,0
2022-04-15 15:40:00,1,1,,,,,,0,,0,,0
2022-04-16 05:20:00,1,1,,,,,,0,,0,,0
2022-04-17 15:00:00,1,1,,,,,,0,,0,,0
2022-04-20 20:50:00,1,1,,,,,,0,,0,,0
2022-04-23 12:10:00,1,0,,,,,,0,,1,0.0,0
2022-04-26 00:50:00,1,0,,,,,,0,,1,1.0,0
2022-04-26 05:20:00,1,1,,,,,,0,,0,,0
2022-04-26 11:00:00,1,0,,,,,,0,,0,,0
2022-04-26 11:40:00,1,1,,,,,,0,,0,,0
2022-04-26 13:00:00,1,1,,,,,,0,,0,,0
2022-04-26 16:00:00,1,0,,,,,,1,1.0,0,,0
2022-04-26 20:20:00,1,1,,,,,,0,,0,,0
2022-04-28 10:10:00,1,0,,,,,,0,,0,,0
2022-04-28 11:00:00,1,1,,,,,,0,,0,,0
2022-04-28 17:20:00,1,1,,,,,,0,,0,,0
2022-04-29 09:00:00,1,1,,,,,,0,,0,,0
2022-05-01 21:40:00,1,0,,,,,,0,,1,1.0,0
2022-05-02 09:20:00,1,0,,,,,,0,,0,,0
2022-05-02 15:30:00,1,0,,,,,,0,,0,,0
2022-05-02 23:40:00,1,1,,,,,,0,,0,,0
2022-05-03 16:10:00,1,0,,,,,,0,,1,1.0,0
2022-05-04 13:50:00,1,0,,,,,,0,,1,1.0,0
2022-05-05 19:10:00,1,1,,,,,,0,,0,,0
2022-05-07 01:00:00,1,1,,,,,,0,,0,,0
2022-05-07 16:10:00,1,1,,,,,,0,,0,,0
2022-05-08 21:50:00,1,1,,,,,,0,,0,,0
2022-05-09 09:30:00,1,0,,,,,,0,,0,,0
2022-05-09 13:40:00,1,1,,,,,,0,,0,,0
2022-05-09 13:50:00,1,1,,,,,,0,,0,,0
2022-05-10 16:20:00,1,0,,,,,,0,,0,,0
2022-05-12 10:30:00,1,0,,,,,,0,,1,1.0,0
2022-05-13 02:50:00,1,1,,,,,,0,,0,,0
2022-05-15 09:30:00,1,0,,,,,,0,,0,,0
2022-05-15 18:10:00,1,1,,,,,,0,,0,,0
2022-05-18 13:30:00,1,0,,,,,,0,,0,,0
2022-05-22 15:00:00,1,1,,,,,,0,,0,,0
2022-05-23 11:10:00,1,0,,,,,,0,,0,,0
2022-05-23 14:00:00,1,1,,,,,,0,,0,,0
2022-05-27 11:10:00,1,0,,,,,,0,,0,,0
2022-05-27 14:10:00,1,0,,,,,,0,,0,,0
2022-05-27 21:00:00,1,0,,,,,,0,,0,,0
2022-05-31 07:40:00,1,1,,,,,,0,,0,,0
2022-05-31 15:10:00,1,1,,,,,,0,,0,,0
2022-06-01 09:50:00,1,1,,,,,,0,,0,,0
2022-06-02 21:50:00,1,1,,,,,,0,,0,,0
2022-06-05 08:00:00,1,1,,,,,,0,,0,,0
2022-06-05 08:10:00,1,1,,,,,,0,,0,,0
2022-06-06 19:30:00,1,1,,,,,,0,,0,,0
2022-06-12 00:10:00,1,1,,,,,,0,,0,,0
2022-06-13 22:30:00,1,1,,,,,,0,,0,,0
2022-06-14 10:50:00,1,1,,,,,,0,,0,,0
2022-07-02 13:30:00,1,1,,,,,,0,,0,,0
2022-07-10 05:30:00,2,0,,,,,,0,,1,1.0,0
2022-07-13 19:40:00,1,1,,,,,,0,,0,,0
2022-07-15 07:50:00,1,1,,,,,,0,,0,,0
2022-07-18 01:30:00,1,1,,,,,,0,,0,,0
2022-07-20 00:10:00,1,1,,,,,,0,,0,,0
2022-07-20 07:40:00,1,0,,,,,,0,,1,1.0,0
2022-07-20 18:00:00,1,0,,,,,,0,,0,,0
2022-07-20 21:30:00,2,2,,,,,,0,,0,,0
2022-07-21 07:20:00,1,0,,,,,,0,,1,0.0,0
2022-07-21 08:40:00,1,0,,,,,,0,,1,0.0,0
2022-07-21 10:00:00,1,0,,,,,,0,,1,1.0,0
2022-07-25 10:30:00,1,0,,,,,,0,,1,1.0,0
2022-07-26 12:30:00,1,1,,,,,,0,,0,,0
2022-07-27 10:40:00,1,0,,,,,,0,,0,,0
2022-07-29 10:30:00,1,0,,,,,,1,1.0,0,,0
2022-07-29 13:30:00,1,1,,,,,,0,,0,,0
2022-07-31 11:00:00,1,1,,,,,,0,,0,,0
2022-08-04 14:50:00,1,0,,,,,,0,,0,,0
2022-08-06 12:30:00,1,0,,,,,,0,,0,,0
2022-08-08 11:30:00,1,0,,,,,,0,,0,,0
2022-08-11 10:20:00,1,1,,,,,,0,,0,,0
2022-08-11 13:00:00,1,0,,,,,,0,,0,,0
2022-08-13 16:40:00,1,1,,,,,,0,,0,,0
2022-08-14 06:30:00,1,1,,,,,,0,,0,,0
2022-08-14 08:40:00,1,1,,,,,,0,,0,,0
2022-08-14 14:10:00,1,1,,,,,,0,,0,,0
2022-08-15 01:10:00,1,1,,,,,,0,,0,,0
2022-08-15 09:30:00,1,1,,,,,,0,,0,,0
2022-08-15 11:30:00,1,0,,,,,,0,,0,,0
2022-08-16 10:00:00,1,1,,,,,,0,,0,,0
2022-08-16 11:00:00,1,1,,,,,,0,,0,,0
2022-08-16 15:30:00,1,0,,,,,,1,1.0,0,,0
2022-08-16 17:00:00,1,1,,,,,,0,,0,,0
2022-08-16 22:10:00,1,1,,,,,,0,,0,,0
2022-08-17 08:40:00,1,1,,,,,,0,,0,,0
2022-08-17 13:30:00,1,1,,,,,,0,,0,,0
2022-08-17 20:00:00,1,1,,,,,,0,,0,,0
2022-08-18 08:10:00,1,1,,,,,,0,,0,,0
2022-08-18 17:40:00,1,1,,,,,,0,,0,,0
2022-08-18 17:50:00,1,0,,,,,,0,,1,1.0,0
2022-08-19 07:00:00,1,1,,,,,,0,,0,,0
2022-08-20 16:40:00,1,0,,,,,,0,,1,1.0,0
2022-08-22 17:50:00,1,1,,,,,,0,,0,,0
2022-08-26 22:30:00,1,1,,,,,,0,,0,,0
2022-08-29 03:50:00,1,1,,,,,,0,,0,,0
2022-08-29 16:50:00,1,1,,,,,,0,,0,,0
2022-08-30 07:00:00,1,0,,,,,,0,,1,1.0,0
2022-08-30 18:00:00,1,1,,,,,,0,,0,,0
2022-08-31 05:10:00,1,1,,,,,,0,,0,,0
2022-08-31 11:40:00,1,1,,,,,,0,,0,,0
2022-09-01 07:30:00,1,0,,,,,,0,,1,1.0,0
2022-09-02 08:10:00,1,1,,,,,,0,,0,,0
2022-09-03 00:50:00,1,0,,,,,,0,,1,1.0,0
2022-09-03 06:40:00,1,1,,,,,,0,,0,,0
2022-09-04 11:50:00,1,1,,,,,,0,,0,,0
2022-09-04 16:20:00,1,1,,,,,,0,,0,,0
2022-09-04 19:00:00,1,1,,,,,,0,,0,,0
2022-09-06 11:20:00,1,1,,,,,,0,,0,,0
2022-09-07 16:40:00,1,1,,,,,,0,,0,,0
2022-09-07 18:00:00,1,0,,,,,,0,,1,1.0,0
2022-09-07 18:20:00,1,0,,,,,,0,,1,1.0,0
2022-09-08 08:30:00,1,1,,,,,,0,,0,,0
2022-09-09 03:40:00,1,0,,,,,,0,,1,1.0,0
2022-09-09 07:30:00,1,1,,,,,,0,,0,,0
2022-09-10 00:00:00,1,1,,,,,,0,,0,,0
2022-09-10 20:30:00,1,1,,,,,,0,,0,,0
2022-09-11 07:30:00,1,1,,,,,,0,,0,,0
2022-09-11 08:40:00,1,0,,,,,,0,,1,0.0,0
2022-09-11 12:20:00,1,1,,,,,,0,,0,,0
2022-09-12 15:10:00,1,1,,,,,,0,,0,,0
2022-09-13 08:50:00,1,1,,,,,,0,,0,,0
2022-09-13 11:10:00,1,1,,,,,,0,,0,,0
2022-09-14 01:30:00,1,1,,,,,,0,,0,,0
2022-09-14 14:40:00,1,1,,,,,,0,,0,,0
2022-09-14 22:30:00,1,1,,,,,,0,,0,,0
2022-09-15 14:00:00,1,1,,,,,,0,,0,,0
2022-09-16 04:50:00,1,1,,,,,,0,,0,,0
2022-09-16 10:20:00,1,0,,,,,,0,,1,1.0,0
2022-09-16 11:10:00,1,1,,,,,,0,,0,,0
2022-09-16 15:50:00,1,1,,,,,,0,,0,,0
2022-09-17 14:00:00,1,1,,,,,,0,,0,,0
2022-09-17 15:50:00,1,1,,,,,,0,,0,,0
2022-09-18 09:40:00,1,0,,,,,,0,,1,1.0,0
2022-09-18 11:40:00,1,1,,,,,,0,,0,,0
2022-09-18 19:40:00,1,1,,,,,,0,,0,,0
2022-09-18 23:50:00,1,1,,,,,,0,,0,,0
2022-09-19 14:10:00,1,1,,,,,,0,,0,,0
2022-09-20 15:30:00,1,1,,,,,,0,,0,,0
2022-09-20 20:40:00,1,1,,,,,,0,,0,,0
2022-09-21 06:40:00,1,1,,,,,,0,,0,,0
2022-09-21 13:10:00,1,1,,,,,,0,,0,,0
2022-09-21 14:20:00,1,1,,,,,,0,,0,,0
2022-09-21 19:00:00,1,1,,,,,,0,,0,,0
2022-09-21 19:10:00,1,1,,,,,,0,,0,,0
2022-09-22 08:20:00,1,1,,,,,,0,,0,,0
2022-09-22 13:30:00,1,1,,,,,,0,,0,,0
2022-09-23 09:30:00,1,1,,,,,,0,,0,,0
