exposure_group,n_users,upgrade_rate_mean,cooling_rate_mean,stable_rate_mean,p_H->H_mean,p_H->M_mean,p_H->L_mean,p_M->H_mean,p_M->M_mean,p_M->L_mean,p_L->H_mean,p_L->M_mean,p_L->L_mean
no_media,373,0.010398895117393775,0.020318466162970183,0.9013150486740181,0.000804289544235925,0.011203184661629702,0.009115281501340482,0.009415874563327646,0.9013150486740181,0.018791659187241443,0.0009830205540661305,0.016110694039788362,0.0322609472743521
mainstream_only,17,0.0065359477124183,0.0065359477124183,0.9869281045751634,0.0,0.0065359477124183,0.0,0.0065359477124183,0.9869281045751634,0.0,0.0,0.0,0.0
wemedia_only,7,0.14285714285714285,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,0.0
dual,2,0.14285714285714285,0.21428571428571427,0.6428571428571428,0.0,0.21428571428571427,0.0,0.14285714285714285,0.6428571428571428,0.0,0.0,0.0,0.0
