state,term,term_type,coef,std_err,z_value,p_value,odds_ratio
H,Intercept,intercept,-2.5718143277471244,0.19950539522167743,-12.890951269209996,0.0,0.07639681075334581
H,"C(exposure_group, Treatment(reference='dual'))[T.mainstream_only]",main_exposure,-1.031897467677281,0.5131226428324906,-2.0110152652416566,0.04432384433760528,0.35633019367560753
H,"C(exposure_group, Treatment(reference='dual'))[T.wemedia_only]",main_exposure,-1.1765828491633479,0.3031134559899004,-3.8816582567108173,0.00010374660298384519,0.3083305524796697
H,"C(env_type, Treatment(reference='norisk'))[T.risk]",main_risk_env,0.22812799922802335,0.3012765410144066,0.7572046547663815,0.4489272619485196,1.256246113674497
H,C(time_fe)[T.2023Q1],time_fe,-0.1731879070759483,0.2553557466891328,-0.67822208554713,0.4976308913062124,0.8409795739839107
H,"C(exposure_group, Treatment(reference='dual'))[T.mainstream_only]:C(env_type, Treatment(reference='norisk'))[T.risk]",interaction,-2.2199898482356755,1.174062226132356,-1.890862169672946,0.05864274553898752,0.10861021140463083
H,"C(exposure_group, Treatment(reference='dual'))[T.wemedia_only]:C(env_type, Treatment(reference='norisk'))[T.risk]",interaction,0.8709391636403024,0.3373350476760566,2.581822344403024,0.009828016248316418,2.3891536064016807
H,z_n_total_interactions,control,0.9144385438504717,0.1499840482622008,6.096905333904965,1.081415179626788e-09,2.4953738155450624
H,z_active_days,control,-0.3729975398521146,0.1399230646058675,-2.6657330648293516,0.0076820662687442365,0.6886669270643562
H,z_n_posts,control,-0.30632248846662063,0.14834908027674523,-2.0648762223208665,0.03893471343086774,0.7361491815519023
M,Intercept,intercept,2.424403701764962,0.16385227806182767,14.796277051760871,0.0,11.295491928801349
M,"C(exposure_group, Treatment(reference='dual'))[T.mainstream_only]",main_exposure,1.3444996801068068,0.5123275389476316,2.6242971105331057,0.008682800623015297,3.8362666998272092
M,"C(exposure_group, Treatment(reference='dual'))[T.wemedia_only]",main_exposure,0.65336172050385,0.2194992761666068,2.9766007975713236,0.002914632531227035,1.9219911779551968
M,"C(env_type, Treatment(reference='norisk'))[T.risk]",main_risk_env,-0.7429038072618042,0.22013745849972538,-3.374726919829189,0.0007388897121238802,0.475730478258128
M,C(time_fe)[T.2023Q1],time_fe,-0.3559484563047766,0.19232999257037614,-1.85071736107165,0.06421022510618402,0.7005087261130093
M,"C(exposure_group, Treatment(reference='dual'))[T.mainstream_only]:C(env_type, Treatment(reference='norisk'))[T.risk]",interaction,2.5677077059412823,1.1331676058994504,2.265955797336059,0.023454089772591447,13.03590803090077
M,"C(exposure_group, Treatment(reference='dual'))[T.wemedia_only]:C(env_type, Treatment(reference='norisk'))[T.risk]",interaction,-0.6204008055000173,0.2453645364054252,-2.528486041988176,0.011455564137001994,0.5377288697086658
M,z_n_total_interactions,control,-0.8071633256094968,0.13155853140353818,-6.135393250428065,8.494880354703582e-10,0.4461217752248932
M,z_active_days,control,0.7911719445900987,0.1297458365435912,6.097859982769355,1.0749783285746162e-09,2.205980198500758
M,z_n_posts,control,-0.17296577800580631,0.1325611169201348,-1.3048002462895243,0.19196087526128913,0.8411664007437472
L,Intercept,intercept,-5.147430861339722,0.22066686627361995,-23.326704857253333,0.0,0.005814323357542082
L,"C(exposure_group, Treatment(reference='dual'))[T.mainstream_only]",main_exposure,-2.0204943509134425,1.1794664619169688,-1.713057908937541,0.08670188654206856,0.1325899029364742
L,"C(exposure_group, Treatment(reference='dual'))[T.wemedia_only]",main_exposure,0.6498194961610778,0.24631296494109306,2.638186326556076,0.008335077075574127,1.9151950977444963
L,"C(env_type, Treatment(reference='norisk'))[T.risk]",main_risk_env,0.6655260087560252,0.24703066939952006,2.694102762113627,0.007057840078096511,1.9455136094301204
L,C(time_fe)[T.2023Q1],time_fe,1.3131937494391244,0.229143104851778,5.730889220029415,9.99055016492889e-09,3.7180292241148973
L,"C(exposure_group, Treatment(reference='dual'))[T.mainstream_only]:C(env_type, Treatment(reference='norisk'))[T.risk]",interaction,-1.0726523051965178,1.4307869712437187,-0.7496939284148705,0.4534390651327538,0.3420999595644872
L,"C(exposure_group, Treatment(reference='dual'))[T.wemedia_only]:C(env_type, Treatment(reference='norisk'))[T.risk]",interaction,0.5564198392368498,0.26975402366257395,2.062693381481702,0.03914176914031153,1.7444160175910937
L,z_n_total_interactions,control,0.7591880727843304,0.21025562500811087,3.610786026557167,0.0003052704385160254,2.136540800451497
L,z_active_days,control,-1.6570339501815612,0.25054317675090443,-6.6137660249635175,3.746647436742023e-11,0.19070377898567684
L,z_n_posts,control,0.8791888495993689,0.22304036813337996,3.941837331767704,8.085981087124772e-05,2.4089448970838383
