user_id,n_follow_total,n_follow_mainstream,n_follow_wemedia,follow_group,user_name
1709467465,149,15,15,dual,共青团重庆大学委员会
1712328017,195,4,156,dual,细雨-doucebruine
1714498442,46,0,6,wemedia_only,中医米奇
1715161601,171,17,99,dual,金元宝博
1716988297,42,3,24,dual,Nicole_0728
1717751480,0,0,0,no_media,新浪留学
1719751153,41,12,8,dual,酆往北吹
1720879474,0,0,0,no_media,康康妮321
1721918112,171,27,83,dual,MelyKok
1723617793,187,2,102,dual,alicewonder
1724110623,196,5,101,dual,乔乔1211
1725052207,178,0,49,wemedia_only,明晶mandy21
1726088610,193,3,115,dual,为什么乌鸦像一张写字台
1727234525,86,4,10,dual,wabbly
1727444323,182,1,110,dual,LyNlyer
1728012793,192,2,54,dual,苏小异
1728352304,0,0,0,no_media,不知名的摄影师Glacier
1728830694,0,0,0,no_media,JFCGLJTXFLHZJKDSJHPD
1729014487,152,1,42,dual,minordemon
1729106881,0,0,0,no_media,影歌-肌肉版
1729327917,190,6,110,dual,赵小鹿有点儿独
1729871930,116,27,38,dual,北新桥儿的豆汁儿
1730097723,167,0,66,wemedia_only,2024来了
1730890251,0,0,0,no_media,有瓜瓜
1731052070,197,1,148,dual,sanna-sanna
1731282285,83,2,59,dual,五吉彩花
1731549964,179,0,110,wemedia_only,貓骨Margreatho
1731581793,0,0,0,no_media,小朱观地球
1731745385,156,7,36,dual,中医朱穆朗玛
1731827057,191,10,115,dual,咕噜咕噜_1025
1732240830,190,5,141,dual,ziyan_Chan
1732510047,188,2,38,dual,布噜屋_BlueRoom
1733277193,195,2,90,dual,Miya兔子酱
1733339243,195,16,146,dual,留恋在那个年代
1733615620,195,10,149,dual,医shi诗老司
1733654723,195,11,123,dual,欢说
1735224612,198,5,106,dual,也許掙扎最淒美
1735813492,168,13,72,dual,日尧xxl
1736287852,0,0,0,no_media,长余量化投资-个人投资者
1736410565,0,0,0,no_media,NicoleGPT
1736633764,0,0,0,no_media,王炸Leo
1737052690,198,8,123,dual,张张小墨0201
1737602850,93,7,32,dual,宗小宗菊小菊
1738143742,194,9,117,dual,唯安娜DV
1738527584,198,4,138,dual,Angela_XU_137209467
1738690784,28,0,7,wemedia_only,麻省理工科技评论
1738757345,175,8,48,dual,洛杉矶华人资讯网
1739253960,199,1,93,dual,是娟娟啊_
1739382681,194,3,75,dual,兰傲雪
1739928850,189,11,127,dual,吾爱JK71816
1740794003,176,1,122,dual,高颜值驿站
1741042062,194,11,51,dual,QdingdingQ
1741175192,12,0,6,wemedia_only,绻星
1741452910,194,1,132,dual,herry是苦逼的设计师
1741527263,192,0,108,wemedia_only,未央长夜
1742100901,197,2,130,dual,轻飘飘的醉斜阳
1742706551,0,0,0,no_media,阿bou
1743394251,195,3,118,dual,梦小瑶瑶瑶瑶
1743990050,181,11,49,dual,嘟嘴娃娃19
1744247517,185,6,74,dual,徐柳燕
1744271642,190,10,113,dual,胖胖的小提琴
1745768931,14,0,6,wemedia_only,炸_炸_
1746692527,0,0,0,no_media,中原网
1747071383,0,0,0,no_media,香港浸会大学
1747365141,200,1,122,dual,趴耳朵王兔兔
1748549001,83,0,8,wemedia_only,好吧我还是叫噢CC
1749228913,0,0,0,no_media,医者仁心心
1749277070,0,0,0,no_media,_清香集
1749280803,194,20,82,dual,Astrayneko
1750070171,193,14,44,dual,36氪
1750138924,175,3,66,dual,Hombar_盖世英雄
1750334881,194,6,114,dual,阿拉0826
1750388192,192,13,110,dual,小z一路向西
1750389905,193,1,131,dual,喜儿听
1750559371,119,1,66,dual,--生活--在别处--
1751370085,191,8,126,dual,我是R11呀
1751398421,193,16,66,dual,2013静笃
1751658297,193,4,119,dual,你纯真的模样
1751814091,198,3,72,dual,wywnaw
1752038461,185,18,101,dual,Qien浅
1752642361,192,8,124,dual,六月周六月
1752807603,0,0,0,no_media,爱开酒吧的孙老板
1752863270,0,0,0,no_media,广州新闻电台FM962
1753024764,195,15,118,dual,神婆·王
1758525725,189,8,127,dual,我是一颗大坚果果果果果果果
1759229903,107,2,20,dual,放鸽子这种事儿
1759752895,184,3,58,dual,十月十日下大雨
1760009603,183,4,94,dual,MaoMao的柚子牛
1760024965,193,9,99,dual,一本一本本
1760267197,196,8,128,dual,尚书府里的尚可
1760340613,0,0,0,no_media,戴爱笔
1761028652,189,46,44,dual,浈丽尔
1761292974,197,10,101,dual,骨科康复师吕铮
1762114033,193,2,73,dual,鲤鱼鲤鱼烫
1762277340,187,2,129,dual,天冷不盖被-C
1762351140,164,25,59,dual,小怪兽在唱歌跳舞
1763146801,194,2,145,dual,圆来就是你Y
1763326880,197,5,121,dual,飞龙中医
1763633284,131,8,41,dual,命中注定会发财的我
1763785907,183,8,81,dual,小贝子公公
1763963207,146,9,81,dual,菱芏
1764082544,127,5,77,dual,依山观澜·
1764853963,188,1,124,dual,想拥有一颗杨梅树的甜橙树
1765126697,188,0,101,wemedia_only,婧宁_
1765377910,194,0,92,wemedia_only,赵思家Scarlett
1765392680,195,0,87,wemedia_only,赵英年
1766064702,69,6,23,dual,Super_Cynthia_Oo0ff
1766738621,191,1,84,dual,宫大肉
1766748572,188,15,105,dual,国王的新衣柜
1766962190,197,12,138,dual,毛熊瓜蔓
1767225554,66,0,36,wemedia_only,万物有鲤君
1767275493,127,7,43,dual,帅酱素日
1767602141,42,2,27,dual,北极的鱼涛
1768095942,187,6,90,dual,Fafaaala
1768278310,70,2,26,dual,青澈麦田
1768745993,194,1,165,dual,深圳中原黄珊珊
1769368923,0,0,0,no_media,我叫壞人叔叔
1769469393,0,0,0,no_media,亟兮般若
1769666835,188,14,97,dual,北极熊只想来麒麟座读书
1769795072,192,6,83,dual,祖传中医肖春林
1770724297,198,3,169,dual,林宇泽的小公举
1771321262,187,0,135,wemedia_only,子非鱼非me
1771334835,0,0,0,no_media,希尐婲不哭不闹不尖叫
1771642005,62,3,3,dual,张嘚胜
1773158000,195,9,117,dual,团子君在坡坡
1773222363,105,18,33,dual,博美爱猫咪啊
1773574707,87,8,5,dual,闫微博
1773734215,191,2,85,dual,Lady_幺幺女王樣
1773883702,193,12,110,dual,HW前PM
1773977412,171,2,68,dual,凯羊羊_HMMM
1774018927,153,9,65,dual,Janelunar
1774066907,189,11,97,dual,小池一许
1774215272,0,0,0,no_media,武汉广播电视台
1775051143,77,0,11,wemedia_only,抖味小黄鱼
1775108457,193,3,114,dual,印象天堂
1775369515,191,9,120,dual,Navvaatara
1777495284,187,2,43,dual,Kerouacs
1778140091,198,2,136,dual,考焦兩條魚
1778198365,0,0,0,no_media,HY666-
1778970684,197,3,97,dual,换个名字早点睡
1780416085,176,22,87,dual,套马杆de汉子
1780581535,199,1,146,dual,一七张w
1781866371,196,8,139,dual,三思逍遥
1781936237,189,8,81,dual,小骨头666x
1781980775,191,6,123,dual,Luciabili
1782475325,157,14,70,dual,南方夜未央
1782842442,11,3,1,dual,山满雾w6
1782869783,191,8,92,dual,OH红遍全球
1782996377,179,2,50,dual,心平气和yb
1783050015,189,8,63,dual,无聊ing的少年
1783321813,194,4,104,dual,人生硬核玩家_T
1783685724,134,49,13,dual,粉条炖冬瓜
1784419757,151,0,46,wemedia_only,努力做到自由
1785893113,89,2,20,dual,-豆豆
1785967612,142,0,64,wemedia_only,中医梅晋铭
1786148115,197,26,113,dual,__睡不醒小姐
1786233331,181,4,113,dual,皮皮娇·
1786571855,10,0,1,wemedia_only,嗨_新时光
1786648785,190,2,122,dual,yellowish_HHH
1786872915,0,0,0,no_media,蔷薇夫人R
1787130250,194,17,65,dual,黎夫人墨墨
1787356893,187,2,103,dual,Petrichor珍
1787497302,142,1,85,dual,鸡腿堡终身粉丝
1787962277,187,7,96,dual,菠萝装在大茶缸子里
1788332237,119,0,65,wemedia_only,诗酒养疏慵omid
1788595870,188,0,49,wemedia_only,N-Star吾枕0311
1788742711,0,0,0,no_media,热恋小日记
1789143163,180,13,118,dual,郑79-虎
1789895073,190,6,94,dual,运气满满de26
1790788167,14,2,1,dual,花花的溪
1791058743,0,0,0,no_media,种纬raullinoux
1791298665,0,0,0,no_media,奔流新闻
1791675902,180,9,54,dual,张斐的百合诗亭
1791805181,0,0,0,no_media,中国网新闻中心
1791890904,191,21,95,dual,海的对岸有个_u
1792893360,194,5,85,dual,一颗太粒子
1792894741,198,7,145,dual,wyzgoldfish
1793073170,190,2,127,dual,芋圆红豆不加冰
1793645480,188,23,61,dual,常斌-健康管理
1793763414,193,5,84,dual,绿妍多肉葡萄
1794202823,171,16,81,dual,羽璇孤鹤fzl
1795548274,0,0,0,no_media,中事
1795562073,189,9,97,dual,焦虑症的郑
1795662995,197,2,145,dual,花水木梨
1796445350,191,7,72,dual,锋潮科技
1796753123,175,4,112,dual,用户1796753123
1797024461,192,4,89,dual,鬼哭老朽
1798593753,197,5,149,dual,欧也妮西瓜
1798803362,0,0,0,no_media,会跑的Su
1799101612,0,0,0,no_media,-勃艮第玫瑰-
1799921213,191,0,104,wemedia_only,八千茉莉
1800161991,180,4,129,dual,只想睡觉的蛇
1800257210,199,9,171,dual,其实是谁都不重要
1800438490,199,1,154,dual,草莓味酸菜
1801431915,112,6,74,dual,疯道人-阿千
1801998161,189,6,96,dual,Twinkle--琥珀
1802480895,94,0,38,wemedia_only,巨凶男子
1802527232,196,1,101,dual,插画师susu
1802615700,193,1,105,dual,我叫鰻魚
1802696443,90,4,56,dual,豌豆稀饭-
1802742924,198,35,111,dual,琪妈咪Shirley
1803389681,98,6,61,dual,微醺Kay
1803457264,183,3,47,dual,乡野经典中医
