feature,mainstream_mean,wemedia_mean,mainstream_median,wemedia_median,mainstream_nonzero_share,wemedia_nonzero_share,mainstream_n,wemedia_n,mannwhitney_u,mannwhitney_p,cliffs_delta_mainstream_vs_wemedia,cliffs_delta_magnitude
punct_density,0.006033090575351496,0.006506183618263958,0.0,0.0,0.416289592760181,0.35124798711755234,3536,4968,9228185.0,4.805092925636408e-06,0.050636403297848354,negligible
first_person_ratio,0.0024262068755509644,0.010556322272459144,0.0,0.0,0.23501131221719457,0.4716183574879227,3536,4968,6264669.5,4.991196946817558e-149,-0.2867622580897836,small
data_token_ratio,0.025017113123281913,0.009302804641895356,0.012746251181576008,0.0,0.7058823529411765,0.4216988727858293,3536,4968,11836171.0,2.3011729093645197e-182,0.34755774058043887,medium
avg_sentence_len,71.67628456513378,57.48778844854122,56.6,44.666666666666664,1.0,1.0,3536,4968,11125017.0,8.871794673145336e-98,0.2665922765427242,small
