mid,user_name,user_link,verify_typ,weibo_link,publish_time,content,image_urls,video_preview_url,video_download_url,forward_num,comment_num,like_num,source,location_url,location_name,publish_location,origin_weibo_user_name,origin_weibo_content,origin_weibo_info
4575201852136245,娱美心耳,https://weibo.com/5978012608,黄V认证,https://weibo.com/5978012608/Jvylj8XJz,2020-11-25 17:29,#新冠病毒最可怕的后遗症#新冠病毒的后遗症那么快就出来了吗？看来也是太狠了吧，新冠的后遗症居然是脱发，容我发挥一下想象力，后面看到秃头的可能他不是个IT男，还可能是患过了新冠？或者洗发水行业估计就有了新卖点，那就是治疗脱发。其实都是笑话而已，不过这样的后遗症其实挺难受的，所以还是要做好防护，远离新冠！,,,,0,0,0,iPhone 6s Plus,,,,,,{}
4575206196905501,每日纪录片精选,https://weibo.com/7063871198,黄V认证,https://weibo.com/7063871198/JvysjsYr3,2020-11-25 17:47,#每日纪录片精选# PBS纪录片前线系列，《新冠大流行:两个华盛顿的故事(2020)》当z治与科学针锋相对，会产生怎样的后果？联邦政府和各州博弈不断，CDC延误测试试剂盒，全美医疗防疫设备紧缺……PBS前线发布纪录片《新冠大流行：两个华盛顿的故事》，揭秘美国疫情如何一步步走到今天#新冠病毒最可怕的后遗症#  O网页链接,,,,4,0,3,微博视频号,,,,,,{}
4575207568704251,啾咪全世界的猪团子,https://weibo.com/1111105880,没有认证,https://weibo.com/1111105880/JvyuwAwn9,2020-11-25 17:52,在所有人的生活都步入正轨的时候，自己仍在#抗疫行动# 抗疫一线，本以此为荣，却被机关单位办公室的人质疑，“你在一线工作怎么可以进我们单位？你这样我们多危险！”震惊+羞愧，促使我不住的道歉，对不起不好意思，是我的不对。人家并不领情，而我也在愧疚中匆匆离去，该办的事没办成，只能之后拜托别人来帮忙。面对咄咄逼人的质疑，一句辩解的话也说不出口……但是心里还是委屈的，每天上班穿着防护服做到三层隔离、每周一次核酸检测，我自认为自己是没有问题的，可终归还是会给别人带来麻烦。可能还是我考虑不周吧#近30天我国累计新增本土确诊98例##严防境外输入病例##新冠病毒最可怕的后遗症# 2沈阳,https://wx3.sinaimg.cn/large/423a2158ly1gl1kfli2w7j20sg0sgwga.jpg,,,0,0,0,HUAWEI Mate 30,https://weibo.com/p/1001018008621010000000000,沈阳,,,,{}
4575208394984457,钟馗财经,https://weibo.com/6343246852,黄V认证,https://weibo.com/6343246852/JvyvRkUGt,2020-11-25 17:55,#新冠病毒最可怕的后遗症#【巴西传出一坏消息，近半数新冠康复者出现异样，总统：人早晚会死】新冠肺炎在全世界流行，给予多个国家重创，或多或少都采取了一定措施抗疫，也出现不少确诊病人转危为安的情况，至于是否确定目前情况已经转危为安，以巴西当下为例分析，至少巴西是不确定。据北京日报报道，巴西圣保罗市目前四成以上新冠肺炎痊愈者出现了不同程度的后遗症，这对还在抗击疫情的国家而言并不是什么好事。巴西疫情目前来看，巴西疫情总体情况还是非常严峻，确诊病例位于全世界第三，每天还在呈几万人确诊趋势增长，照这个趋势下去，短时间内就会突破600万。按道理来说，病毒在寒冷地方传播速度较快，而巴西属于热带气候，一年四季气温比较高，并且巴西正处于春季，感染人数应该不至于那么多，但是却抵不过政府放纵的行为。在疫情有所缓解时，巴西多地就开始重启经济，民众纷纷走出家门上班上课，往日热闹又回到了巴西，一些城市还出现了交通拥堵情况。而逐渐变热的天气也使巴西民众选择摘掉口罩，这使疫情传播更加快速，疫情又变得严重。淡化疫情虽然巴西疫情已经如此严重，但巴西总统似乎并不紧张。博索纳罗还公开呼吁巴西人民不要再谈论新冠疫情，当下疫情在巴西已经被夸张化，不应该如此恐惧疫情。巴西总统认为，人早晚会死，这不会因为大力防疫就能够让部分民众活下来。该总统表示曾感染过新冠，对此深有体会。虽然巴西应对传染病很有一套，但是由于总统态度，导致这次并没有控制疫情的积极表现，且总统还将前两位认真抗疫的卫生部长替换，只因这两位观念与其不符，最终换上一个从未做过卫生工作的人接替位置。由此可见，疫情严重完全是事出有因。坏消息在这种疫情严重，政府却试图淡化影响时，巴西传出的这一坏消息，使各国感到担忧。据巴西圣保罗市卫生部门统计，圣保罗市已经痊愈（新冠病毒检测转阴）的近两万名新冠肺炎患者中，有42%的人出现了不同程度后遗症。近半数新冠康复者出现异样情况同样也在巴西其它市发生，这对于很多西方国家来说是一个彻彻底底的坏消息，此前纷纷选择群体抗疫免疫模式，认为虽然这样会使感染人数加多，但是只要扛过去，在人体内产生抗体之后，基本就不会再复发。但是新冠病毒多变，一旦出现已产生抗体民众病情再次复发，那么情况就不会再如此简单。部分消息参考：北京日报,https://wx3.sinaimg.cn/large/006VhCh6ly1gl1kj3iafmj30u00kd4qp.jpg https://wx4.sinaimg.cn/large/006VhCh6ly1gl1kj3uim1j30u00k0aze.jpg https://wx1.sinaimg.cn/large/006VhCh6ly1gl1kj4acrhj30z70oyu0x.jpg,,,0,1,2,iPhone客户端,,,,,,{}
4575210185176722,厚道靠谱,https://weibo.com/6140374053,黄V认证,https://weibo.com/6140374053/JvyyKlIHw,2020-11-25 18:02,#每日纪录片精选# PBS纪录片前线系列，《新冠大流行:两个华盛顿的故事(2020)》当z治与科学针锋相对，会产生怎样的后果？联邦政府和各州博弈不断，CDC延误测试试剂盒，全美医疗防疫设备紧缺……PBS前线发布纪录片《新冠大流行：两个华盛顿的故事》，揭秘美国疫情如何一步步走到今天#新冠病毒最可怕的后遗症#  O网页链接,,,,0,1,0,,,,,,,{}
4575213490807723,天涯浪子觅知音,https://weibo.com/2732595321,黄V认证,https://weibo.com/2732595321/JvyE53o7N,2020-11-25 18:16,【“北平方式”是解决台湾问题的最优选择吗？】如今台湾岛政治生态已不具备“和统”条件，网络上关于“武统”的呼声越来越高，“武统”的可能性是否已超过“和平统一”？前海峡两岸关系协会副会长王在希表示，还有第三条道路——“北平方式”，以战迫和，以武促统，兵临城下，不战而屈人之兵。这样可以最大限度减少伤亡，缩小代价。不动用军事武力这个手段，光依靠政治谈判、民间交流、小恩小惠，是不可能实现两岸统一的。  L微丢的微博视频————————————————解决当前台湾问题，“北平方式”是否可行？当年的傅作义可是有良知的中国人，他的身边密布着我们的地下党。如今在台湾岛上掌权的是白披一张人皮的美国狗，“兵临城下，不战而屈人之兵”的前提是对方属于人类。即使“北平方式”能够带来收效，“以战迫和，以武促统”从开战到和平解决需要多长时间？如果能够做到速战速决为什么还要“以战迫和”？不怕夜长梦多贻误战机吗？当年采用和平方式解放北平，是为了让这座城市无价的文物古迹免遭战火；当时在技术上做不到用高技术武器对敌方首脑实施“斩首”，也做不到用电子战瘫痪敌军的通讯联络，也没有空降特种部队迅速占领敌方要害部门避免战火波及平民百姓与文物古迹。今天解决台湾问题是否还存在如上技术难题？ #新冠病毒最可怕的后遗症#,,https://video.weibo.com/show?fid=1034:4559128002232329,"https://f.video.weibocdn.com/001yDD7Wgx07H8J8g8AM01041201kLtU0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1708155655&ssig=bw%2Fz30YugG&KID=unistore,video",43,22,27,微博视频号,,,,,,{}
4575217894823876,植发集合社,https://weibo.com/5301750076,黄V认证,https://weibo.com/5301750076/JvyLbkeUs,2020-11-25 18:33,"近段时间，关于脱发植发的话题，频频上热搜，据官方统计我国脱发人数已超2.5亿而现在#新冠病毒最可怕的后遗症#来了——脱发…24.1%也越来越多的人选择通过植发来改善脱发的问题，但是大家也要知道，不是所有的人都可以植发，今天跟大家分享下：哪些情况不可以做植发?1.患有这些疾病的不能做:比如不稳定期的甲亢、高血压、肝肾功能障碍、凝血机制障碍、糖尿病等,做之前都需要明确告知，另外乙肝携带者也需要医生判断做相关预防，才能确定是否能手术。2.毛囊供体不足或毛发质太差的3.斑秃、圆秃斑秃有些是可以自愈的，所以植发专家一般会建议观察一年,等稳定了再选择手术。4.狂脱期脱发比较厉害的时候不能手术,和斑秃一样，也要等稳定下来才行。5.烧伤、烫伤未满6个月因为烧伤的皮肤还在恢复，皮下组织脆弱，囊存活不易，建议至少一年后再进行植发。关于#头发种植#，有不清楚的都可以直接问我！#北京上海广州深圳杭州南京西安武汉济南成都植发#",https://wx2.sinaimg.cn/large/005MNBo0gy1gl1lml8h32j30j60j6q4s.jpg https://wx1.sinaimg.cn/large/005MNBo0gy1gl1lml8g3ij30j60j675r.jpg https://wx1.sinaimg.cn/large/005MNBo0gy1gl1lml9z8lj30j60j6abf.jpg https://wx3.sinaimg.cn/large/005MNBo0gy1gl1lml81fpj30j60j675s.jpg https://wx1.sinaimg.cn/large/005MNBo0gy1gl1lml9m2vj30j60j6wg4.jpg https://wx2.sinaimg.cn/large/005MNBo0gy1gl1lml9mmaj30j60j6jsv.jpg https://wx1.sinaimg.cn/large/005MNBo0gy1gl1lmmuyqrj30j60j6q46.jpg https://wx2.sinaimg.cn/large/005MNBo0gy1gl1lmlez33j30j60j6abk.jpg https://wx1.sinaimg.cn/large/005MNBo0gy1gl1lmlifykj30j60j6gmz.jpg,,,9,12,10,360安全浏览器,,,,,,{}
4575222101444466,格式化52756,https://weibo.com/5847908081,橙V认证,https://weibo.com/5847908081/JvyRY63LQ,2020-11-25 18:50,#健康中国2030#科学研究证明，即便是感染新冠肺炎后痊愈，但新冠肺炎仍然可能给感染人群带来严重的后遗症。后遗症除了已有的失去味觉、嗅觉、听觉、脱发、血栓、中风等等，最新的证据表明，可能还会影响人的大脑，令智商下降，严重的可以令大脑老化10年！#新冠病毒最可怕的后遗症# L格式化52756的微博视频,,https://video.weibo.com/show?fid=1034:4575219076235297,"https://f.video.weibocdn.com/WxsLvmnNlx07IhyDce8M01041200fSrq0E010.mp4?label=mp4_hd&template=854x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BVp4ysnknHVZu&Expires=1708155655&ssig=WNMGcHVDIn&KID=unistore,video",10,13,43,微博视频号,,,,,,{}
4575229656176022,防脱发小助手,https://weibo.com/7482348966,没有认证,https://weibo.com/7482348966/Jvz49pUFg,2020-11-25 19:20,脱发克星，不惧掉发！由于现在脱发人群日益增加，中医世家御生堂推出育发产品，可有效抑制原生发的掉落，同时有助于头发的生长。经过多年的研究， 上百次的实验成功，将中医运用到养发生发领域，采用现代科学 的方法萃取精华，直达发根深处，中药育发从根本解决脱发问题。#新冠病毒最可怕的后遗症# #脱发#  L防脱发小助手的微博视频,,https://video.weibo.com/show?fid=1034:4575227846262823,"https://f.video.weibocdn.com/z45pt7ozlx07IhAH52Ug01041200enX30E010.mp4?label=mp4_720p&template=944x544.25.0&trans_finger=721584770189073627c6ee9d880087b3&ori=0&ps=1BVp4ysnknHVZu&Expires=1708155653&ssig=IZq4ZB02Gx&KID=unistore,video",0,0,1,搜狗高速浏览器,,,,,,{}
4575233639455200,林岚爱H,https://weibo.com/5723614807,没有认证,https://weibo.com/5723614807/JvzazDFJe,2020-11-25 19:36,#新冠病毒最可怕的后遗症# 要谢谢祖国妈妈把我们保护的很好,,,,0,0,0,iPhone客户端,,,,,,{}
