mid,user_name,user_link,verify_typ,weibo_link,publish_time,content,image_urls,video_preview_url,video_download_url,forward_num,comment_num,like_num,source,location_url,location_name,publish_location,origin_weibo_user_name,origin_weibo_content,origin_weibo_info
4617670241026903,南风窗,https://weibo.com/1645578093,蓝V认证,https://weibo.com/1645578093/K7pGo4j8X,2021-03-22 22:03,【#难忍新冠后遗症美国一CEO自杀#】3月18日，美国知名连锁餐厅“得克萨斯客栈”创始人和CEO因难忍新冠肺炎后遗症自杀身亡，享年65岁。他的遗体在其位于肯塔基州的住宅附近被发现。其家人称他生前遭遇了包括严重耳鸣在内的新冠后遗症，由于病情愈发严重最终走上绝路。 @世面 L世面的微博视频,,https://video.weibo.com/show?fid=1034:4617583140470844,"https://f.video.weibocdn.com/wlmAuOnVlx07Li0qDD4k01041200mLDx0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1708160214&ssig=zUeKnaikQD&KID=unistore,video",13,3,35,微博视频号,,,,,,{}
4617670685627502,大象文娱,https://weibo.com/2027773605,蓝V认证,https://weibo.com/2027773605/K7pH6nBYa,2021-03-22 22:05,【#难忍新冠后遗症美国一CEO自杀#】3月18日，美国知名连锁餐厅“得克萨斯客栈”创始人和CEO因难忍新冠肺炎后遗症自杀身亡，享年65岁。他的遗体在其位于肯塔基州的住宅附近被发现。其家人称他生前遭遇了包括严重耳鸣在内的新冠后遗症，由于病情愈发严重最终走上绝路。 @世面 L世面的微博视频,,https://video.weibo.com/show?fid=1034:4617583140470844,"https://f.video.weibocdn.com/wlmAuOnVlx07Li0qDD4k01041200mLDx0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1708160214&ssig=zUeKnaikQD&KID=unistore,video",0,0,1,iPhone客户端,,,,,,{}
4617671536019154,邱天道,https://weibo.com/2964767992,黄V认证,https://weibo.com/2964767992/K7pItpfR8,2021-03-22 22:09,#难忍新冠后遗症美国一CEO自杀# 3月18日，美国知名连锁餐厅“得克萨斯客栈”创始人和CEO因难忍新冠肺炎后遗症自杀身亡，享年65岁。他的遗体在其位于肯塔基州的住宅附近被发现。其家人称他生前遭遇了包括严重耳鸣在内的新冠后遗症，由于病情愈发严重最终走上绝路。,https://wx2.sinaimg.cn/large/b0b6c4f8ly1gotlf2bkv6j20u0190jz8.jpg,,,0,3,2,iPhone 12 Pro Max(金色),,,,,,{}
4617671780599654,泉网视角,https://weibo.com/5573088741,黄V认证,https://weibo.com/5573088741/K7pIS2vZQ,2021-03-22 22:10,#环球资讯# 【#难忍新冠后遗症美国一CEO自杀#】3月18日，美国知名连锁餐厅“得克萨斯客栈”创始人和CEO因难忍新冠肺炎后遗症自杀身亡，享年65岁。他的遗体在其位于肯塔基州的住宅附近被发现。其家人称他生前遭遇了包括严重耳鸣在内的新冠后遗症，由于病情愈发严重最终走上绝路。@世面  L世面的微博视频,,https://video.weibo.com/show?fid=1034:4617583140470844,"https://f.video.weibocdn.com/wlmAuOnVlx07Li0qDD4k01041200mLDx0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1708160213&ssig=GWM0aSvY1Y&KID=unistore,video",1,0,1,泉州关注超话,,,,,,{}
4617676927012233,夏强,https://weibo.com/2001221395,没有认证,https://weibo.com/2001221395/K7pRatqcx,2021-03-22 22:30,【瞎说】「阿斯利康疫苗」#阿斯利康疫苗# 阿斯利康公司周一表示，在一项新的美国临床试验中，其Covid-19疫苗对症状性疾病的疗效为79%，对严重疾病和住院治疗的疗效为100%。并强调“在接受至少一剂疫苗的21583名参与者中，未发现血栓形成风险增加或血栓形成事件特征。”32000多名不同年龄段的成年志愿者每隔四周接受两剂疫苗或安慰剂疫苗。大约79%的试验参与者是白人，22%是西班牙裔，8%是黑人，4%是美洲土著，4%是亚洲人。约20%的参与者年龄在65岁及以上，约60%的参与者患有与严重Covid-19相关的高风险疾病，如糖尿病、严重肥胖或心脏病。#难忍新冠后遗症美国一ceo自杀#,,,,0,0,0,微博网页版,,,,,,{}
4617677052577812,William-阿亮,https://weibo.com/2017520437,黄V认证,https://weibo.com/2017520437/K7pRnaOBC,2021-03-22 22:31,#难忍新冠后遗症美国一CEO自杀##关注新冠肺炎# 随着针对这一病毒的研究越来越多，专业人士渐渐发现，许多被认为已经康复的确诊患者，在痊愈后的相当长时间内，还在出现疲惫、难以思考和集中注意力、失眠、呼吸不畅、甚至脱发等非特异性症状，迟迟难恢复到最初的健康状态。且出现这些症状的人中，不仅包括重症患者，还有轻症、以及无症状的患者。很多早期染上新冠病毒的患者在急性期症状消失后的数周、甚至数月内，都还没能完全恢复如初，所表现出的身体、心理、精神上的诸多不适，严重影响了他们的工作和生活。越来越多的医务人员开始意识到，除了积极防疫和治疗急性期的感染外，感染后的康复也不容忽视。无论医生还是病人，对这种病毒的并发症都还在进一步了解中，病因病理尚不明晰，科学了解并探索这一疾病，我们依然任重道远。,https://wx2.sinaimg.cn/large/7840eb35ly1got1zsw105j20dw0870ta.jpg,,,17,21,153,没感情的付款机器,,,,,,{}
4617677597052548,无颜色不一样的烟火,https://weibo.com/6877352127,黄V认证,https://weibo.com/6877352127/K7pSftAGM,2021-03-22 22:33,随着人类对新冠病毒的深入了解，最让人担心的已经不是确诊数字，而是全世界各地开始涌现的各种新冠后遗症。最开始，新冠肺炎在我们眼中只是一个呼吸系统疾病，然而最近的病例却发现，新冠病毒对我们身体的很多器官都有影响。新冠病毒可能会对视力产生损伤，还可能会对嗅觉和味觉造成影响。嗅觉和味觉发生改变这一症状，在新冠肺炎患者中比例高达百分之四十一。并且这种症状可能是暂时性的，也可能是永久性的，因为对于新冠肺炎来说，这一切都还是未知的不仅如此，越来越多证据也开始指向新冠病毒会导致更多严重后遗症，包括重症患者的肺部纤维化问题，但就目前已知来看，肺脏以炎症为重，纤维化轻或无，因此出现肺纤应当不像SARS一样严重，大概率较轻或者不会出现。还有部分患者会出现严重的肾损伤，还有患者甚至可能会面对血栓带来的风险。还有的血栓会从静脉传播到肺部，引起肺栓塞，严重的甚至会导致死亡。在华盛顿邮报甚至还报道医护人员在从没有心脏病史的患者中，发现了心肌炎以及心律不规则等症状。不过是否会出现难以恢复的肾衰等脏器功能受损，还有待时间检验。￼另外，还有药物不良的反应，目前用药包括抗病毒药物、中药、抗生素，以及为快速治疗使用的糖皮质激素。容易遗留后遗症的自然是糖皮质激素，包括股骨头坏死、骨质疏松、糖脂代谢紊乱等，还是有可能出现的。还可能会有机械通气、气管切开等有创操作带来的后遗症，当然，临床医生在判断治疗方案时，一定是权衡利弊的。只有收益大于风险时，才会给予应用。￼总之，新冠后遗症应当不像SARS后遗症一样严重，但药物、器械等引起的后遗症是不可避免的，其余的还有待时间的检验。#难忍新冠后遗症美国一CEO自杀##v光计划#,,,,13,5,86,HUAWEI nova 3i,,,,,,{}
4617678595561762,陈震-有困难找华振,https://weibo.com/1984605183,橙V认证,https://weibo.com/1984605183/K7pTRnkRQ,2021-03-22 22:37,#难忍新冠后遗症美国一CEO自杀#美国知名连锁餐厅“得克萨斯客栈”创始人和CEO因难忍新冠肺炎后遗症自杀身亡，享年65岁。他的遗体在其位于肯塔基州的住宅附近被发现。其家人称他生前遭遇了包括严重耳鸣在内的新冠后遗症，由于病情愈发严重最终走上绝路。#疫情##人类的行为不可预测#  L世面的微博视频,,https://video.weibo.com/show?fid=1034:4617583140470844,"https://f.video.weibocdn.com/wlmAuOnVlx07Li0qDD4k01041200mLDx0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1708160211&ssig=cervB50JB7&KID=unistore,video",0,0,0,微博视频号,,,,,,{}
4617680134870519,微博视频TV版,https://weibo.com/6070158006,蓝V认证,https://weibo.com/6070158006/K7pWlkr2L,2021-03-22 22:43,#每日热点快报# 【#难忍新冠后遗症美国一CEO自杀# 曾患严重耳鸣等后遗症】3月18日，美国知名连锁餐厅“得克萨斯客栈”创始人和CEO因难忍新冠肺炎后遗症自杀身亡，享年65岁。其家人称他生前遭遇了包括严重耳鸣在内的新冠后遗症。其生前还曾资助了一项帮助患耳鸣军人的临床研究。#大屏看微博# *微博视频TV版下载方式：1.打开电视机或盒子系统中的“当贝”等应用市场。2.通过搜索找到“微博视频”或“CIBN酷视频”，点击“安装”按钮进行安装，即可观看更多热门短视频。cr: L世面的微博视频,,https://video.weibo.com/show?fid=1034:4617583140470844,"https://f.video.weibocdn.com/wlmAuOnVlx07Li0qDD4k01041200mLDx0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1708160211&ssig=cervB50JB7&KID=unistore,video",0,0,2,微博视频号,,,,,,{}
4617680974517940,唐义釗,https://weibo.com/1900130297,黄V认证,https://weibo.com/1900130297/K7pXHiXk0,2021-03-22 22:46,#难忍新冠后遗症美国一CEO自杀#如果美国好好抗疫，会少很多病死的人。可惜美国不是中国。,,,,0,0,1,HUAWEI Mate 40 Pro,,,,,,{}
4617683062227757,医者思远,https://weibo.com/2114242457,黄V认证,https://weibo.com/2114242457/K7q149lxz,2021-03-22 22:54,#难忍新冠后遗症美国一CEO自杀#新冠肺炎会有什么后遗症1、肺部损伤新冠状肺炎患者治疗后，有些病情比较严重患者的肺也会受到不同程度的损伤，例如肺尖质纤维化。这主要是肺尖质修复过度留下的痕迹，同时患者的气体交换能力也是受损的。2020年3月中旬，香港玛嘉烈医院传染中心对首批10名出院病人进行了跟踪，其中3名治愈者步行加速时会气促，不能像平常一样运动，甚至不能像以往一样工作。首例新冠肺炎尸检逝者遗体解剖教授刘良曾介绍：正常的肺含气，握上去感觉像海绵，但感染新冠病毒的肺一摸就感觉它已经变了，肺里面被别的东西取代了。2020年4月21日国务院新闻发布会，北京大学第一医院感染疾病科主任王贵强也曾介绍：肺部严重感染可能会发展为肺纤维化， 一部分重症患者治愈后会出现肺纤维，会影响日常生活，发展到晚期只能肺移植 。2、心脏损伤据发表在JAMA杂志上的案例分析显示，高达16.7%的新冠肺炎患者患有心律失常。之所以会这样，是因为在我们人体的心脏中，窦房结是我们心脏电传导的“总指挥”，而房室结则是非常重要的交通枢纽。而当两者遭受新冠肺炎病毒攻击的时候，很容易导致心脏通路的交通障碍，也就是我们刚刚所说的心律失常。3、血栓及中风纽约西奈山卫生系统神经外科医生Thomas Oxley和他的同事曾指出：新冠病毒会导致一些没有症状或症状较轻的，新冠肺炎年轻患者中风。2020年4月10日发表在《血栓形成研究》杂志上的一篇论文显示：一家荷兰重症监护病房的184例COVID-19患者中，38%的患者出现血栓形成。而一旦血栓脱落进入脑血管，就会导致中风。4、大脑损伤我国的跟踪研究表明，新冠病毒康复后患者，约36.4%的患者会出现神经系统症状，例如视力下降、嗅觉异常、听力下降、耳聋耳鸣等。这些都与新冠病毒对大脑的损伤有关系。5、肾损伤一位加拿大顶级肾脏病专家揭露：加拿大有8%-12%的新冠肺炎重症患者，已经因为新冠病毒出现了严重的肾损伤。国内也有相关报道。#健康V力量#,https://wx2.sinaimg.cn/large/7e04c799gy1got2ombt6ng20dw07jx6p.jpg,,,0,5,11,未老中医的Android,,,,,,{}
4617683578912782,主编赵旭东,https://weibo.com/1721484135,黄V认证,https://weibo.com/1721484135/K7q1TBoCy,2021-03-22 22:56,#难忍新冠后遗症美国一CEO自杀#【#难忍新冠后遗症美国一CEO自杀#】3月18日，美国知名连锁餐厅“得克萨斯客栈”创始人和CEO因难忍新冠肺炎后遗症自杀身亡，享年65岁。他的遗体在其位于肯塔基州的住宅附近被发现。其家人称他生前遭遇了包括严重耳鸣在内的新冠后遗症，由于病情愈发严重最终走上绝路。 L世面的微博视频,,https://video.weibo.com/show?fid=1034:4617583140470844,"https://f.video.weibocdn.com/wlmAuOnVlx07Li0qDD4k01041200mLDx0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1708160211&ssig=cervB50JB7&KID=unistore,video",0,1,3,微博视频号,,,,,,{}
4617685024907490,倾听指尖,https://weibo.com/2498948744,橙V认证,https://weibo.com/2498948744/K7q4ekAF4,2021-03-22 23:02,#难忍新冠后遗症美国一CEO自杀#知名连锁餐厅CEO，按说经济条件应该不差了，却忍受不了新冠后遗症自杀了，可惜！可见新冠后遗症确实可怕，所有得过的都要警惕。想想美国3000多万新冠患者，这后遗症的比例得多高？！再想想美国那昂贵的医保，假如买不起高昂的医保，还会有多少人无法忍受痛苦自杀？不过，美国普通人死了也没人在意的，谁会知道他到底死于何因呢？也许美国政府又说成电子烟流感都可能。。。#v光新星# L倾听指尖的微博视频,,https://video.weibo.com/show?fid=1034:4617682914574419,"https://f.video.weibocdn.com/8HuLkNJ8lx07LisaUz8I010412007Dil0E010.mp4?label=mp4_hd&template=640x360.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BVp4ysnknHVZu&Expires=1708160211&ssig=DWJWulQM8d&KID=unistore,video",6,2,11,微博视频号,,,,,,{}
4617686388310441,陈文伍,https://weibo.com/1271366733,橙V认证,https://weibo.com/1271366733/K7q6qyRVn,2021-03-22 23:08,#难忍新冠后遗症美国一CEO自杀#3月18日，美国知名连锁餐厅“得克萨斯客栈”创始人和CEO因难忍新冠肺炎后遗症自杀身亡，享年65岁。他的遗体在其位于肯塔基州的住宅附近被发现。其家人称他生前遭遇了包括严重耳鸣在内的新冠后遗症，由于病情愈发严重最终走上绝路。 L世面的微博视频呵,,https://video.weibo.com/show?fid=1034:4617583140470844,"https://f.video.weibocdn.com/wlmAuOnVlx07Li0qDD4k01041200mLDx0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1708160211&ssig=cervB50JB7&KID=unistore,video",0,0,0,微博视频号,,,,,,{}
4617689904187992,贼王,https://weibo.com/3954739408,橙V认证,https://weibo.com/3954739408/K7qc6hzug,2021-03-22 23:22,【#难忍新冠后遗症美国一CEO自杀#】3月18日，美国知名连锁餐厅“得克萨斯客栈”创始人和CEO因难忍新冠肺炎后遗症自杀身亡，享年65岁。他的遗体在其位于肯塔基州的住宅附近被发现。其家人称他生前遭遇了包括严重耳鸣在内的新冠后遗症，由于病情愈发严重最终走上绝路。 L世面的微博视频,,https://video.weibo.com/show?fid=1034:4617583140470844,"https://f.video.weibocdn.com/wlmAuOnVlx07Li0qDD4k01041200mLDx0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1708160211&ssig=cervB50JB7&KID=unistore,video",0,0,1,微博视频号,,,,,,{}
4617690486407513,扎紧你的篱笆,https://weibo.com/2488535907,黄V认证,https://weibo.com/2488535907/K7qd2qSSZ,2021-03-22 23:24,#难忍新冠后遗症美国一CEO自杀#美国的自信心来源于他们过去的强盗历史及文化…认为自己战无不胜。非冠来临，觉得靠着强壮的体质完全可以顺利耐过……可没想到。连特朗普也没想到美国人的体质现在会如此不堪…要不也不会因此决策失误而失去总统宝座……这种人的自杀，不是因为身体的痛楚，而是自信心的坍塌……,,,,0,11,6,iPhone客户端,,,,,,{}
4617695142089198,泉州蟳埔人,https://weibo.com/2396684287,黄V认证,https://weibo.com/2396684287/K7qky8LuK,2021-03-22 23:42,#难忍新冠后遗症美国一CEO自杀# 其家人称他生前遭遇了包括严重耳鸣在内的新冠后遗症，由于病情愈发严重最终走上绝路… L世面的微博视频,,https://video.weibo.com/show?fid=1034:4617583140470844,"https://f.video.weibocdn.com/wlmAuOnVlx07Li0qDD4k01041200mLDx0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1708160210&ssig=1xPKE51ZD5&KID=unistore,video",0,0,0,没卖海鲜滴Android,,,,,,{}
4617695343149471,涨声响起来,https://weibo.com/5629174084,橙V认证,https://weibo.com/5629174084/K7qkSddjV,2021-03-22 23:43,#难忍新冠后遗症美国一CEO自杀#新冠肺炎有后遗症，美国知名连锁餐厅CEO难忍新冠后遗症自杀身亡。        “在与包括严重耳鸣在内的新冠后遗症进行斗争后，肯特·泰勒结束了自己的生命”，并称“最近数日大大加剧的痛苦令泰勒难以忍受”。　　泰勒在1993年开设第一家餐厅，他的公司目前在美国49个州和其它10个国家和地区经营超过600家餐厅。      看来，新冠肺炎就是治愈了，其后遗症对人的身体和心理也将造成巨大的影响。这是此前人们普遍忽视的问题。        就算疫情过去，新冠肺炎的深远影响将仍会持续许多年。包括人们身体的、社会的，以及经济的、环境的等等。#职业病对你的影响有多大#,,,,0,0,0,微博 weibo.com,,,,,,{}
4617695867180750,下午茶2599,https://weibo.com/2161876737,橙V认证,https://weibo.com/2161876737/K7qlIu82y,2021-03-22 23:45,#难忍新冠后遗症美国一CEO自杀#3月18日，美国知名连锁餐厅“得克萨斯客栈”创始人和CEO因难忍新冠肺炎后遗症自杀身亡，享年65岁。他的遗体在其位于肯塔基州的住宅附近被发现。其家人称他生前遭遇了包括严重耳鸣在内的新冠后遗症，由于病情愈发严重最终走上绝路。不知能否引起欧美人对#传染病防治#的重视。#德国上万人街头抗议防疫限制#   L世面的微博视频,,https://video.weibo.com/show?fid=1034:4617583140470844,"https://f.video.weibocdn.com/wlmAuOnVlx07Li0qDD4k01041200mLDx0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1708160210&ssig=1xPKE51ZD5&KID=unistore,video",0,0,0,微博视频号,,,,,,{}
4617696627136054,啵啵很乖的小丸子,https://weibo.com/5267059375,黄V认证,https://weibo.com/5267059375/K7qmWtWpE,2021-03-22 23:48,#难忍新冠后遗症美国一CEO自杀#后遗症是挺多的,,,,0,0,0,红月计划超话,,,,,,{}
