exposure_group,env_type,n_transitions,p_MH,p_HM,upgrade_rate,cooling_rate
dual,norisk,18,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.1111111111111111
mainstream_only,norisk,57,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806
wemedia_only,norisk,48,0.0,0.0,0.0,0.0
dual,risk,24,0.0,0.0,0.0,0.0
mainstream_only,risk,10,0.0,0.0,0.0,0.0
wemedia_only,risk,65,0.06153846153846154,0.06153846153846154,0.1076923076923077,0.07692307692307693
