uid,user_name,verified_type,verified_reason,verify_typ,user_type,source,error
1001218734,,,,,,m.weibo.cn,JSONDecodeError: Expecting value: line 1 column 1 (char 0)
1001914255,,,,,,m.weibo.cn,JSONDecodeError: Expecting value: line 1 column 1 (char 0)
1002627744,,,,,,m.weibo.cn,JSONDecodeError: Expecting value: line 1 column 1 (char 0)
