uid,user_name,verified_type,verified_reason,verify_typ,user_type,source,error
1001218734,,,,,,m.weibo.cn,need_login: ok=-100 url=https://passport.weibo.com/sso/signin?entry=wapsso&source=wapssowb&url=https%3A%2F%2Fm.weibo.cn%2F
