state,side_col,term,term_type,coef,std_err,z_value,p_value,odds_ratio
H,mainstream_risk_ratio,Intercept,intercept,-1.3689280605101461,0.16231012239742745,-8.43402765206616,0.0,0.2543794928809137
H,mainstream_risk_ratio,C(time_fe)[T.2022Q1],time_fe,1.022202809990463,1.1051923437429523,0.924909420317346,0.35501302605336704,2.779310318325068
H,mainstream_risk_ratio,C(time_fe)[T.2022Q2],time_fe,-0.24772529689449027,0.5572580140528418,-0.44454326478470313,0.6566498560808238,0.7805743400242459
H,mainstream_risk_ratio,C(time_fe)[T.2022Q3],time_fe,2.329354213197863,1.1980257891462416,1.9443272709996073,0.05185599805921459,10.271306316746424
H,mainstream_risk_ratio,C(time_fe)[T.2022Q4],time_fe,-0.6688841195143995,0.4076663888390619,-1.6407634718653759,0.10084652355980195,0.5122799021083557
H,mainstream_risk_ratio,C(time_fe)[T.2023Q1],time_fe,-0.7065787590471764,0.43106154016082504,-1.6391598257259472,0.10117997821056468,0.4933291113282217
H,mainstream_risk_ratio,C(time_fe)[T.2023Q2],time_fe,-1.4637928560629203,0.7213087508289583,-2.0293568522226693,0.042421956534158145,0.23135710430451964
H,mainstream_risk_ratio,C(time_fe)[T.2023Q3],time_fe,-1.8597339252292768,0.2712523827026038,-6.856101711254848,7.076561558960748e-12,0.15571405643840203
H,mainstream_risk_ratio,C(time_fe)[T.2023Q4],time_fe,-0.5687464342600936,0.5143892193734327,-1.105673316701451,0.2688679433767005,0.5662348065412547
H,mainstream_risk_ratio,C(time_fe)[T.2024Q1],time_fe,-1.713511808988004,1.3192190093895,-1.2988835036427897,0.19398391175208163,0.18023174048760696
H,mainstream_risk_ratio,C(time_fe)[T.2024Q2],time_fe,-2.1201353339363918,1.3104375843022167,-1.6178834912349709,0.1056877087009358,0.12001538525783528
H,mainstream_risk_ratio,C(time_fe)[T.2024Q3],time_fe,-0.136084666936036,1.1416525833236788,-0.11919971883202367,0.9051171294014921,0.8727687347057785
H,mainstream_risk_ratio,C(time_fe)[T.2024Q4],time_fe,0.355866762894874,0.6545107867586347,0.5437141298423057,0.5866382075446652,1.42741735063783
H,mainstream_risk_ratio,C(time_fe)[T.2025Q1],time_fe,-0.21297544190070006,1.8590965602691296,-0.11455856917398037,0.908795020444009,0.8081759842388576
H,mainstream_risk_ratio,C(time_fe)[T.2025Q3],time_fe,-0.8212423453048231,1.6803737015927356,-0.488726016436946,0.6250356823204835,0.439884826053141
H,mainstream_risk_ratio,mainstream_risk_ratio,side_risk_ratio,0.4984761620251756,0.22693869949527187,2.1965233921487286,0.02805450273648269,1.6462107998791138
H,mainstream_risk_ratio,z_n_total_interactions,control,3.0042880162086685,0.35711999084805146,8.41254506384366,0.0,20.171848952512317
H,mainstream_risk_ratio,z_active_days,control,-1.837317689480748,0.25910914376308425,-7.0909025547963465,1.3324896741551129e-12,0.15924399559977032
H,mainstream_risk_ratio,z_n_posts,control,-0.4736731650182904,0.28341004902346995,-1.6713351084423411,0.09465550548448687,0.6227107429662727
M,mainstream_risk_ratio,Intercept,intercept,0.7547153023357085,0.1442779756851513,5.2309806729107144,1.6861313945071288e-07,2.1270058835402903
M,mainstream_risk_ratio,C(time_fe)[T.2022Q1],time_fe,-0.9511354260250205,1.0798668351487355,-0.8807895520691825,0.3784317357366451,0.38630215682897057
M,mainstream_risk_ratio,C(time_fe)[T.2022Q2],time_fe,0.1793124844209311,0.5568917981862479,0.3219880145567551,0.7474617743986944,1.1963945404172571
M,mainstream_risk_ratio,C(time_fe)[T.2022Q3],time_fe,-2.365003823494839,1.1897347375233118,-1.9878412799966674,0.046829246680542225,0.09394894115450082
M,mainstream_risk_ratio,C(time_fe)[T.2022Q4],time_fe,0.613438551715265,0.40394567292593525,1.5186164695660471,0.1288590631056361,1.8467707101035131
M,mainstream_risk_ratio,C(time_fe)[T.2023Q1],time_fe,0.5974503215457437,0.35692632302390287,1.6738757637265473,0.09415501831097917,1.8174789009834433
M,mainstream_risk_ratio,C(time_fe)[T.2023Q2],time_fe,1.44718052282198,0.6241339819503847,2.3187016965485836,0.020411216479505168,4.2511116898833174
M,mainstream_risk_ratio,C(time_fe)[T.2023Q3],time_fe,1.593624018759227,0.2365185435297442,6.737839642407638,1.6075807351967342e-11,4.9215524470911856
M,mainstream_risk_ratio,C(time_fe)[T.2023Q4],time_fe,0.8232295835464726,0.48252312601018404,1.706093530383656,0.08799066693764468,2.277844460102244
M,mainstream_risk_ratio,C(time_fe)[T.2024Q1],time_fe,1.8761732343290214,1.2795969187145702,1.4662220632836058,0.1425877997495939,6.52847405881566
M,mainstream_risk_ratio,C(time_fe)[T.2024Q2],time_fe,2.781696523686975,1.2269421649647623,2.267178195613536,0.023379342259691738,16.14639045882384
M,mainstream_risk_ratio,C(time_fe)[T.2024Q3],time_fe,-1.1888315292984226,0.8739405078497924,-1.360311735890782,0.1737312961124624,0.3045769454617391
M,mainstream_risk_ratio,C(time_fe)[T.2024Q4],time_fe,-0.42173434884859834,0.5252069596673863,-0.8029869770112773,0.421982261782442,0.6559082590358196
M,mainstream_risk_ratio,C(time_fe)[T.2025Q1],time_fe,0.4010333831417981,1.7797182348046652,0.2253353229174583,0.8217184224689802,1.493367120954195
M,mainstream_risk_ratio,C(time_fe)[T.2025Q3],time_fe,0.9272655818647574,1.6482245846046206,0.5625844866809772,0.5737178581488136,2.5275882364445135
M,mainstream_risk_ratio,mainstream_risk_ratio,side_risk_ratio,-0.5770646825050103,0.19519102939518465,-2.9564098529173823,0.0031124319960986746,0.561544260465013
M,mainstream_risk_ratio,z_n_total_interactions,control,-2.9605624268794077,0.31864873661995197,-9.29099063214059,0.0,0.05178978101509323
M,mainstream_risk_ratio,z_active_days,control,1.9509337538596407,0.22337391978775933,8.733937049201344,0.0,7.0352537098430625
M,mainstream_risk_ratio,z_n_posts,control,0.01798625083213153,0.24769962491144268,0.07261315328419232,0.9421139595458579,1.01814897759235
L,mainstream_risk_ratio,Intercept,intercept,-3.6776696682143366,0.2305669187958871,-15.950552175570557,0.0,0.02528182127444843
L,mainstream_risk_ratio,C(time_fe)[T.2022Q1],time_fe,-0.6568002546865134,1.61896805610848,-0.4056906819182503,0.6849698896921668,0.518507775808908
L,mainstream_risk_ratio,C(time_fe)[T.2022Q2],time_fe,-1.09183140022047,1.422043822709372,-0.7677902627081075,0.4426118003869419,0.33560131024154516
L,mainstream_risk_ratio,C(time_fe)[T.2022Q3],time_fe,-0.7860899393974097,1.5522230772889165,-0.5064284579316908,0.612555901042847,0.4556228297821034
L,mainstream_risk_ratio,C(time_fe)[T.2022Q4],time_fe,-1.391219539838012,1.3175739225616347,-1.0558948655671594,0.29101625015506927,0.2487717325217704
L,mainstream_risk_ratio,C(time_fe)[T.2023Q1],time_fe,0.40108281946381913,0.5809376714610345,0.6904059405462762,0.48993894198704013,1.4934409493569696
L,mainstream_risk_ratio,C(time_fe)[T.2023Q2],time_fe,-0.3146454386855483,0.9153469506413112,-0.3437444550015719,0.7310384758299302,0.730047675049251
L,mainstream_risk_ratio,C(time_fe)[T.2023Q3],time_fe,0.5213997698160082,0.3098845221169977,1.682561511152701,0.09246000784574826,1.6843837498468583
L,mainstream_risk_ratio,C(time_fe)[T.2023Q4],time_fe,-0.5879227296255822,0.9011814717996004,-0.6523910533264061,0.5141489344002952,0.5554799691849563
L,mainstream_risk_ratio,C(time_fe)[T.2024Q1],time_fe,-0.669076866405144,1.5959951048445318,-0.4192223800525502,0.675053617496028,0.5121811712653707
L,mainstream_risk_ratio,C(time_fe)[T.2024Q2],time_fe,-1.3119503489748132,1.4627491363390195,-0.8969072798486645,0.3697683951948987,0.2692943259598809
L,mainstream_risk_ratio,C(time_fe)[T.2024Q3],time_fe,2.098280462157963,0.9495233367155689,2.2098250575030427,0.02711730597795503,8.15213994036954
L,mainstream_risk_ratio,C(time_fe)[T.2024Q4],time_fe,1.0190026643482717,0.7611958790262996,1.338686522648745,0.18067274558780033,2.7704303367170784
L,mainstream_risk_ratio,C(time_fe)[T.2025Q1],time_fe,-0.16387485200833668,1.8842718338892837,-0.0869698570349514,0.9306954718989076,0.8488482468864698
L,mainstream_risk_ratio,C(time_fe)[T.2025Q3],time_fe,-0.22475301904511139,1.855992374371679,-0.12109587417954691,0.9036150970560413,0.7987134614141672
L,mainstream_risk_ratio,mainstream_risk_ratio,side_risk_ratio,0.5038281000050328,0.27778567870037374,1.8137295715250812,0.06971937002639672,1.6550448365036248
L,mainstream_risk_ratio,z_n_total_interactions,control,1.6550973838328173,0.47320225059492893,3.497653237599699,0.0004693709797303214,5.233589564373382
L,mainstream_risk_ratio,z_active_days,control,-0.8017386824401721,0.3222705691484982,-2.487781259574904,0.012854276715211777,0.4485484025084691
L,mainstream_risk_ratio,z_n_posts,control,0.07602725633222528,0.3636352586784238,0.20907559021788646,0.8343892297846032,1.0789919831204522
H,wemedia_risk_ratio,Intercept,intercept,-1.1814269125848214,0.2825440185784336,-4.181390632613445,2.8973160548284582e-05,0.30684059137521047
H,wemedia_risk_ratio,C(time_fe)[T.2023Q1],time_fe,-0.09421851949079592,1.0719668464194534,-0.08789312823013264,0.9299616183458095,0.9100838694468493
H,wemedia_risk_ratio,C(time_fe)[T.2023Q2],time_fe,-2.0042561719024046,1.2629976018692755,-1.586904178547959,0.11253434841213084,0.13476049706875315
H,wemedia_risk_ratio,C(time_fe)[T.2023Q3],time_fe,-0.6270639597353378,0.5423442926761032,-1.1562101200350061,0.24759522138848133,0.5341578097867391
H,wemedia_risk_ratio,C(time_fe)[T.2023Q4],time_fe,-0.6803803549141033,0.7983440477999002,-0.8522395285455129,0.39408116145306415,0.5064243347444343
H,wemedia_risk_ratio,C(time_fe)[T.2024Q1],time_fe,-1.2809881956041833,1.5159763172530565,-0.8449922212012713,0.39811518219964226,0.27776268092633977
H,wemedia_risk_ratio,C(time_fe)[T.2024Q2],time_fe,-0.2500237619616399,1.119005539638821,-0.2234338911694213,0.8231978296177234,0.7787822774569382
H,wemedia_risk_ratio,C(time_fe)[T.2024Q3],time_fe,0.8118929398666739,0.5835340523201635,1.3913377233745705,0.1641230396864144,2.252167171239395
H,wemedia_risk_ratio,C(time_fe)[T.2024Q4],time_fe,1.4326167348008454,0.8858043526294105,1.6173060456841106,0.10581223493462466,4.189648058413489
H,wemedia_risk_ratio,C(time_fe)[T.2025Q1],time_fe,-0.766526137165037,1.6932806067224289,-0.4526870113092188,0.6507741337392998,0.46462430919591663
H,wemedia_risk_ratio,C(time_fe)[T.2025Q2],time_fe,1.0746265518744318,0.6832996937084632,1.5727016443430928,0.11578791892606266,2.928898904465174
H,wemedia_risk_ratio,wemedia_risk_ratio,side_risk_ratio,-0.6690713727940225,0.34577972543437296,-1.934964150814587,0.052994695010371906,0.5121839849972781
H,wemedia_risk_ratio,z_n_total_interactions,control,1.635662001854128,0.35423030821577384,4.617510032082828,3.883719119857076e-06,5.132854831963323
H,wemedia_risk_ratio,z_active_days,control,-1.0891452050640986,0.3692560903396104,-2.949565988369739,0.0031822060854138634,0.33650401273031616
H,wemedia_risk_ratio,z_n_posts,control,-0.5951631327459859,0.3677169473952448,-1.618536042360506,0.10554712588662474,0.55147259529065
M,wemedia_risk_ratio,Intercept,intercept,1.2113636145207562,0.2774607055077152,4.365892504685037,1.2660473491354907e-05,3.3580606321434185
M,wemedia_risk_ratio,C(time_fe)[T.2023Q1],time_fe,0.21575066778781798,1.0846126580438922,0.19891955546316975,0.8423256721462378,1.240792970773293
M,wemedia_risk_ratio,C(time_fe)[T.2023Q2],time_fe,1.9963112384704378,1.2750157266634714,1.5657149921550306,0.11741535488855481,7.361849842598532
M,wemedia_risk_ratio,C(time_fe)[T.2023Q3],time_fe,0.17388639499698538,0.5051122083591824,0.34425300382630186,0.7306560241558608,1.1899203772334155
M,wemedia_risk_ratio,C(time_fe)[T.2023Q4],time_fe,1.1562336350279403,0.7875560196580862,1.4681287504219875,0.14206925334715836,3.1779414201907414
M,wemedia_risk_ratio,C(time_fe)[T.2024Q1],time_fe,1.4557669331818008,1.4937633928548193,0.9745632676133527,0.3297769417025922,4.287770638498626
M,wemedia_risk_ratio,C(time_fe)[T.2024Q2],time_fe,-0.6577282189544416,1.0546700707105248,-0.6236340986820021,0.5328679115797081,0.518026842299382
M,wemedia_risk_ratio,C(time_fe)[T.2024Q3],time_fe,-0.38399387842990296,0.5914825613185373,-0.6492057476283003,0.5162053971387386,0.6811355967860862
M,wemedia_risk_ratio,C(time_fe)[T.2024Q4],time_fe,-1.951452863130826,0.8993265539103792,-2.1699046410290856,0.030014070682237826,0.14206751691759764
M,wemedia_risk_ratio,C(time_fe)[T.2025Q1],time_fe,0.6956898380359642,1.714523853548045,0.40576270583596713,0.6849169634214511,2.0050917855420805
M,wemedia_risk_ratio,C(time_fe)[T.2025Q2],time_fe,-0.5729628769293279,0.6882184268112672,-0.8325305667621331,0.4051095321663245,0.5638523362465588
M,wemedia_risk_ratio,wemedia_risk_ratio,side_risk_ratio,0.5216374100462643,0.3390322124148399,1.5386072206259525,0.12390021470385726,1.684784074753779
M,wemedia_risk_ratio,z_n_total_interactions,control,-1.3614426307041472,0.3510133122048683,-3.8786068316108295,0.00010505638906455061,0.25629077718685417
M,wemedia_risk_ratio,z_active_days,control,0.7885071599873308,0.36755244646528923,2.145291556539253,0.03192954316709962,2.200109561898781
M,wemedia_risk_ratio,z_n_posts,control,0.5426284079642235,0.36625189730289726,1.4815715958338356,0.13845432149451287,1.7205231610259275
L,wemedia_risk_ratio,Intercept,intercept,-3.005511922242326,0.5134948147560292,-5.853052135824,4.826327559825927e-09,0.04951340082831003
L,wemedia_risk_ratio,C(time_fe)[T.2023Q1],time_fe,-0.9214906187825218,1.5192467429524315,-0.6065444096274586,0.5441533018116282,0.3979254436403425
L,wemedia_risk_ratio,C(time_fe)[T.2023Q2],time_fe,-1.0063462947528752,1.4896377127803424,-0.6755644584712981,0.49931721340576685,0.36555216241374233
L,wemedia_risk_ratio,C(time_fe)[T.2023Q3],time_fe,0.4413575015878537,0.756287261432514,0.5835844712654035,0.5594999102810363,1.5548164523461672
L,wemedia_risk_ratio,C(time_fe)[T.2023Q4],time_fe,-1.02244267647194,1.4812589939874994,-0.690252468084301,0.49003543326223764,0.3597151982966357
L,wemedia_risk_ratio,C(time_fe)[T.2024Q1],time_fe,-0.3901943032684659,1.7732482634077387,-0.22004493748586013,0.8258361572247668,0.676925332914406
L,wemedia_risk_ratio,C(time_fe)[T.2024Q2],time_fe,1.510170207596164,1.2782037290054948,1.1814784868224024,0.23741269476867166,4.527501343856066
L,wemedia_risk_ratio,C(time_fe)[T.2024Q3],time_fe,-1.2365297736077916,1.4044763682188475,-0.880420490930691,0.378631560012862,0.29039019115750414
L,wemedia_risk_ratio,C(time_fe)[T.2024Q4],time_fe,1.2856794440311736,1.2089636964089603,1.0634557909803954,0.2875753034747004,3.617124756319883
L,wemedia_risk_ratio,C(time_fe)[T.2025Q1],time_fe,-0.27112283520891783,1.8456628421357244,-0.14689727127799015,0.8832131057628325,0.7625228260015349
L,wemedia_risk_ratio,C(time_fe)[T.2025Q2],time_fe,-1.0676457995208664,1.4604747238009046,-0.7310265505604261,0.46476293578769656,0.34381697950228074
L,wemedia_risk_ratio,wemedia_risk_ratio,side_risk_ratio,-0.5577092409410245,0.6386351651063881,-0.8732830126072334,0.3825088373785108,0.5725190660632541
L,wemedia_risk_ratio,z_n_total_interactions,control,0.8774610963125115,0.7085367704573653,1.238412927738534,0.21556298955538633,2.4047864280587707
L,wemedia_risk_ratio,z_active_days,control,0.1374648018246898,0.6867906603171033,0.20015531626656058,0.8413591124263105,1.1473613202364303
L,wemedia_risk_ratio,z_n_posts,control,0.03717906219062184,0.7078288366012904,0.052525498069760417,0.9581099788517329,1.037878849060569
