user_name,prev_time,curr_time,transition,next_state,mainstream_risk_ratio,wemedia_risk_ratio,n_mainstream_targets_observed,n_wemedia_targets_observed,time_fe,n_posts,n_total_interactions,active_days,z_n_total_interactions,z_active_days,z_n_posts
MaoTaiPianzhi茅台片仔癀,2023-07-24 09:37:00,2023-07-26 11:13:00,M->H,H,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-07-26 11:13:00,2023-07-26 18:51:00,H->L,L,,,0,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-07-26 18:51:00,2023-07-27 09:04:00,L->M,M,,,0,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-07-27 09:04:00,2023-07-27 11:30:00,M->M,M,,,0,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-07-27 11:30:00,2023-07-28 05:23:00,M->M,M,,,0,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-07-28 05:23:00,2023-07-28 05:43:00,M->M,M,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-07-28 05:43:00,2023-07-31 07:57:00,M->L,L,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-07-31 07:57:00,2023-07-31 17:19:00,L->M,M,0.5,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-07-31 17:19:00,2023-08-01 17:40:00,M->M,M,0.5,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-01 17:40:00,2023-08-04 04:55:00,M->M,M,,,0,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-04 04:55:00,2023-08-04 07:34:00,M->M,M,1.0,0.0,1,1,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-04 07:34:00,2023-08-05 00:43:00,M->H,H,1.0,0.0,1,1,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-05 00:43:00,2023-08-05 19:09:00,H->H,H,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-05 19:09:00,2023-08-06 00:51:00,H->M,M,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-06 00:51:00,2023-08-06 00:51:00,M->H,H,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-06 00:51:00,2023-08-07 07:41:00,H->M,M,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-07 07:41:00,2023-08-09 14:27:00,M->H,H,0.0,1.0,1,1,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-09 14:27:00,2023-08-15 14:23:00,H->M,M,0.5,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-15 14:23:00,2023-08-16 17:06:00,M->M,M,1.0,1.0,1,1,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-16 17:06:00,2023-08-16 17:10:00,M->M,M,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-16 17:10:00,2023-08-16 17:19:00,M->M,M,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-16 17:19:00,2023-08-17 05:25:00,M->M,M,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-17 05:25:00,2023-08-17 05:28:00,M->H,H,,,0,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-17 05:28:00,2023-08-17 15:10:00,H->L,L,,,0,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-17 15:10:00,2023-08-18 15:39:00,L->M,M,,,0,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-18 15:39:00,2023-08-18 21:46:00,M->H,H,1.0,0.5,1,2,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-18 21:46:00,2023-08-18 21:49:00,H->L,L,1.0,0.5,1,2,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-18 21:49:00,2023-08-19 23:48:00,L->M,M,1.0,0.5,1,2,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-19 23:48:00,2023-08-20 04:21:00,M->L,L,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-20 04:21:00,2023-08-20 17:18:00,L->H,H,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-20 17:18:00,2023-08-21 17:13:00,H->M,M,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-21 17:13:00,2023-08-23 18:22:00,M->M,M,,,0,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-23 18:22:00,2023-08-29 14:29:00,M->M,M,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-29 14:29:00,2023-08-30 13:19:00,M->M,M,,,0,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-08-30 13:19:00,2023-09-07 12:18:00,M->M,M,,,0,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-09-07 12:18:00,2023-09-07 12:18:00,M->L,L,0.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-09-07 12:18:00,2023-09-22 00:06:00,L->M,M,0.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-09-22 00:06:00,2023-09-23 12:13:00,M->M,M,1.0,,1,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-09-23 12:13:00,2023-09-28 11:45:00,M->M,M,,,0,0,2023Q3,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-09-28 11:45:00,2023-11-15 15:32:00,M->M,M,0.0,,1,0,2023Q4,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-11-15 15:32:00,2023-11-17 15:40:00,M->M,M,,,0,0,2023Q4,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-11-17 15:40:00,2023-12-05 10:48:00,M->M,M,,,0,0,2023Q4,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-12-05 10:48:00,2023-12-05 16:16:00,M->M,M,,,0,0,2023Q4,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
MaoTaiPianzhi茅台片仔癀,2023-12-05 16:16:00,2024-01-03 13:45:00,M->M,M,,,0,0,2024Q1,60,80,39,0.09622832138177591,-0.6780406354027911,-0.6004429369113782
NS_foreveryoung,2023-02-01 11:04:00,2023-03-02 19:59:00,M->H,H,,,0,0,2023Q1,8,7,8,-0.9447582185146052,-1.025426134276666,-1.0056214133162953
NS_foreveryoung,2023-03-02 19:59:00,2023-05-19 19:54:00,H->M,M,,1.0,0,1,2023Q2,8,7,8,-0.9447582185146052,-1.025426134276666,-1.0056214133162953
NS_foreveryoung,2023-05-19 19:54:00,2023-08-19 19:21:00,M->M,M,0.0,,1,0,2023Q3,8,7,8,-0.9447582185146052,-1.025426134276666,-1.0056214133162953
NS_foreveryoung,2023-08-19 19:21:00,2023-12-13 19:41:00,M->L,L,,,0,0,2023Q4,8,7,8,-0.9447582185146052,-1.025426134276666,-1.0056214133162953
NS_foreveryoung,2023-12-13 19:41:00,2024-05-13 12:14:00,L->H,H,,,0,0,2024Q2,8,7,8,-0.9447582185146052,-1.025426134276666,-1.0056214133162953
NS_foreveryoung,2024-05-13 12:14:00,2024-12-15 12:50:00,H->M,M,,,0,0,2024Q4,8,7,8,-0.9447582185146052,-1.025426134276666,-1.0056214133162953
NS_foreveryoung,2024-12-15 12:50:00,2025-02-24 18:28:00,M->L,L,,,0,0,2025Q1,8,7,8,-0.9447582185146052,-1.025426134276666,-1.0056214133162953
StandByU-II,2023-06-10 11:35:00,2023-07-03 09:57:00,M->L,L,,,0,0,2023Q3,4,5,4,-0.9732783976898485,-1.0702500696152304,-1.036788988424366
StandByU-II,2023-07-03 09:57:00,2023-07-18 11:31:00,L->H,H,,,0,0,2023Q3,4,5,4,-0.9732783976898485,-1.0702500696152304,-1.036788988424366
StandByU-II,2023-07-18 11:31:00,2024-08-22 14:44:00,H->H,H,,,0,0,2024Q3,4,5,4,-0.9732783976898485,-1.0702500696152304,-1.036788988424366
_苏沐瑶_,2023-05-21 22:21:00,2023-06-09 10:23:00,M->M,M,,1.0,0,1,2023Q2,5,6,5,-0.9590183081022269,-1.0590440857805892,-1.0289970946473481
_苏沐瑶_,2023-06-09 10:23:00,2024-11-07 17:48:00,M->M,M,1.0,,1,0,2024Q4,5,6,5,-0.9590183081022269,-1.0590440857805892,-1.0289970946473481
_苏沐瑶_,2024-11-07 17:48:00,2024-11-20 16:23:00,M->M,M,,,0,0,2024Q4,5,6,5,-0.9590183081022269,-1.0590440857805892,-1.0289970946473481
_苏沐瑶_,2024-11-20 16:23:00,2024-12-05 15:28:00,M->M,M,,1.0,0,1,2024Q4,5,6,5,-0.9590183081022269,-1.0590440857805892,-1.0289970946473481
baby-unicorn,2022-12-01 14:55:00,2023-02-06 18:47:00,M->M,M,0.0,,1,0,2023Q1,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-02-06 18:47:00,2023-03-06 22:26:00,M->M,M,,,0,0,2023Q1,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-03-06 22:26:00,2023-04-14 09:43:00,M->H,H,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-04-14 09:43:00,2023-04-21 10:04:00,H->M,M,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-04-21 10:04:00,2023-04-22 11:23:00,M->H,H,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-04-22 11:23:00,2023-04-27 22:13:00,H->M,M,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-04-27 22:13:00,2023-04-29 10:16:00,M->M,M,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-04-29 10:16:00,2023-05-05 17:41:00,M->M,M,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-05-05 17:41:00,2023-05-17 07:57:00,M->M,M,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-05-17 07:57:00,2023-05-20 12:30:00,M->M,M,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-05-20 12:30:00,2023-05-21 14:52:00,M->M,M,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-05-21 14:52:00,2023-05-26 09:26:00,M->M,M,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-05-26 09:26:00,2023-05-27 09:46:00,M->M,M,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-05-27 09:46:00,2023-06-01 10:38:00,M->M,M,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-06-01 10:38:00,2023-06-01 11:01:00,M->H,H,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-06-01 11:01:00,2023-06-03 19:44:00,H->M,M,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-06-03 19:44:00,2023-06-10 09:41:00,M->M,M,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-06-10 09:41:00,2023-06-15 20:09:00,M->H,H,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-06-15 20:09:00,2023-06-17 17:05:00,H->H,H,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-06-17 17:05:00,2023-06-28 18:51:00,H->H,H,,,0,0,2023Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-06-28 18:51:00,2023-07-21 13:58:00,H->M,M,,1.0,0,1,2023Q3,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-07-21 13:58:00,2023-07-30 11:13:00,M->M,M,,,0,0,2023Q3,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-07-30 11:13:00,2023-07-31 09:16:00,M->H,H,,,0,0,2023Q3,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-07-31 09:16:00,2023-08-19 11:17:00,H->H,H,,,0,0,2023Q3,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-08-19 11:17:00,2023-08-28 23:01:00,H->M,M,,,0,0,2023Q3,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-08-28 23:01:00,2023-09-13 06:41:00,M->M,M,,,0,0,2023Q3,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2023-09-13 06:41:00,2024-01-22 00:58:00,M->H,H,,,0,0,2024Q1,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-01-22 00:58:00,2024-01-23 17:11:00,H->M,M,,,0,0,2024Q1,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-01-23 17:11:00,2024-02-18 23:38:00,M->M,M,,,0,0,2024Q1,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-02-18 23:38:00,2024-02-23 10:46:00,M->M,M,,,0,0,2024Q1,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-02-23 10:46:00,2024-03-01 12:24:00,M->M,M,,,0,0,2024Q1,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-03-01 12:24:00,2024-03-06 17:54:00,M->H,H,,,0,0,2024Q1,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-03-06 17:54:00,2024-03-11 21:30:00,H->M,M,,,0,0,2024Q1,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-03-11 21:30:00,2024-03-26 21:19:00,M->M,M,,,0,0,2024Q1,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-03-26 21:19:00,2024-04-21 00:29:00,M->H,H,,,0,0,2024Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-04-21 00:29:00,2024-05-03 16:33:00,H->M,M,,,0,0,2024Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-05-03 16:33:00,2024-06-28 17:08:00,M->H,H,,,0,0,2024Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-06-28 17:08:00,2024-08-03 14:33:00,H->M,M,,,0,0,2024Q3,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-08-03 14:33:00,2024-08-09 20:41:00,M->M,M,,,0,0,2024Q3,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-08-09 20:41:00,2024-08-12 21:52:00,M->M,M,,,0,0,2024Q3,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2024-08-12 21:52:00,2025-03-15 16:41:00,M->M,M,,,0,0,2025Q1,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2025-03-15 16:41:00,2025-05-18 21:52:00,M->H,H,,,0,0,2025Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
baby-unicorn,2025-05-18 21:52:00,2025-05-24 11:25:00,H->H,H,,,0,0,2025Q2,44,28,43,-0.6452963371745504,-0.6332167000642266,-0.7251132373436604
huabiwei,2023-02-01 23:19:00,2023-02-14 22:30:00,H->M,M,,,0,0,2023Q1,12,18,12,-0.787897233050767,-0.9806021989381014,-0.9744538382082247
huabiwei,2023-02-14 22:30:00,2023-06-09 22:47:00,M->M,M,,,0,0,2023Q2,12,18,12,-0.787897233050767,-0.9806021989381014,-0.9744538382082247
huabiwei,2023-06-09 22:47:00,2023-06-22 20:21:00,M->M,M,1.0,,1,0,2023Q2,12,18,12,-0.787897233050767,-0.9806021989381014,-0.9744538382082247
huabiwei,2023-06-22 20:21:00,2023-07-09 14:05:00,M->M,M,,,0,0,2023Q3,12,18,12,-0.787897233050767,-0.9806021989381014,-0.9744538382082247
huabiwei,2023-07-09 14:05:00,2023-07-15 10:06:00,M->M,M,,,0,0,2023Q3,12,18,12,-0.787897233050767,-0.9806021989381014,-0.9744538382082247
huabiwei,2023-07-15 10:06:00,2023-07-21 16:07:00,M->M,M,,,0,0,2023Q3,12,18,12,-0.787897233050767,-0.9806021989381014,-0.9744538382082247
huabiwei,2023-07-21 16:07:00,2023-08-06 11:11:00,M->M,M,,,0,0,2023Q3,12,18,12,-0.787897233050767,-0.9806021989381014,-0.9744538382082247
huabiwei,2023-08-06 11:11:00,2023-08-27 23:35:00,M->M,M,1.0,,1,0,2023Q3,12,18,12,-0.787897233050767,-0.9806021989381014,-0.9744538382082247
huabiwei,2023-08-27 23:35:00,2023-09-15 08:06:00,M->M,M,0.0,,1,0,2023Q3,12,18,12,-0.787897233050767,-0.9806021989381014,-0.9744538382082247
huabiwei,2023-09-15 08:06:00,2023-11-13 09:38:00,M->M,M,,,0,0,2023Q4,12,18,12,-0.787897233050767,-0.9806021989381014,-0.9744538382082247
huabiwei,2023-11-13 09:38:00,2024-03-13 08:58:00,M->M,M,0.0,,1,0,2024Q1,12,18,12,-0.787897233050767,-0.9806021989381014,-0.9744538382082247
lavender-loyal,2023-04-23 19:31:00,2023-05-20 20:26:00,H->M,M,,,0,0,2023Q2,5,21,5,-0.745116964287902,-1.0590440857805892,-1.0289970946473481
lavender-loyal,2023-05-20 20:26:00,2023-07-27 20:57:00,M->M,M,,,0,0,2023Q3,5,21,5,-0.745116964287902,-1.0590440857805892,-1.0289970946473481
lavender-loyal,2023-07-27 20:57:00,2024-01-06 08:21:00,M->M,M,,,0,0,2024Q1,5,21,5,-0.745116964287902,-1.0590440857805892,-1.0289970946473481
lavender-loyal,2024-01-06 08:21:00,2024-05-24 17:48:00,M->M,M,,,0,0,2024Q2,5,21,5,-0.745116964287902,-1.0590440857805892,-1.0289970946473481
raruku2010或者叫口袋,2023-05-29 10:18:00,2024-10-08 09:27:00,L->M,M,,,0,0,2024Q4,2,5,2,-0.9732783976898485,-1.0926620372845126,-1.0523727759784012
yuankong198610,2023-02-01 11:24:00,2023-05-20 19:38:00,M->M,M,,,0,0,2023Q2,22,19,19,-0.7736371434631453,-0.9021603120956135,-0.8965349004380484
yuankong198610,2023-05-20 19:38:00,2023-06-01 00:54:00,M->M,M,,,0,0,2023Q2,22,19,19,-0.7736371434631453,-0.9021603120956135,-0.8965349004380484
yuankong198610,2023-06-01 00:54:00,2023-06-13 08:39:00,M->M,M,0.0,,1,0,2023Q2,22,19,19,-0.7736371434631453,-0.9021603120956135,-0.8965349004380484
yuankong198610,2023-06-13 08:39:00,2023-06-25 23:21:00,M->M,M,,,0,0,2023Q2,22,19,19,-0.7736371434631453,-0.9021603120956135,-0.8965349004380484
yuankong198610,2023-06-25 23:21:00,2023-07-23 01:57:00,M->M,M,,,0,0,2023Q3,22,19,19,-0.7736371434631453,-0.9021603120956135,-0.8965349004380484
yuankong198610,2023-07-23 01:57:00,2023-07-23 02:00:00,M->M,M,0.6666666666666666,0.5,1,1,2023Q3,22,19,19,-0.7736371434631453,-0.9021603120956135,-0.8965349004380484
yuankong198610,2023-07-23 02:00:00,2023-09-05 13:24:00,M->H,H,0.6666666666666666,0.5,1,1,2023Q3,22,19,19,-0.7736371434631453,-0.9021603120956135,-0.8965349004380484
yuankong198610,2023-09-05 13:24:00,2023-09-10 08:57:00,H->M,M,,,0,0,2023Q3,22,19,19,-0.7736371434631453,-0.9021603120956135,-0.8965349004380484
yuankong198610,2023-09-10 08:57:00,2023-09-18 15:07:00,M->M,M,0.0,,1,0,2023Q3,22,19,19,-0.7736371434631453,-0.9021603120956135,-0.8965349004380484
yuankong198610,2023-09-18 15:07:00,2023-09-19 19:35:00,M->M,M,1.0,,1,0,2023Q3,22,19,19,-0.7736371434631453,-0.9021603120956135,-0.8965349004380484
yuankong198610,2023-09-19 19:35:00,2023-09-20 10:59:00,M->M,M,1.0,,1,0,2023Q3,22,19,19,-0.7736371434631453,-0.9021603120956135,-0.8965349004380484
yuankong198610,2023-09-20 10:59:00,2023-09-20 23:04:00,M->M,M,1.0,,1,0,2023Q3,22,19,19,-0.7736371434631453,-0.9021603120956135,-0.8965349004380484
yuankong198610,2023-09-20 23:04:00,2023-09-20 23:09:00,M->M,M,1.0,,1,0,2023Q3,22,19,19,-0.7736371434631453,-0.9021603120956135,-0.8965349004380484
