user_name,exposure_group,prev_time,curr_time,transition,env_type,env_risk_ratio,next_state,time_fe,n_posts,n_total_interactions,active_days,z_n_total_interactions,z_active_days,z_n_posts
Apocalypse-锐,wemedia_only,2024-05-22 16:56:00,2024-06-19 19:31:00,M->M,risk,1.0,M,2024Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-06-19 19:31:00,2024-06-23 16:42:00,M->M,risk,1.0,M,2024Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-06-23 16:42:00,2024-06-29 21:14:00,M->M,risk,1.0,M,2024Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-06-29 21:14:00,2024-07-07 17:19:00,M->M,risk,1.0,M,2024Q3,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-07-07 17:19:00,2024-07-08 11:52:00,M->M,norisk,0.0,M,2024Q3,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-07-08 11:52:00,2024-07-08 12:03:00,M->M,norisk,0.0,M,2024Q3,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-07-08 12:03:00,2024-07-11 17:00:00,M->M,norisk,0.0,M,2024Q3,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-07-11 17:00:00,2024-07-21 10:57:00,M->H,risk,1.0,H,2024Q3,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-07-21 10:57:00,2024-08-16 16:23:00,H->M,norisk,0.0,M,2024Q3,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-08-16 16:23:00,2024-08-20 17:39:00,M->M,norisk,0.0,M,2024Q3,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-08-20 17:39:00,2024-10-12 16:31:00,M->M,norisk,0.0,M,2024Q4,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-10-12 16:31:00,2024-10-13 22:07:00,M->M,risk,1.0,M,2024Q4,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-10-13 22:07:00,2024-10-16 14:58:00,M->M,risk,1.0,M,2024Q4,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-10-16 14:58:00,2024-10-21 15:45:00,M->M,norisk,0.0,M,2024Q4,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-10-21 15:45:00,2024-10-23 14:09:00,M->M,risk,1.0,M,2024Q4,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-10-23 14:09:00,2024-10-23 15:54:00,M->M,norisk,0.5,M,2024Q4,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-10-23 15:54:00,2024-12-04 18:26:00,M->M,norisk,0.5,M,2024Q4,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-12-04 18:26:00,2024-12-17 18:14:00,M->M,norisk,0.0,M,2024Q4,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-12-17 18:14:00,2024-12-18 23:14:00,M->M,norisk,0.0,M,2024Q4,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-12-18 23:14:00,2024-12-19 22:15:00,M->M,risk,1.0,M,2024Q4,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-12-19 22:15:00,2024-12-21 22:56:00,M->M,risk,1.0,M,2024Q4,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2024-12-21 22:56:00,2025-01-12 22:54:00,M->M,norisk,0.0,M,2025Q1,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-01-12 22:54:00,2025-01-14 11:52:00,M->M,norisk,0.0,M,2025Q1,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-01-14 11:52:00,2025-02-17 11:13:00,M->H,risk,1.0,H,2025Q1,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-02-17 11:13:00,2025-02-25 17:01:00,H->M,norisk,0.0,M,2025Q1,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-02-25 17:01:00,2025-03-05 15:39:00,M->M,norisk,0.0,M,2025Q1,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-03-05 15:39:00,2025-03-10 13:28:00,M->H,risk,1.0,H,2025Q1,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-03-10 13:28:00,2025-03-17 23:28:00,H->M,risk,1.0,M,2025Q1,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-03-17 23:28:00,2025-03-20 14:16:00,M->M,norisk,0.0,M,2025Q1,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-03-20 14:16:00,2025-03-26 14:36:00,M->H,norisk,0.0,H,2025Q1,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-03-26 14:36:00,2025-03-30 20:10:00,H->M,risk,1.0,M,2025Q1,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-03-30 20:10:00,2025-04-07 16:59:00,M->M,risk,1.0,M,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-04-07 16:59:00,2025-04-08 17:18:00,M->M,norisk,0.0,M,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-04-08 17:18:00,2025-04-19 19:43:00,M->M,risk,1.0,M,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-04-19 19:43:00,2025-05-06 16:10:00,M->M,risk,1.0,M,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-05-06 16:10:00,2025-05-13 14:55:00,M->M,risk,1.0,M,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-05-13 14:55:00,2025-05-20 07:14:00,M->H,norisk,0.0,H,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-05-20 07:14:00,2025-05-21 12:31:00,H->M,risk,1.0,M,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-05-21 12:31:00,2025-05-25 16:02:00,M->M,norisk,0.0,M,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-05-25 16:02:00,2025-05-27 17:40:00,M->M,risk,1.0,M,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-05-27 17:40:00,2025-05-28 14:12:00,M->H,norisk,0.0,H,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-05-28 14:12:00,2025-06-05 17:56:00,H->M,risk,1.0,M,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-06-05 17:56:00,2025-06-18 07:26:00,M->M,norisk,0.0,M,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-06-18 07:26:00,2025-06-23 17:10:00,M->M,risk,1.0,M,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-06-23 17:10:00,2025-06-25 17:07:00,M->M,norisk,0.0,M,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-06-25 17:07:00,2025-06-30 16:55:00,M->M,risk,1.0,M,2025Q2,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-06-30 16:55:00,2025-07-01 17:14:00,M->M,norisk,0.0,M,2025Q3,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-07-01 17:14:00,2025-07-05 21:58:00,M->M,norisk,0.0,M,2025Q3,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-07-05 21:58:00,2025-07-06 23:29:00,M->M,risk,1.0,M,2025Q3,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-07-06 23:29:00,2025-07-07 08:32:00,M->M,norisk,0.0,M,2025Q3,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
Apocalypse-锐,wemedia_only,2025-07-07 08:32:00,2025-07-10 14:43:00,M->H,norisk,0.0,H,2025Q3,93,11,88,-0.33924085893697553,0.8167315064132143,0.5424644165934954
CBS0086,mainstream_only,2023-08-14 05:49:00,2023-09-06 09:53:00,H->H,risk,1.0,H,2023Q3,5,6,3,-0.519341445674391,-0.9135893724634457,-0.8741633918374887
Creamy蕉,wemedia_only,2022-09-07 18:08:00,2022-09-07 18:25:00,H->H,risk,1.0,H,2022Q3,9,5,8,-0.5553615630218741,-0.811805791353054,-0.8097712187269894
Creamy蕉,wemedia_only,2022-09-07 18:25:00,2022-09-09 03:49:00,H->H,risk,1.0,H,2022Q3,9,5,8,-0.5553615630218741,-0.811805791353054,-0.8097712187269894
Creamy蕉,wemedia_only,2022-09-09 03:49:00,2023-04-01 09:49:00,H->H,risk,1.0,H,2023Q2,9,5,8,-0.5553615630218741,-0.811805791353054,-0.8097712187269894
DB浩浩耗,wemedia_only,2022-01-21 14:36:00,2023-01-28 00:46:00,M->M,risk,1.0,M,2023Q1,3,2,3,-0.6634219150643235,-0.9135893724634457,-0.9063594783927383
DB浩浩耗,wemedia_only,2023-01-28 00:46:00,2023-06-13 19:25:00,M->M,risk,1.0,M,2023Q2,3,2,3,-0.6634219150643235,-0.9135893724634457,-0.9063594783927383
Dr嘚嘚,wemedia_only,2022-10-14 11:11:00,2023-02-07 16:20:00,L->M,risk,1.0,M,2023Q1,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-02-07 16:20:00,2023-02-12 16:55:00,M->M,norisk,0.0,M,2023Q1,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-02-12 16:55:00,2023-02-20 12:00:00,M->M,risk,1.0,M,2023Q1,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-02-20 12:00:00,2023-03-12 11:40:00,M->M,norisk,0.0,M,2023Q1,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-03-12 11:40:00,2023-03-12 12:17:00,M->M,risk,1.0,M,2023Q1,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-03-12 12:17:00,2023-03-12 21:51:00,M->M,risk,1.0,M,2023Q1,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-03-12 21:51:00,2023-03-28 17:25:00,M->M,risk,1.0,M,2023Q1,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-03-28 17:25:00,2023-03-28 17:56:00,M->M,norisk,0.0,M,2023Q1,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-03-28 17:56:00,2023-04-19 17:28:00,M->L,norisk,0.0,L,2023Q2,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-04-19 17:28:00,2023-05-10 20:14:00,L->M,risk,1.0,M,2023Q2,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-05-10 20:14:00,2023-08-17 19:57:00,M->M,risk,1.0,M,2023Q3,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-08-17 19:57:00,2023-10-30 16:57:00,M->M,norisk,0.0,M,2023Q4,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-10-30 16:57:00,2023-11-21 12:43:00,M->M,norisk,0.0,M,2023Q4,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-11-21 12:43:00,2023-11-23 18:27:00,M->M,risk,1.0,M,2023Q4,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2023-11-23 18:27:00,2024-01-20 19:20:00,M->M,norisk,0.0,M,2024Q1,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2024-01-20 19:20:00,2024-05-01 16:55:00,M->M,norisk,0.0,M,2024Q2,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Dr嘚嘚,wemedia_only,2024-05-01 16:55:00,2024-06-23 16:15:00,M->M,norisk,0.0,M,2024Q2,18,2,15,-0.6634219150643235,-0.6693087777985055,-0.664888829228366
Ellenfish,wemedia_only,2022-03-15 16:18:00,2023-01-03 13:22:00,M->M,norisk,0.0,M,2023Q1,2,1,2,-0.6994420324118066,-0.9339460886855241,-0.9224575216703631
EveNinG夜p,wemedia_only,2022-12-02 14:31:00,2023-08-23 14:47:00,M->H,norisk,0.0,H,2023Q3,3,7,3,-0.48332132832690794,-0.9135893724634457,-0.9063594783927383
FLOOR_Ning,wemedia_only,2020-03-18 19:27:00,2020-03-18 19:30:00,M->M,risk,1.0,M,2020Q1,6,10,1,-0.37526097628445865,-0.9543028049076024,-0.8580653485598638
FLOOR_Ning,wemedia_only,2020-03-18 19:30:00,2020-03-18 19:41:00,M->M,risk,1.0,M,2020Q1,6,10,1,-0.37526097628445865,-0.9543028049076024,-0.8580653485598638
FLOOR_Ning,wemedia_only,2020-03-18 19:41:00,2020-03-18 20:03:00,M->M,risk,1.0,M,2020Q1,6,10,1,-0.37526097628445865,-0.9543028049076024,-0.8580653485598638
