user_name,n_interactions_network,n_interactions_comment,n_total_interactions,n_m,n_w,exposure_group,targets_mainstream,targets_wemedia,active_days_interaction,n_posts,active_days_post,active_days
素年锦时随风,0,2,2,0,2,wemedia_only,,公子扶苏尹|苏州置业顾问V,2,0,0,2
王艺清1413,0,2,2,0,1,wemedia_only,,王艺清1413,1,1,1,1
重庆荣昌舒跃连,2,0,2,0,0,no_media,,,1,1,1,1
卫行云和夏淼淼,0,2,2,0,0,no_media,,,2,0,0,2
Annacecm_Kreg,2,0,2,0,0,no_media,,,0,0,0,0
小猪睡醒了777,1,1,2,0,1,wemedia_only,,静姐姐吃的学问,1,0,0,1
geshibaiqianwan,2,0,2,0,0,no_media,,,1,1,1,1
zomcom,2,0,2,0,0,no_media,,,1,2,1,1
早睡早起hh,2,0,2,0,0,no_media,,,1,0,0,1
AnnieAnnieAnnie呵呵呵呵,2,0,2,0,0,no_media,,,0,0,0,0
Annie_Liu66999,2,0,2,0,0,no_media,,,0,0,0,0
柔风静云,1,1,2,0,1,wemedia_only,,娱头,1,0,0,1
柔道女孩做人实在_700,2,0,2,0,1,wemedia_only,,京城老记,0,0,0,0
柔豆豆圆,1,1,2,0,0,no_media,,,1,0,0,1
柔祇雪凝,2,0,2,0,0,no_media,,,0,0,0,0
立冬文刀70,2,0,2,0,0,no_media,,,0,0,0,0
柔情谁人知,1,1,2,0,0,no_media,,,1,0,0,1
小熊吐痰了,0,2,2,0,0,no_media,,,1,0,0,1
查理怪蜀黍Alter,2,0,2,0,0,no_media,,,2,2,2,2
小猪钱罐儿V,2,0,2,1,0,mainstream_only,新浪新闻,,2,2,2,2
查无小夏,2,0,2,0,0,no_media,,,0,0,0,0
蕃小茄tomato,0,2,2,0,0,no_media,,,2,0,0,2
好大的一只球,0,2,2,0,0,no_media,,,1,0,0,1
柳_Lud33,2,0,2,0,0,no_media,,,0,0,0,0
柱明汉,2,0,2,1,0,mainstream_only,观察者网,,0,0,0,0
小猫ddddddd,1,1,2,0,0,no_media,,,1,0,0,1
OrangexPressss,0,2,2,0,0,no_media,,,2,1,1,2
_来碗炒面,0,2,2,0,0,no_media,,,2,0,0,2
柯景疼不疼,1,1,2,0,0,no_media,,,1,0,0,1
大乔不洗碗,2,0,2,0,0,no_media,,,1,0,0,1
小新月菱形藻,0,2,2,0,0,no_media,,,2,0,0,2
用户5610636312,2,0,2,0,0,no_media,,,0,0,0,0
保保a,2,0,2,0,0,no_media,,,2,1,1,2
俗套怀旧,2,0,2,0,0,no_media,,,0,0,0,0
格格6128655378,2,0,2,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
Aobama的妹妹,2,0,2,2,0,mainstream_only,新浪新闻|陕视新闻,,2,3,3,3
格式君的书架,2,0,2,0,0,no_media,,,0,0,0,0
吉祥轩宝贝,2,0,2,1,0,mainstream_only,观察者网,,0,0,0,0
核心17,1,1,2,0,0,no_media,,,1,0,0,1
绿谷之美,2,0,2,1,0,mainstream_only,观察者网,,1,1,1,1
Annie无敌,2,0,2,0,0,no_media,,,0,0,0,0
栩下那片天空,1,1,2,0,0,no_media,,,1,0,0,1
校园极客,1,1,2,0,1,wemedia_only,,马宝琳谈房颤,1,0,0,1
校园暴力什么时候立法,2,0,2,1,0,mainstream_only,人民日报,,0,0,0,0
栩栩v筎笙,1,1,2,0,0,no_media,,,1,0,0,1
依然阳光oo,1,1,2,0,0,no_media,,,1,1,1,1
枞阳防邪,1,1,2,1,0,mainstream_only,安徽反邪教,,1,0,0,1
用户5380549486,2,0,2,0,0,no_media,,,0,0,0,0
侧面1967,2,0,2,0,2,wemedia_only,,静姐姐吃的学问|马宝琳谈房颤,0,0,0,0
侦心不改-鬼鬼,1,1,2,1,0,mainstream_only,成都商报,,1,0,0,1
whoinping,0,2,2,0,0,no_media,,,1,0,0,1
桃枝咿咿,1,1,2,0,0,no_media,,,1,0,0,1
桃枝11·13·-·,2,0,2,0,0,no_media,,,0,0,0,0
Aqu11,1,1,2,0,1,wemedia_only,,种草达人猪哥,1,0,0,1
-CtrlR-,2,0,2,0,0,no_media,,,1,0,0,1
Arabica炸宝,1,1,2,2,0,mainstream_only,观察者网|风闻社区,,1,0,0,1
信天翁的远行,2,0,2,0,0,no_media,,,0,0,0,0
信受奉行之,2,0,2,0,1,wemedia_only,,中医范圣华,0,0,0,0
信志--,1,1,2,0,0,no_media,,,1,0,0,1
修惜,1,1,2,0,0,no_media,,,1,0,0,1
修力善养心,1,1,2,0,0,no_media,,,1,0,0,1
依然自由我心,1,1,2,0,0,no_media,,,1,0,0,1
Arwen_DNN,1,1,2,0,0,no_media,,,1,0,0,1
Arxw0516,1,1,2,0,1,wemedia_only,,坐家-五味俱全,1,0,0,1
小生活田沐沐,2,0,2,0,0,no_media,,,0,0,0,0
枪花GnRR,1,1,2,0,0,no_media,,,1,0,0,1
-ChanBbbb,2,0,2,0,0,no_media,,,0,0,0,0
小猴糖果店,1,1,2,0,0,no_media,,,1,0,0,1
枫与柠檬,2,0,2,0,0,no_media,,,0,0,0,0
枫叶红了1672711813,1,1,2,0,0,no_media,,,1,0,0,1
立夏的壹天,0,2,2,0,0,no_media,,,2,0,0,2
某珂学的棒棒鸭,2,0,2,0,0,no_media,,,1,0,0,1
yanky123,0,2,2,0,0,no_media,,,2,0,0,2
橙橙19-23,0,2,2,0,0,no_media,,,2,0,0,2
柒妖H,2,0,2,0,0,no_media,,,0,0,0,0
艾因的胸襟不如未婚夫的大,0,2,2,0,0,no_media,,,1,0,0,1
保定p民,1,1,2,0,1,wemedia_only,,静姐姐吃的学问,1,0,0,1
Qi_eer,0,2,2,0,0,no_media,,,2,0,0,2
Art-Online之爱,1,1,2,0,1,wemedia_only,,祖传中医肖春林,1,0,0,1
某5君快想起战斗的感觉,2,0,2,0,0,no_media,,,1,0,0,1
猫猫教大教主68,0,2,2,0,0,no_media,,,1,0,0,1
行走在荒漠的星星,0,2,2,0,0,no_media,,,1,0,0,1
柏林小黑,1,1,2,0,0,no_media,,,1,0,0,1
了无音,0,2,2,0,0,no_media,,,2,0,0,2
猫猫撞人,0,2,2,0,0,no_media,,,2,0,0,2
P-aminoazobenzene,0,2,2,0,0,no_media,,,2,0,0,2
白色战船的驾驶员,2,0,2,0,0,no_media,,,0,0,0,0
放飞的piggy,0,2,2,0,0,no_media,,,2,0,0,2
张起邪,0,2,2,0,0,no_media,,,2,0,0,2
某人后花园的秘密,1,1,2,1,0,mainstream_only,陕西汉书下酒,,1,1,1,1
是谁是谁是谁不是我,0,2,2,0,0,no_media,,,1,0,0,1
根深叶荣,2,0,2,0,0,no_media,,,2,0,0,2
俊K要开心快乐吖,0,2,2,0,0,no_media,,,2,0,0,2
revitact,0,2,2,0,1,wemedia_only,,难般聊聊,2,0,0,2
是阮大漂酿吖,0,2,2,0,0,no_media,,,1,1,1,1
来一碗糖粥,2,0,2,1,0,mainstream_only,观察者网,,0,0,0,0
SiMONE_L77,2,0,2,0,0,no_media,,,0,0,0,0
sophie蘑菇,2,0,2,0,0,no_media,,,1,0,0,1
一如既往的波比儿,0,2,2,0,0,no_media,,,1,1,1,1
来一杯夏末煮雪,2,0,2,0,0,no_media,,,0,0,0,0
屹立在霾中的一美男子,0,2,2,0,0,no_media,,,1,0,0,1
来一只1993,2,0,2,1,0,mainstream_only,腾讯新闻财约你,,0,0,0,0
好运连连万事如意_,0,2,2,0,0,no_media,,,1,0,0,1
近_一等星自救中,2,0,2,0,0,no_media,,,0,0,0,0
来去妈妈的后老伴,1,1,2,0,1,wemedia_only,,马宝琳谈房颤,1,0,0,1
佶橘一格,2,0,2,0,0,no_media,,,1,0,0,1
漫昀昀,0,2,2,0,0,no_media,,,1,0,0,1
抱抱避避,2,0,2,0,0,no_media,,,0,0,0,0
tightsleep,2,0,2,0,0,no_media,,,0,0,0,0
杜易88,2,0,2,2,0,mainstream_only,中国新闻网|凤凰周刊,,0,0,0,0
陇南徽县财政局,2,0,2,1,0,mainstream_only,陇南发布,,0,0,0,0
Shirley尘若,1,1,2,0,0,no_media,,,1,2,2,2
睡了10个小时还是很困,2,0,2,0,0,no_media,,,1,0,0,1
杜尔伯特县法院,1,1,2,0,0,no_media,,,1,0,0,1
律政战士金世芳,2,0,2,0,0,no_media,,,2,0,0,2
小鑫65371,2,0,2,0,1,wemedia_only,,宋连友,0,0,0,0
陇南武都财政,2,0,2,1,0,mainstream_only,陇南发布,,0,0,0,0
小铃铛-1224,1,1,2,0,0,no_media,,,1,0,0,1
来-去-之-间,1,1,2,0,0,no_media,,,1,0,0,1
小钰爱吃香菜_,1,1,2,0,0,no_media,,,1,0,0,1
杠我就反弹,2,0,2,0,0,no_media,,,0,0,0,0
小花坛酱,2,0,2,0,1,wemedia_only,,马宝琳谈房颤,1,1,1,1
我就是Jessie梁呀,0,2,2,0,0,no_media,,,1,0,0,1
Sherry_月月_,2,0,2,0,0,no_media,,,0,0,0,0
松卿不是轻松,2,0,2,0,0,no_media,,,0,0,0,0
松井叔,2,0,2,0,0,no_media,,,0,0,0,0
黑咖啡好好喝,0,2,2,0,0,no_media,,,1,0,0,1
忆川-Racoon,2,0,2,0,0,no_media,,,0,0,0,0
東華東fatcat,2,0,2,0,0,no_media,,,2,1,1,2
東方舞的東方,2,0,2,0,0,no_media,,,2,1,1,2
风是夏天的甜,0,2,2,0,0,no_media,,,1,0,0,1
你好哇九月,0,2,2,0,0,no_media,,,1,1,1,1
小qiuqiu不要当咸鱼,0,2,2,0,0,no_media,,,1,1,1,1
松弛_善涟漪_循序渐进_行者无疆,2,0,2,0,0,no_media,,,0,0,0,0
小雨姐姐讲故事,1,1,2,0,1,wemedia_only,,小雨姐姐讲故事,1,2,2,2
松山小仙女198008,2,0,2,2,0,mainstream_only,人民日报|红星新闻,,0,0,0,0
睿琳Joy,2,0,2,0,0,no_media,,,0,0,0,0
jo_bibi,0,2,2,0,0,no_media,,,2,0,0,2
松吉俄热,2,0,2,1,0,mainstream_only,新浪新闻,,2,2,2,2
__Nipon酱zi,0,2,2,0,0,no_media,,,1,0,0,1
青瑜加瑾,0,2,2,0,0,no_media,,,2,0,0,2
YuZhang20,2,0,2,0,0,no_media,,,0,0,0,0
梁王鳖,0,2,2,0,0,no_media,,,2,0,0,2
对自己爱不完,0,2,2,0,0,no_media,,,2,0,0,2
佶人自有肚腩_23163,2,0,2,0,0,no_media,,,0,0,0,0
持中道,2,0,2,0,0,no_media,,,0,0,0,0
SherryChristie,2,0,2,0,0,no_media,,,1,0,0,1
Yugatrahi-,2,0,2,0,0,no_media,,,0,0,0,0
Re-懒懒,0,2,2,0,0,no_media,,,2,1,1,2
Sherry_2330,2,0,2,1,0,mainstream_only,经济观察报,,0,0,0,0
边牧小吴,0,2,2,0,0,no_media,,,1,0,0,1
这个ID没人起吧,0,2,2,0,0,no_media,,,1,0,0,1
L捉星星的猫L,0,2,2,0,0,no_media,,,1,1,1,1
七七修炼手册,2,0,2,0,0,no_media,,,0,0,0,0
Qitaimama,2,0,2,0,0,no_media,,,0,0,0,0
Yuuusuki,2,0,2,0,0,no_media,,,0,0,0,0
ASL的小可爱,1,1,2,0,0,no_media,,,1,0,0,1
林毛毛童鞋思密达,1,1,2,0,0,no_media,,,1,0,0,1
祎布拉希莫维奇,0,2,2,0,0,no_media,,,2,1,1,2
使命归来仍是少年,2,0,2,1,0,mainstream_only,观察者网,,1,1,1,1
CuBer的哈德逊河下,0,2,2,0,0,no_media,,,1,0,0,1
林大俊30,1,1,2,0,0,no_media,,,1,0,0,1
如果我也是小行星猎人就好了,0,2,2,0,0,no_media,,,1,0,0,1
育空河_,2,0,2,0,0,no_media,,,0,0,0,0
AWei辛酉,2,0,2,0,0,no_media,,,0,0,0,0
樱桃小凉籽,1,1,2,0,1,wemedia_only,,静姐姐吃的学问,1,0,0,1
药不能停的大陌陌,2,0,2,0,0,no_media,,,0,0,0,0
APS不经意间,2,0,2,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
小芯-眼,1,1,2,0,1,wemedia_only,,祖传中医肖春林,1,0,0,1
ASHIN-PINTO,2,0,2,0,0,no_media,,,0,0,0,0
小蜗牛和小猫咪,2,0,2,0,1,wemedia_only,,中医陈-立发,0,0,0,0
牛老发,2,0,2,0,0,no_media,,,0,0,0,0
小文同学要永远快乐呀,2,0,2,0,0,no_media,,,0,0,0,0
xomm3224882087,0,2,2,0,0,no_media,,,2,0,0,2
我是你略爸略爸略,0,2,2,0,0,no_media,,,2,1,1,2
果汁软糖bb,1,1,2,0,0,no_media,,,1,0,0,1
因为这是你的温柔,0,2,2,0,1,wemedia_only,,_suren_,1,0,0,1
_suren_,0,2,2,0,1,wemedia_only,,_suren_,1,1,1,1
Abbyabbie----,2,0,2,0,1,wemedia_only,,cherry2012zz,0,0,0,0
果树恩恩,1,1,2,0,1,wemedia_only,,我是小妖怪的人,1,1,1,1
别醒了睡吧,0,2,2,0,0,no_media,,,1,1,1,1
A_555x,2,0,2,0,0,no_media,,,0,0,0,0
果冻yll,2,0,2,0,2,wemedia_only,,娱头|马宝琳谈房颤,0,0,0,0
果子精灵-量子世界,2,0,2,0,1,wemedia_only,,静姐姐吃的学问,1,1,1,1
来自未来的兔子,2,0,2,0,0,no_media,,,0,0,0,0
葡萄多肉奶盖,0,2,2,0,0,no_media,,,1,1,1,1
屋油,0,2,2,0,0,no_media,,,2,1,1,2
小草20131997,2,0,2,0,0,no_media,,,0,1,1,1
小花花仙女儿,1,1,2,1,0,mainstream_only,观察者网,,1,0,0,1
杨七郎微博,1,1,2,0,0,no_media,,,1,2,1,1
杨77419新,1,1,2,0,0,no_media,,,1,0,0,1
小茄今天学拉丁语了吗,2,0,2,0,0,no_media,,,0,0,0,0
杏醴,2,0,2,0,0,no_media,,,0,0,0,0
来自草原雄鹰,2,0,2,0,0,no_media,,,0,0,0,0
Z慧zi,0,2,2,0,0,no_media,,,2,0,0,2
陇头吟,2,0,2,0,0,no_media,,,0,0,0,0
小胖子vv加油,1,1,2,0,0,no_media,,,1,0,0,1
灯火通明像太阳,0,2,2,0,0,no_media,,,2,0,0,2
林清砚,2,0,2,0,0,no_media,,,0,0,0,0
-十三13-,2,0,2,0,0,no_media,,,0,0,0,0
天地之心-人,2,0,2,0,0,no_media,,,1,0,0,1
黑色嘅风,2,0,2,0,0,no_media,,,0,0,0,0
胖哒哒鸭鸭,0,2,2,0,0,no_media,,,1,0,0,1
来点馒头吧,2,0,2,0,0,no_media,,,0,0,0,0
小艳8008,1,1,2,0,0,no_media,,,1,0,0,1
Jane-双面娇娃,2,0,2,0,0,no_media,,,2,3,3,3
SevenzeroFive-1,2,0,2,0,0,no_media,,,0,0,0,0
林林林浩文,1,1,2,0,1,wemedia_only,,祖传中医肖春林,1,0,0,1
小舞姑娘,2,0,2,0,1,wemedia_only,,得意的弦小二,0,0,0,0
是星辰da海,0,2,2,0,0,no_media,,,2,0,0,2
丢丢没sei了,0,2,2,0,0,no_media,,,1,0,0,1
meow卿_L-enfer-c-estlesautres,2,0,2,0,0,no_media,,,1,0,0,1
一只遗世独立的猫,0,2,2,0,0,no_media,,,1,0,0,1
西药波波茶,2,0,2,0,0,no_media,,,1,1,1,1
丫丫_Jenny,0,2,2,0,0,no_media,,,2,0,0,2
liquory_0v0,0,2,2,0,0,no_media,,,1,1,1,1
Nicole--__--,0,2,2,0,0,no_media,,,1,0,0,1
Sarah158,1,1,2,0,1,wemedia_only,,马宝琳谈房颤,1,0,0,1
阳光普照_Y,0,2,2,0,0,no_media,,,1,0,0,1
huceey,0,2,2,0,1,wemedia_only,,是安沐呀,1,0,0,1
Ironman小西,0,2,2,0,1,wemedia_only,,Mr_少陵,1,0,0,1
容羽,1,1,2,0,1,wemedia_only,,高质男,1,0,0,1
运动博主草莓,0,2,2,0,1,wemedia_only,,Mr_少陵,1,0,0,1
Sarawaltz,1,1,2,0,1,wemedia_only,,种草达人猪哥,1,0,0,1
浅笑心柔71011,2,0,2,0,1,wemedia_only,,FLOOR_Ning,1,1,1,1
奔跑的小月亮47,0,2,2,0,1,wemedia_only,,Mr_少陵,2,0,0,2
猫眼眼的丫丫,0,2,2,0,1,wemedia_only,,Mr_少陵,2,1,1,2
寂静的春天jjdct,1,1,2,0,1,wemedia_only,,娱头,1,0,0,1
早睡早睡早睡好梦好梦好梦,0,2,2,0,0,no_media,,,2,1,1,2
太阳好大脸的猕猴桃,2,0,2,0,0,no_media,,,0,0,0,0
迎风_向阳,0,2,2,0,0,no_media,,,2,0,0,2
寂寞死球可,2,0,2,1,1,dual,新京报,glance,1,1,1,1
西贝木目山争,2,0,2,0,0,no_media,,,0,0,0,0
ScendNia,2,0,2,0,1,wemedia_only,,美国医级资源_Sonmore,0,0,0,0
谢柳婷-,0,2,2,0,0,no_media,,,1,1,1,1
坚强的解放碑,2,0,2,0,0,no_media,,,1,0,0,1
一个达不溜溜溜w,0,2,2,0,0,no_media,,,2,0,0,2
BtY·qingY,0,2,2,0,0,no_media,,,1,0,0,1
我5205977339141,2,0,2,0,2,wemedia_only,,静姐姐吃的学问|马宝琳谈房颤,0,0,0,0
SculptureXplorer,2,0,2,0,0,no_media,,,1,1,1,1
成长的小虫虫,1,1,2,0,0,no_media,,,1,1,1,1
成都蒲江公安,1,1,2,0,0,no_media,,,1,0,0,1
Satomi_Toka,2,0,2,0,0,no_media,,,0,0,0,0
小来哥lsn,0,2,2,0,0,no_media,,,1,0,0,1
寂寞翱翔2020,2,0,2,0,0,no_media,,,0,0,0,0
SteinsGate,1,1,2,1,1,dual,央视新闻,SteinsGate,1,1,1,1
我俗的很快乐,2,0,2,0,0,no_media,,,2,1,1,2
反方向的Jay2,0,2,2,0,0,no_media,,,1,0,0,1
宣和一人,1,1,2,0,0,no_media,,,1,0,0,1
霧島温度正常,2,0,2,0,0,no_media,,,0,0,0,0
一杯莎雾,0,2,2,0,0,no_media,,,1,0,0,1
我到底该是谁,1,1,2,0,0,no_media,,,1,0,0,1
zippo和不二家,0,2,2,0,0,no_media,,,1,0,0,1
画手小洁瑞,0,2,2,0,0,no_media,,,1,0,0,1
实践与理论的辩证统一,1,1,2,0,0,no_media,,,1,0,0,1
我在和你玩躲猫猫76,1,1,2,0,1,wemedia_only,,祖传中医肖春林,1,0,0,1
我在人间摆大烂,2,0,2,0,0,no_media,,,0,0,0,0
各位让开也该我出场了,2,0,2,0,0,no_media,,,0,0,0,0
叫我骨瘦如柴的厂长,0,2,2,0,0,no_media,,,1,0,0,1
我叫赵小靖,1,1,2,1,0,mainstream_only,观察者网,,1,0,0,1
宣芋,2,0,2,0,0,no_media,,,1,1,1,1
我女儿她爹,1,1,2,0,0,no_media,,,1,0,0,1
寂多蔓生,2,0,2,0,0,no_media,,,2,3,3,3
我头像可爱吗,2,0,2,0,1,wemedia_only,,翟医师,1,1,1,1
万俟宸极,2,0,2,0,0,no_media,,,0,0,0,0
wendywliu,0,2,2,0,0,no_media,,,1,0,0,1
Icrush,0,2,2,0,0,no_media,,,1,0,0,1
爱teng宁爱,2,0,2,0,0,no_media,,,0,0,0,0
宿松正道,1,1,2,1,0,mainstream_only,安徽反邪教,,1,0,0,1
宿州正道,1,1,2,1,0,mainstream_only,安徽反邪教,,1,0,0,1
Sankunka,1,1,2,0,0,no_media,,,1,0,0,1
宽窄粉丝团,1,1,2,0,0,no_media,,,1,0,0,1
宽窄后援队,1,1,2,0,0,no_media,,,1,0,0,1
vv同学__,0,2,2,0,0,no_media,,,1,0,0,1
荣华富龟,2,0,2,0,0,no_media,,,0,0,0,0
宫三喵,1,1,2,2,0,mainstream_only,中国新闻网|人民日报,,1,0,0,1
山城嫩牛肉,0,2,2,0,0,no_media,,,2,0,0,2
小起性,1,1,2,0,1,wemedia_only,,祖传中医肖春林,1,0,0,1
What45185,0,2,2,0,0,no_media,,,2,0,0,2
七十子322,2,0,2,0,0,no_media,,,1,0,0,1
杨琴不懂琴,2,0,2,0,0,no_media,,,1,11,11,11
mi_on洛落,2,0,2,0,0,no_media,,,1,0,0,1
杭之冯玥希望我好自为之,2,0,2,0,0,no_media,,,2,18,18,18
小贩卖身不卖艺,2,0,2,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
小谱妹子学吐槽,1,1,2,0,0,no_media,,,1,0,0,1
SYTV陈冬梅,1,1,2,0,0,no_media,,,1,0,0,1
greenvine,2,0,2,0,0,no_media,,,0,0,0,0
杨葱头和张鱼小丸子,1,1,2,0,0,no_media,,,1,0,0,1
杨莲蓬,2,0,2,0,0,no_media,,,0,0,0,0
杨花依旧,2,0,2,0,1,wemedia_only,,中医张恒毅,0,0,0,0
宸宝妈妈爱你,1,1,2,0,0,no_media,,,1,0,0,1
疯疯癫癫的天线宝宝,0,2,2,0,0,no_media,,,1,0,0,1
七夏naci,2,0,2,0,0,no_media,,,0,0,0,0
燒---meoi---麥,2,0,2,0,0,no_media,,,0,0,0,0
扑通叮咚,0,2,2,0,0,no_media,,,2,0,0,2
Se7eN_Mess,1,1,2,0,0,no_media,,,1,0,0,1
杨叮当,2,0,2,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
橘色能保持开心,0,2,2,0,0,no_media,,,1,0,0,1
睿睿的可爱多,2,0,2,0,0,no_media,,,1,1,1,1
是个小透明O-O,0,2,2,0,0,no_media,,,1,1,1,1
SaSaSoy2022,2,0,2,0,2,wemedia_only,,静姐姐吃的学问|马宝琳谈房颤,0,0,0,0
杨文逸木,2,0,2,0,0,no_media,,,0,0,0,0
小酒窝半个,2,0,2,0,0,no_media,,,0,0,0,0
杨小孩-,1,1,2,0,0,no_media,,,1,0,0,1
Mafortune,0,2,2,0,0,no_media,,,1,0,0,1
mickey呆呆,0,2,2,0,0,no_media,,,2,1,1,2
我ai你微博,1,1,2,1,0,mainstream_only,红星网络电视台传媒集团,,1,0,0,1
小达家的猫哥哥,2,0,2,0,0,no_media,,,1,1,1,1
十年百年树,2,0,2,0,1,wemedia_only,,生物狗Y博,0,0,0,0
SUDO_Retweet,2,0,2,0,0,no_media,,,0,0,0,0
咻咻咻咻hugh,2,0,2,0,0,no_media,,,0,0,0,0
独立思考之乐观主义者,2,0,2,0,0,no_media,,,1,0,0,1
Yukiya_片桐,2,0,2,0,0,no_media,,,0,1,1,1
SUNS生活,2,0,2,0,0,no_media,,,1,2,2,2
小路也不是太近,1,1,2,1,0,mainstream_only,观察者网,,1,0,0,1
小路_漫漫,2,0,2,1,0,mainstream_only,都市快报,,1,1,1,1
小酒窝_CG,2,0,2,0,0,no_media,,,0,0,0,0
我们的下雨天,1,1,2,0,0,no_media,,,1,0,0,1
一纸橘猫,0,2,2,0,0,no_media,,,2,0,0,2
拾韭,2,0,2,0,0,no_media,,,0,0,0,0
万人之一j,0,2,2,0,0,no_media,,,1,0,0,1
我们仰望着星星的轮廓,1,1,2,0,0,no_media,,,1,0,0,1
陆与拾柒,2,0,2,0,0,no_media,,,0,0,0,0
小透明洛_荣耀不败,2,0,2,1,0,mainstream_only,澎湃新闻,,2,4,3,3
小透明3711,1,1,2,1,0,mainstream_only,人民日报,,1,0,0,1
嗜睡达人靓仔,0,2,2,0,1,wemedia_only,,情感文艺君,1,0,0,1
我与青山相看亦如是,2,0,2,0,0,no_media,,,0,0,0,0
我与梅花共白头y,2,0,2,0,0,no_media,,,0,0,0,0
小语yoyoo202110,1,1,2,0,1,wemedia_only,,Creamy蕉,1,0,0,1
西西西瓜皮不皮,2,0,2,0,0,no_media,,,0,0,0,0
Cheeseburgerrs_,0,2,2,0,0,no_media,,,1,1,1,1
我也要一只小毛驴,1,1,2,1,0,mainstream_only,观察者网,,1,0,0,1
抢我辣条你别跑呀,0,2,2,0,0,no_media,,,1,2,2,2
我也想不出什么名儿了,2,0,2,0,0,no_media,,,0,0,0,0
小西柚ximi,1,1,2,0,0,no_media,,,1,0,0,1
小西不爱吃西瓜,2,0,2,0,0,no_media,,,1,0,0,1
我们分手的第N天,1,1,2,0,1,wemedia_only,,祖传中医肖春林,1,0,0,1
徐雨1972,2,0,2,0,0,no_media,,,0,0,0,0
7470636224_900,2,0,2,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
小黄鸭柳果,2,0,2,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
Daisy_656,2,0,2,0,0,no_media,,,0,0,0,0
琪小雯lalala,0,2,2,0,0,no_media,,,1,1,1,1
木米星,2,0,2,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
木笔画清石,1,1,2,0,0,no_media,,,1,0,0,1
三号机狂徒版,2,0,2,0,0,no_media,,,0,0,0,0
爱吃芝士的小超人儿,2,0,2,0,1,wemedia_only,,娱头,0,0,0,0
随便跑跑心情好,2,0,2,0,0,no_media,,,0,0,0,0
李李李不讲道李,1,1,2,0,0,no_media,,,1,0,0,1
西海岸的风和你,0,2,2,0,1,wemedia_only,,Caiiiiiiih,1,0,0,1
李英航,1,1,2,0,0,no_media,,,1,0,0,1
小黑泥鳅i,1,1,2,0,1,wemedia_only,,祖传中医肖春林,1,0,0,1
Yuvi的外部记忆装置,2,0,2,0,0,no_media,,,0,0,0,0
白色彩色Motherhood,2,0,2,0,0,no_media,,,2,2,2,2
乐水500,0,2,2,0,0,no_media,,,1,0,0,1
小静啾啾啾,2,0,2,0,0,no_media,,,0,0,0,0
52FancyFree,1,1,2,0,0,no_media,,,1,0,0,1
默默吾名本尊,0,2,2,0,0,no_media,,,1,0,0,1
思路MOMO,0,2,2,0,0,no_media,,,1,0,0,1
看文看得脑淤血,2,0,2,0,0,no_media,,,0,0,0,0
壁花小猪小姐,0,2,2,0,0,no_media,,,2,0,0,2
看山看水应看我,2,0,2,0,0,no_media,,,0,0,0,0
4REX,2,0,2,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
北斗7星瓢虫卡卡卡,0,2,2,0,0,no_media,,,2,0,0,2
李寻欢的排名,1,1,2,0,1,wemedia_only,,祖传中医肖春林,1,0,0,1
砖打小巴嘎,0,2,2,0,0,no_media,,,1,0,0,1
8nr42,0,2,2,0,0,no_media,,,2,0,0,2
51dan,2,0,2,0,1,wemedia_only,,Creamy蕉,0,1,1,1
木易烊xxxx,1,1,2,0,0,no_media,,,1,0,0,1
-OopsL-,0,2,2,0,0,no_media,,,1,1,1,1
木木小麦2017,2,0,2,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
66小四姐,1,1,2,0,0,no_media,,,1,0,0,1
66我是三娃,1,1,2,0,0,no_media,,,1,0,0,1
爱吃土豆爱吃土豆片,2,0,2,0,0,no_media,,,0,0,0,0
老蒋读博日记,0,2,2,0,0,no_media,,,2,0,0,2
66蓝色海,2,0,2,0,0,no_media,,,0,0,0,0
小音梦lucky,2,0,2,0,0,no_media,,,1,1,1,1
氧气就是,0,2,2,0,0,no_media,,,2,0,0,2
Ms52416,0,2,2,0,1,wemedia_only,,Ms52416,2,1,1,2
海岛猫鼬_,2,0,2,0,0,no_media,,,1,1,1,1
Yuuyux,0,2,2,0,0,no_media,,,1,1,1,1
dzzzzzzzzzl,0,2,2,0,0,no_media,,,1,0,0,1
木由子想吃柚子U,1,1,2,0,0,no_media,,,1,0,0,1
小青鱼piceus,1,1,2,0,0,no_media,,,1,0,0,1
啦哩个那个啦,0,2,2,0,0,no_media,,,2,0,0,2
6殿下,1,1,2,0,0,no_media,,,1,0,0,1
圩寨博士,2,0,2,0,0,no_media,,,0,0,0,0
天天开心一百岁,2,0,2,0,1,wemedia_only,,得意的弦小二,0,0,0,0
椰子水rua毛绒吧唧,2,0,2,0,0,no_media,,,0,0,0,0
615sqr,2,0,2,0,0,no_media,,,2,6,6,6
61_aqua,2,0,2,1,0,mainstream_only,新浪新闻,,1,2,2,2
红泥小火炉晚安,2,0,2,0,0,no_media,,,0,0,0,0
