exposure_group,env_type,n_transitions,p_MH,p_HM,upgrade_rate,cooling_rate
dual,norisk,253,0.11067193675889328,0.08695652173913043,0.11462450592885376,0.09486166007905138
mainstream_only,norisk,316,0.028481012658227847,0.03481012658227848,0.04113924050632911,0.0379746835443038
wemedia_only,norisk,472,0.06991525423728813,0.038135593220338986,0.07203389830508475,0.04025423728813559
dual,risk,263,0.08745247148288973,0.10646387832699619,0.10646387832699619,0.13307984790874525
mainstream_only,risk,138,0.057971014492753624,0.057971014492753624,0.06521739130434782,0.07246376811594203
wemedia_only,risk,560,0.07678571428571429,0.1,0.09821428571428571,0.11428571428571428
