user_name,exposure_group,prev_time,curr_time,transition,env_type,env_risk_ratio,next_state,gap_days,time_fe,n_posts,n_total_interactions,active_days,z_n_total_interactions,z_active_days,z_n_posts
-食品与养生-,mainstream_only,2023-02-02 22:03:00,2023-02-07 12:51:00,M->M,risk,1.0,M,4.616666666666666,2023Q1,7,8,7,-0.4182087029502085,-0.7790091682732011,-0.7723732204402822
-食品与养生-,mainstream_only,2023-02-07 12:51:00,2023-02-08 22:28:00,M->M,risk,1.0,M,1.4006944444444445,2023Q1,7,8,7,-0.4182087029502085,-0.7790091682732011,-0.7723732204402822
-食品与养生-,mainstream_only,2023-02-08 22:28:00,2023-07-21 22:00:00,M->M,risk,1.0,M,162.98055555555555,2023Q3,7,8,7,-0.4182087029502085,-0.7790091682732011,-0.7723732204402822
-食品与养生-,mainstream_only,2024-01-31 21:52:00,2024-05-07 22:03:00,M->M,norisk,0.0,M,97.00763888888889,2024Q2,7,8,7,-0.4182087029502085,-0.7790091682732011,-0.7723732204402822
17度生活,mainstream_only,2023-02-20 06:33:00,2024-12-01 03:42:00,L->M,norisk,0.0,M,649.88125,2024Q4,2,1,2,-0.6337022045549524,-0.8736034762056902,-0.8450113378100864
2019novelCOronaVirus,mainstream_only,2023-06-14 00:33:00,2023-09-25 00:56:00,M->M,risk,1.0,M,103.01597222222222,2023Q3,3,8,3,-0.4182087029502085,-0.8546846146191924,-0.8304837143361256
2024来了,wemedia_only,2022-03-14 14:35:00,2022-03-14 14:38:00,M->M,risk,1.0,M,0.0020833333333333333,2022Q1,2,2,1,-0.6029174186114176,-0.892522337792188,-0.8450113378100864
21世纪经济报道,mainstream_only,2022-12-16 09:50:00,2023-03-06 16:57:00,M->M,norisk,0.0,M,80.29652777777778,2023Q1,11,1,11,-0.6337022045549524,-0.7033337219272098,-0.7142627265444388
21世纪经济报道,mainstream_only,2023-03-06 16:57:00,2023-03-14 10:51:00,M->M,norisk,0.0,M,7.745833333333334,2023Q1,11,1,11,-0.6337022045549524,-0.7033337219272098,-0.7142627265444388
21世纪经济报道,mainstream_only,2023-03-14 10:51:00,2023-03-23 14:23:00,M->M,norisk,0.0,M,9.147222222222222,2023Q1,11,1,11,-0.6337022045549524,-0.7033337219272098,-0.7142627265444388
21世纪经济报道,mainstream_only,2023-03-23 14:23:00,2023-04-08 16:30:00,M->M,norisk,0.0,M,16.088194444444444,2023Q2,11,1,11,-0.6337022045549524,-0.7033337219272098,-0.7142627265444388
21世纪经济报道,mainstream_only,2023-04-08 16:30:00,2023-08-01 20:48:00,M->M,norisk,0.0,M,115.17916666666666,2023Q3,11,1,11,-0.6337022045549524,-0.7033337219272098,-0.7142627265444388
21世纪经济报道,mainstream_only,2023-08-01 20:48:00,2024-01-14 20:58:00,M->M,norisk,0.0,M,166.00694444444446,2024Q1,11,1,11,-0.6337022045549524,-0.7033337219272098,-0.7142627265444388
21世纪经济报道,mainstream_only,2024-01-14 20:58:00,2024-08-14 18:13:00,M->M,norisk,0.0,M,212.88541666666666,2024Q3,11,1,11,-0.6337022045549524,-0.7033337219272098,-0.7142627265444388
21世纪经济报道,mainstream_only,2024-08-14 18:13:00,2025-05-15 23:31:00,M->M,norisk,0.0,M,274.22083333333336,2025Q2,11,1,11,-0.6337022045549524,-0.7033337219272098,-0.7142627265444388
21世纪经济报道,mainstream_only,2025-05-15 23:31:00,2025-05-21 07:18:00,M->M,norisk,0.0,M,5.324305555555555,2025Q2,11,1,11,-0.6337022045549524,-0.7033337219272098,-0.7142627265444388
21世纪经济报道,mainstream_only,2025-05-21 07:18:00,2025-05-24 13:07:00,M->M,norisk,0.0,M,3.2423611111111112,2025Q2,11,1,11,-0.6337022045549524,-0.7033337219272098,-0.7142627265444388
911苏州新闻广播,mainstream_only,2022-10-14 10:21:00,2023-02-09 15:24:00,M->M,risk,1.0,M,118.21041666666666,2023Q1,5,1,5,-0.6337022045549524,-0.8168468914461967,-0.8014284673882038
911苏州新闻广播,mainstream_only,2023-02-09 15:24:00,2023-05-28 18:32:00,M->M,norisk,0.0,M,108.13055555555556,2023Q2,5,1,5,-0.6337022045549524,-0.8168468914461967,-0.8014284673882038
911苏州新闻广播,mainstream_only,2023-05-28 18:32:00,2023-11-22 19:54:00,M->M,norisk,0.0,M,178.05694444444444,2023Q4,5,1,5,-0.6337022045549524,-0.8168468914461967,-0.8014284673882038
911苏州新闻广播,mainstream_only,2023-11-22 19:54:00,2024-01-12 14:00:00,M->M,norisk,0.0,M,50.75416666666667,2024Q1,5,1,5,-0.6337022045549524,-0.8168468914461967,-0.8014284673882038
ATAO颜值上分中,wemedia_only,2023-02-28 18:17:00,2023-03-02 19:57:00,H->H,risk,1.0,H,2.0694444444444446,2023Q1,2,3,2,-0.5721326326678827,-0.8736034762056902,-0.8450113378100864
Apocalypse-锐,wemedia_only,2023-05-02 00:06:00,2023-06-02 23:55:00,M->H,risk,1.0,H,31.992361111111112,2023Q2,93,11,88,-0.3258543451196039,0.7534186202331231,0.47700239832035096
Apocalypse-锐,wemedia_only,2023-06-02 23:55:00,2023-06-28 18:01:00,H->H,norisk,0.0,H,25.754166666666666,2023Q2,93,11,88,-0.3258543451196039,0.7534186202331231,0.47700239832035096
Apocalypse-锐,wemedia_only,2023-06-28 18:01:00,2023-07-04 22:16:00,H->M,risk,1.0,M,6.177083333333333,2023Q3,93,11,88,-0.3258543451196039,0.7534186202331231,0.47700239832035096
Apocalypse-锐,wemedia_only,2023-07-04 22:16:00,2023-07-16 20:56:00,M->H,norisk,0.0,H,11.944444444444445,2023Q3,93,11,88,-0.3258543451196039,0.7534186202331231,0.47700239832035096
Apocalypse-锐,wemedia_only,2023-07-16 20:56:00,2023-09-03 22:26:00,H->M,norisk,0.0,M,49.0625,2023Q3,93,11,88,-0.3258543451196039,0.7534186202331231,0.47700239832035096
Apocalypse-锐,wemedia_only,2023-09-03 22:26:00,2023-09-11 07:41:00,M->M,risk,1.0,M,7.385416666666667,2023Q3,93,11,88,-0.3258543451196039,0.7534186202331231,0.47700239832035096
Apocalypse-锐,wemedia_only,2023-09-11 07:41:00,2023-09-16 19:19:00,M->M,norisk,0.0,M,5.4847222222222225,2023Q3,93,11,88,-0.3258543451196039,0.7534186202331231,0.47700239832035096
Apocalypse-锐,wemedia_only,2023-09-16 19:19:00,2023-09-21 23:44:00,M->M,risk,1.0,M,5.184027777777778,2023Q3,93,11,88,-0.3258543451196039,0.7534186202331231,0.47700239832035096
Apocalypse-锐,wemedia_only,2023-09-21 23:44:00,2023-09-25 18:11:00,M->H,risk,1.0,H,3.76875,2023Q3,93,11,88,-0.3258543451196039,0.7534186202331231,0.47700239832035096
Apocalypse-锐,wemedia_only,2023-09-25 18:11:00,2023-10-03 14:17:00,H->L,risk,1.0,L,7.8375,2023Q4,93,11,88,-0.3258543451196039,0.7534186202331231,0.47700239832035096
Apocalypse-锐,wemedia_only,2023-10-03 14:17:00,2023-10-16 21:36:00,L->M,risk,1.0,M,13.30486111111111,2023Q4,93,11,88,-0.3258543451196039,0.7534186202331231,0.47700239832035096
Apocalypse-锐,wemedia_only,2023-10-16 21:36:00,2023-10-17 22:13:00,M->M,norisk,0.0,M,1.0256944444444445,2023Q4,93,11,88,-0.3258543451196039,0.7534186202331231,0.47700239832035096
