window_start,window_end,n_days,lag,direction,F,p_value
2022-05-14,2022-11-09,180,3,wemedia_to_mainstream,0.9933029707166252,0.3974044929606104
2022-06-13,2022-12-09,180,1,mainstream_to_wemedia,0.07952553358021397,0.778272750966847
2022-06-13,2022-12-09,180,2,mainstream_to_wemedia,2.1169873397684222,0.12350211552040202
2022-06-13,2022-12-09,180,3,mainstream_to_wemedia,1.3700734245747475,0.25366640779068916
2022-06-13,2022-12-09,180,1,wemedia_to_mainstream,0.12821125451134333,0.7207230066907735
2022-06-13,2022-12-09,180,2,wemedia_to_mainstream,0.07918224607869268,0.9239050000731298
2022-06-13,2022-12-09,180,3,wemedia_to_mainstream,1.109449020625774,0.3468307289909922
2022-07-13,2023-01-08,180,1,mainstream_to_wemedia,2.833359904946066,0.09409797159895494
2022-07-13,2023-01-08,180,2,mainstream_to_wemedia,0.9242456299058175,0.39878104273247694
2022-07-13,2023-01-08,180,3,mainstream_to_wemedia,6.145557904218742,0.0005433554701435028
2022-07-13,2023-01-08,180,1,wemedia_to_mainstream,20.738550824748096,9.800897309286682e-06
2022-07-13,2023-01-08,180,2,wemedia_to_mainstream,7.716191449659497,0.0006166428392465617
2022-07-13,2023-01-08,180,3,wemedia_to_mainstream,4.979016503223507,0.002455518386489386
2022-08-12,2023-02-07,180,1,mainstream_to_wemedia,1.7623929018788376,0.1860456853605308
2022-08-12,2023-02-07,180,2,mainstream_to_wemedia,0.3704026871802654,0.6910024628758901
2022-08-12,2023-02-07,180,3,mainstream_to_wemedia,4.931389319129188,0.002612097106041378
2022-08-12,2023-02-07,180,1,wemedia_to_mainstream,30.9259204292299,9.81267618271886e-08
2022-08-12,2023-02-07,180,2,wemedia_to_mainstream,10.924974603995071,3.4033940639943694e-05
2022-08-12,2023-02-07,180,3,wemedia_to_mainstream,6.908169807263083,0.0002042324964971476
2022-09-11,2023-03-09,180,1,mainstream_to_wemedia,1.7479777586344762,0.1878468484022603
2022-09-11,2023-03-09,180,2,mainstream_to_wemedia,0.3498915190259199,0.7052621030100972
2022-09-11,2023-03-09,180,3,mainstream_to_wemedia,4.873738482891622,0.002815099322096226
2022-09-11,2023-03-09,180,1,wemedia_to_mainstream,26.20631425062506,7.98653023381668e-07
2022-09-11,2023-03-09,180,2,wemedia_to_mainstream,9.885040474441753,8.611126086743859e-05
2022-09-11,2023-03-09,180,3,wemedia_to_mainstream,5.9256698923770905,0.0007213368827763134
2022-10-11,2023-04-08,180,1,mainstream_to_wemedia,1.4849251619133046,0.22463639891883236
2022-10-11,2023-04-08,180,2,mainstream_to_wemedia,0.29293461204194454,0.746440243933773
2022-10-11,2023-04-08,180,3,mainstream_to_wemedia,3.8547480159122567,0.01059122184673933
2022-10-11,2023-04-08,180,1,wemedia_to_mainstream,24.33339564247819,1.8664227791065358e-06
2022-10-11,2023-04-08,180,2,wemedia_to_mainstream,9.73904914832181,9.817565665837247e-05
2022-10-11,2023-04-08,180,3,wemedia_to_mainstream,5.7846577174948,0.0008652955944223883
2022-11-10,2023-05-08,180,1,mainstream_to_wemedia,1.4510249638651491,0.2299809008516619
2022-11-10,2023-05-08,180,2,mainstream_to_wemedia,0.2807857176679203,0.7555336370473259
2022-11-10,2023-05-08,180,3,mainstream_to_wemedia,4.018949567169065,0.008553924507343824
2022-11-10,2023-05-08,180,1,wemedia_to_mainstream,24.68118682316905,1.593029114954625e-06
2022-11-10,2023-05-08,180,2,wemedia_to_mainstream,9.797390841037592,9.31616779051847e-05
2022-11-10,2023-05-08,180,3,wemedia_to_mainstream,5.800969463171276,0.0008472638248151476
2022-12-10,2023-06-07,180,1,mainstream_to_wemedia,1.495177000505584,0.22304980078338632
2022-12-10,2023-06-07,180,2,mainstream_to_wemedia,0.36399382242247214,0.6954263854467073
2022-12-10,2023-06-07,180,3,mainstream_to_wemedia,4.870753966464993,0.002826029395275209
2022-12-10,2023-06-07,180,1,wemedia_to_mainstream,26.41539114539031,7.268946723426595e-07
2022-12-10,2023-06-07,180,2,wemedia_to_mainstream,10.419208263250445,5.3387625291945184e-05
2022-12-10,2023-06-07,180,3,wemedia_to_mainstream,6.222621736222825,0.0004920511009480766
2023-01-09,2023-07-07,180,1,mainstream_to_wemedia,1.1334303208490504,0.28850323933234556
2023-01-09,2023-07-07,180,2,mainstream_to_wemedia,0.7227027798154264,0.48689809899016157
2023-01-09,2023-07-07,180,3,mainstream_to_wemedia,2.3869245576744063,0.07080391397507002
2023-01-09,2023-07-07,180,1,wemedia_to_mainstream,29.519348372867043,1.821846957739126e-07
2023-01-09,2023-07-07,180,2,wemedia_to_mainstream,9.797606030849767,9.314367186818995e-05
2023-01-09,2023-07-07,180,3,wemedia_to_mainstream,3.695652647444027,0.013026296718762653
2023-02-08,2023-08-06,180,1,mainstream_to_wemedia,0.9606973932128954,0.32835662489244477
2023-02-08,2023-08-06,180,2,mainstream_to_wemedia,0.7499568402133339,0.4739163549446477
2023-02-08,2023-08-06,180,3,mainstream_to_wemedia,1.7827761986438866,0.15231836024991097
2023-02-08,2023-08-06,180,1,wemedia_to_mainstream,3.116860867290147,0.07922000946982966
2023-02-08,2023-08-06,180,2,wemedia_to_mainstream,1.797333460645502,0.16882117145421538
2023-02-08,2023-08-06,180,3,wemedia_to_mainstream,0.5137347823716722,0.6733542800009877
2023-03-10,2023-09-05,180,1,mainstream_to_wemedia,0.3265033486971326,0.5684543034367485
2023-03-10,2023-09-05,180,2,mainstream_to_wemedia,1.3362668059905753,0.2655238933670341
2023-03-10,2023-09-05,180,3,mainstream_to_wemedia,1.1878019559973876,0.31600749528582583
2023-03-10,2023-09-05,180,1,wemedia_to_mainstream,0.014526681110393598,0.9042034264032269
2023-03-10,2023-09-05,180,2,wemedia_to_mainstream,1.7858816699010733,0.1707259107388861
2023-03-10,2023-09-05,180,3,wemedia_to_mainstream,1.3058382879786041,0.2742203986781522
2023-04-09,2023-10-05,180,1,mainstream_to_wemedia,0.050210670071867754,0.8229570030033568
2023-04-09,2023-10-05,180,2,mainstream_to_wemedia,0.03552999699865317,0.9651008242643029
2023-04-09,2023-10-05,180,3,mainstream_to_wemedia,0.13787893574258883,0.9372632010894971
2023-04-09,2023-10-05,180,1,wemedia_to_mainstream,3.2893802592163675,0.0714326891584447
2023-04-09,2023-10-05,180,2,wemedia_to_mainstream,2.183260912426507,0.11576845424776527
2023-04-09,2023-10-05,180,3,wemedia_to_mainstream,1.8022890751389333,0.14864016411009406
2023-05-09,2023-11-04,180,1,mainstream_to_wemedia,0.00532882837457412,0.9418899468207732
2023-05-09,2023-11-04,180,2,mainstream_to_wemedia,0.12549810784001664,0.8821376612515194
2023-05-09,2023-11-04,180,3,mainstream_to_wemedia,0.2390929075537588,0.8689931281467652
2023-05-09,2023-11-04,180,1,wemedia_to_mainstream,2.6867615263788878,0.10297157272211421
2023-05-09,2023-11-04,180,2,wemedia_to_mainstream,1.983253814978121,0.14073738335741803
2023-05-09,2023-11-04,180,3,wemedia_to_mainstream,1.4532177830375566,0.2291778999856564
2023-06-08,2023-12-04,180,1,mainstream_to_wemedia,0.22664898139237674,0.6346102038311354
2023-06-08,2023-12-04,180,2,mainstream_to_wemedia,0.3505795146749606,0.7047790079894831
2023-06-08,2023-12-04,180,3,mainstream_to_wemedia,0.2232989446503792,0.8801100545238993
2023-06-08,2023-12-04,180,1,wemedia_to_mainstream,1.3241125701319103,0.25141628811938344
2023-06-08,2023-12-04,180,2,wemedia_to_mainstream,1.0431753788860434,0.3545395975836503
2023-06-08,2023-12-04,180,3,wemedia_to_mainstream,1.168222705980884,0.32347086260707747
2023-07-08,2024-01-03,180,1,mainstream_to_wemedia,1.4952715695788281,0.22303522809312504
2023-07-08,2024-01-03,180,2,mainstream_to_wemedia,0.9587980480490698,0.38538087226327544
2023-07-08,2024-01-03,180,3,mainstream_to_wemedia,0.645261600912826,0.586958659687618
2023-07-08,2024-01-03,180,1,wemedia_to_mainstream,0.1664713822084306,0.6837629475786305
2023-07-08,2024-01-03,180,2,wemedia_to_mainstream,0.0962480448308434,0.9082873032116845
2023-07-08,2024-01-03,180,3,wemedia_to_mainstream,0.6234961110045932,0.6007377396444931
2023-08-07,2024-02-02,180,1,mainstream_to_wemedia,1.5582051814494577,0.21358624438073837
2023-08-07,2024-02-02,180,2,mainstream_to_wemedia,1.1346861261039962,0.3239039340591354
2023-08-07,2024-02-02,180,3,mainstream_to_wemedia,0.7790649590877481,0.5071633846714577
2023-08-07,2024-02-02,180,1,wemedia_to_mainstream,0.14264561174305596,0.7061200308655412
2023-08-07,2024-02-02,180,2,wemedia_to_mainstream,0.0750901854461513,0.9276900390788442
2023-08-07,2024-02-02,180,3,wemedia_to_mainstream,0.6802668767837963,0.5652576681335825
