treated_id,treat_upgrade,ctrl_upgrade,treat_cooling,ctrl_cooling,treat_stable,ctrl_stable,diff_upgrade,diff_cooling,diff_stable,pair
1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,dual_vs_mainstream_only
22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,dual_vs_mainstream_only
25,0.0,0.1111111111111111,0.0,0.1111111111111111,1.0,0.7777777777777778,-0.1111111111111111,-0.1111111111111111,0.2222222222222222,dual_vs_mainstream_only
82,0.0,0.0,0.2,0.0,0.8,0.6666666666666666,0.0,0.2,0.13333333333333341,dual_vs_mainstream_only
89,0.0,0.023809523809523808,0.0,0.023809523809523808,1.0,0.9523809523809524,-0.023809523809523808,-0.023809523809523808,0.04761904761904756,dual_vs_mainstream_only
92,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,-0.3333333333333333,-0.6666666666666666,dual_vs_mainstream_only
116,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,0.16666666666666663,dual_vs_mainstream_only
0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,dual_vs_wemedia_only
7,0.0,0.3333333333333333,0.0,0.0,1.0,0.39999999999999997,-0.3333333333333333,0.0,0.6000000000000001,dual_vs_wemedia_only
8,0.0,0.0,1.0,0.0,0.0,0.6296296296296297,0.0,1.0,-0.6296296296296297,dual_vs_wemedia_only
21,0.0,0.16666666666666666,1.0,0.0,0.0,0.3333333333333333,-0.16666666666666666,1.0,-0.3333333333333333,dual_vs_wemedia_only
22,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,dual_vs_wemedia_only
26,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.33333333333333337,dual_vs_wemedia_only
35,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.5,-1.0,dual_vs_wemedia_only
40,0.0,0.17460317460317457,0.0,0.12698412698412698,1.0,0.5122655122655123,-0.17460317460317457,-0.12698412698412698,0.4877344877344877,dual_vs_wemedia_only
55,0.0,0.3636363636363636,0.0,0.37878787878787873,1.0,0.24242424242424243,-0.3636363636363636,-0.37878787878787873,0.7575757575757576,dual_vs_wemedia_only
71,0.3,0.06666666666666667,0.3,0.13333333333333333,0.4,0.7333333333333334,0.23333333333333334,0.16666666666666666,-0.33333333333333337,dual_vs_wemedia_only
76,0.0,0.0,0.2,0.0,0.8,1.0,0.0,0.2,-0.19999999999999996,dual_vs_wemedia_only
87,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,dual_vs_wemedia_only
97,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,-0.3333333333333333,-0.6666666666666666,dual_vs_wemedia_only
103,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.6666666666666666,-0.1111111111111111,-0.1111111111111111,-0.6666666666666666,dual_vs_wemedia_only
110,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6666666666666666,0.33333333333333337,-0.16666666666666666,-0.6666666666666666,dual_vs_wemedia_only
112,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,dual_vs_wemedia_only
