exposure_group,n_users,upgrade_rate_mean,cooling_rate_mean,stable_rate_mean,p_H->H_mean,p_H->M_mean,p_H->L_mean,p_M->H_mean,p_M->M_mean,p_M->L_mean,p_L->H_mean,p_L->M_mean,p_L->L_mean
no_media,608,0.026698407544932426,0.041804599749581985,0.8137890184671598,0.017397146734804345,0.016914248872389005,0.02489035087719298,0.013755688906230412,0.8137890184671598,0.019393716471278796,0.012942718638702017,0.015576676612860826,0.0653404344193818
mainstream_only,97,0.044035346097201764,0.06809032891507119,0.8638193421698576,0.018900343642611683,0.06465390279823269,0.003436426116838488,0.04059891998036328,0.8638193421698576,0.005154639175257732,0.003436426116838488,0.0,0.0
wemedia_only,94,0.11350549568634674,0.09606052930521014,0.6303452457707777,0.018467348254582298,0.0815806238678579,0.014479905437352244,0.07739438457523563,0.6303452457707777,0.06630015965122348,0.03611111111111111,0.03867819532713149,0.03664302600472813
dual,23,0.14443817052512703,0.1740824392998306,0.48012422360248447,0.06696781479390174,0.152343308865048,0.021739130434782608,0.12269904009034442,0.48012422360248447,0.07806324110671936,0.021739130434782608,0.012845849802371542,0.043478260869565216
