pair,covariate,smd_before,smd_after
dual_vs_mainstream_only,n_total_interactions,0.7138049282531714,0.7134710477677324
dual_vs_mainstream_only,active_days,0.3551744458969075,-0.5342554228619756
dual_vs_mainstream_only,n_posts,0.3650756724645744,-0.45402845633117117
dual_vs_mainstream_only,month_2022-11,-0.03743985077004421,-0.3086066999241838
dual_vs_mainstream_only,month_2022-12,-0.20709884930564823,-0.28708462588160727
dual_vs_mainstream_only,month_2023-01,0.47598164492687395,-0.44777366283964504
dual_vs_mainstream_only,month_2023-02,0.28079626186586804,0.5741692517632146
dual_vs_wemedia_only,n_total_interactions,0.4550557313272769,0.14779126477371698
dual_vs_wemedia_only,active_days,0.27601075718737106,-0.13241388332907816
dual_vs_wemedia_only,n_posts,0.2882832521823016,-0.2518396720409567
dual_vs_wemedia_only,month_2022-11,0.059830028940160554,0.35355339059327373
dual_vs_wemedia_only,month_2022-12,-0.22825282454943638,0.0
dual_vs_wemedia_only,month_2023-01,0.19243885297665062,0.0
dual_vs_wemedia_only,month_2023-02,0.27759952163079155,-0.08169834395311047
