treated_id,control_id,dist,treat_upgrade,ctrl_upgrade,treat_cooling,ctrl_cooling,treat_stable,ctrl_stable,pair
92,17,0.006046475144099839,0.0,0.0,0.0,0.0,0.0,1.0,dual_vs_mainstream_only
92,72,0.006394912367305494,0.0,0.0,0.0,1.0,0.0,0.0,dual_vs_mainstream_only
92,0,0.02421520141294603,0.0,0.0,0.0,0.0,0.0,1.0,dual_vs_mainstream_only
89,77,0.005139329663102377,0.0,0.07142857142857142,0.0,0.07142857142857142,1.0,0.8571428571428571,dual_vs_mainstream_only
89,45,0.005375923639039437,0.0,0.0,0.0,0.0,1.0,1.0,dual_vs_mainstream_only
89,106,0.007469067832941184,0.0,0.0,0.0,0.0,1.0,1.0,dual_vs_mainstream_only
116,18,0.0032862994472077633,0.0,0.0,0.0,0.0,1.0,1.0,dual_vs_mainstream_only
116,111,0.008160285976669901,0.0,0.0,0.0,0.0,1.0,0.5,dual_vs_mainstream_only
116,3,0.011410716903693857,0.0,0.0,0.0,0.0,1.0,1.0,dual_vs_mainstream_only
82,117,0.012280979386828428,0.0,0.0,0.2,0.0,0.8,0.0,dual_vs_mainstream_only
82,40,0.020672311284473666,0.0,0.0,0.2,0.0,0.8,1.0,dual_vs_mainstream_only
82,76,0.04025086307686321,0.0,0.0,0.2,0.0,0.8,1.0,dual_vs_mainstream_only
25,39,0.001175883940227579,0.0,0.0,0.0,0.0,1.0,1.0,dual_vs_mainstream_only
25,78,0.0014641647271429609,0.0,0.0,0.0,0.0,1.0,1.0,dual_vs_mainstream_only
25,65,0.002342105343032516,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,dual_vs_mainstream_only
1,4,0.0023187716653835094,1.0,0.0,0.0,0.0,0.0,1.0,dual_vs_mainstream_only
1,50,0.0023187716653835094,1.0,0.0,0.0,0.0,0.0,1.0,dual_vs_mainstream_only
1,68,0.0023187716653835094,1.0,0.0,0.0,0.0,0.0,1.0,dual_vs_mainstream_only
22,41,0.0,0.0,0.0,1.0,0.0,0.0,1.0,dual_vs_mainstream_only
22,53,0.003975533226348013,0.0,0.0,1.0,0.0,0.0,1.0,dual_vs_mainstream_only
22,20,0.00411626470572482,0.0,0.0,1.0,0.0,0.0,1.0,dual_vs_mainstream_only
97,64,0.0004715949297500466,0.0,0.0,0.0,0.0,0.0,1.0,dual_vs_wemedia_only
97,86,0.000505912452361118,0.0,0.0,0.0,0.0,0.0,1.0,dual_vs_wemedia_only
