source_user,target_user,weight,n_topic_direct,n_repost_mapped
Self_consist,生草字幕组,1,0,1
Sekkaread,生草字幕组,1,0,1
Sekai的野望,三联生活周刊,1,1,0
Senren-M,生草字幕组,1,0,1
ShitaraS_老白,生草字幕组,1,0,1
Shiro絔絔_,生草字幕组,1,0,1
Shirosk,生草字幕组,1,0,1
Shirley尘若,三个老爸实验室,1,1,0
Shirley_纯,新东方陈大迪,1,0,1
Shirley_KESHA,阿妹壮士,1,1,0
Shirley_KESHA,酒杯一飞飞,1,1,0
ShenShen_6,中医田应旭,1,0,1
Shirley_KESHA,星话大白,1,1,0
Shirley_KESHA,拍帮主,1,0,1
Shirley_KESHA,三个老爸实验室,1,1,0
ShirleyGuo666,止谣君,1,0,1
Shirley-Jojo,静姐姐吃的学问,1,0,1
Shin哈里巴特,钉子1666,1,0,1
Shinny325,钉子1666,1,0,1
Shiningnshygd_ya,人民日报,1,0,1
Shirley_KESHA,林步里,1,1,0
Siebzehn1618,观察者网,1,0,1
Siddhatthan,生草字幕组,1,0,1
Siddhartha-,生草字幕组,1,0,1
Sidayu_,生草字幕组,1,0,1
SiO2玻璃,生草字幕组,1,0,1
SiMONE_L77,阿司匹林42195米,1,0,1
SiMONE_L77,生草字幕组,1,0,1
ShoAS,三思逍遥,1,0,1
Shutinghihi,静姐姐吃的学问,1,0,1
Shuangyuzuodeyu,凤凰鉴证组FH,1,0,1
ShuLih200901,种草达人猪哥,1,0,1
ShowShowBar,全景网,1,0,1
Shot丶Gun,生草字幕组,1,0,1
Shoririn,生草字幕组,1,0,1
Shonach,人民日报,1,0,1
ShonLinus,哈布斯堡长脸,1,1,0
Shutupivy,阿司匹林42195米,1,0,1
Sherry_JYH,种草达人猪哥,1,0,1
Sherry_2330,经济观察报,1,0,1
Sherry_2330,杨帆教授,1,0,1
SherrySherlock,生草字幕组,1,0,1
SherryNeco,生草字幕组,1,0,1
SherryHuang晓莉,阿司匹林42195米,1,0,1
SherryChristie,生草字幕组,1,0,1
ShiningRay,韬闻,1,1,0
Sherry-Shaw,Jokielicious,1,0,1
Sherlock·Link,生草字幕组,1,0,1
SherlockWong2012,冷静_1980,1,1,0
Sherling2010,香港中通社,1,0,1
Sherleace,人民日报,1,0,1
Sherlby宝箱,生草字幕组,1,0,1
Sher-Holmes,DB浩浩耗,1,0,1
Shenjlizz97411,生草字幕组,1,0,1
SherryChristie,三个老爸实验室,1,1,0
ShiningRay,止谣君,1,0,1
ShiningRay,方脑壳邓铂鋆,1,1,0
ShiningRay,Creamy蕉,1,0,1
Shining-DAY,我是小妖怪的人,1,0,1
Shinamonn,生草字幕组,1,0,1
Shimizu_澄,中国日报网,1,0,1
Shigure時雨S,生草字幕组,1,0,1
Shigure_Official,生草字幕组,1,0,1
Sherry_月月_,江卓尔_大号,1,0,1
Shieh-Cnc627-Atopos,中国日报网,1,0,1
Sheyona温娘娘,偏头痛社区,1,0,1
Sherwin_Z,答案事务所,1,0,1
Sherry雪莉雪莉,生草字幕组,1,0,1
Sherry大爽爽,阿司匹林42195米,1,0,1
Sherryli937,药子陌,1,0,1
Sherryihere,娱头,1,0,1
Sherry_月月_,生草字幕组,1,0,1
Shif_41452,Jokielicious,1,0,1
Sabrina__尹竹青叶,阿司匹林42195米,1,0,1
SaaaaLHam,生草字幕组,1,0,1
SaSaSoy2022,马宝琳谈房颤,1,0,1
SaSaSoy2022,静姐姐吃的学问,1,0,1
SaSU♈,阿司匹林42195米,1,0,1
SaLim_琳,樱桃的看文废话日常,1,1,0
S_ssry,Creamy蕉,1,0,1
Se7eN_Mess,-四分三十三秒-,1,0,1
S_akiiiiiiii,生草字幕组,1,0,1
S_XINRU,大耳朵中医,1,0,1
S_Sweet868,得意的弦小二,1,0,1
SZ敦厚致远098,阿司匹林42195米,1,0,1
SYeshuyan,CGTN记者团,1,0,1
SY__Chan,生草字幕组,1,0,1
SYTV陈冬梅,泗阳融媒,1,0,1
SYL垚,静姐姐吃的学问,1,0,1
S_eventeenn,生草字幕组,1,0,1
Sally5427,静姐姐吃的学问,1,0,1
Salir_del_ciclo,观察者网,1,0,1
Salimara,阿司匹林42195米,1,0,1
Salieris_Neighbor,生草字幕组,1,0,1
Saku能量摄入中,生草字幕组,1,0,1
Sakurai末伐,生草字幕组,1,0,1
SakurabaCang_合力向上,我是小妖怪的人,1,0,1
Sabrina黑狗兄,阿司匹林42195米,1,0,1
Saki-咲咲,生草字幕组,1,0,1
Sakari_初号机,阿司匹林42195米,1,0,1
Sakanaaa酱酱酱酱,生草字幕组,1,0,1
Saily204612,中医田应旭,1,0,1
Sagittarius一号2001,新浪热点,1,1,0
SagittariusFrances,阿司匹林42195米,1,0,1
Safina-ich_bin,阿司匹林42195米,1,0,1
SafetyHelmetUW,生草字幕组,1,0,1
Sakiel秋秋,生草字幕组,1,0,1
STEVE集装箱,生草字幕组,1,0,1
STEP2Q,观察者网,1,0,1
ST001号,生草字幕组,1,0,1
SSS级哨兵周白菜,科幻作家王迪菲,1,1,0
SSS丁乔尼,种草达人猪哥,1,0,1
SSSugi_,阿司匹林42195米,1,0,1
SSSshinyYYY,阿司匹林42195米,1,0,1
SX_Alice洋洋,生草字幕组,1,0,1
SS7E0133,大大大餅干丶,1,1,0
SS-爱吃三不沾,小野由里奈,1,1,0
SRLUCKYRS,医伴旅,1,1,0
SPW泡泡机,生草字幕组,1,0,1
SPECctable,阿司匹林42195米,1,0,1
SPDIANK,止谣君,1,0,1
SPACEon1985_,生草字幕组,1,0,1
SOUP666,阿妹壮士,1,1,0
SSHSSH1014,阿司匹林42195米,1,0,1
SXTVS-健康好生活,人民日报健康客户端,1,1,0
SWAG--LEE,上帝之鹰_5zn,1,0,1
SUN艺珊,无边桃炎,1,1,0
SUN待晓露,生草字幕组,1,0,1
SUNS生活,生草字幕组,1,0,1
SUNS生活,内幕live_9zov,1,1,0
SUNSHINE雅雅666,SUNSHINE雅雅666,1,0,1
SUNNYROSEGRAPEE,生物狗Y博,1,0,1
STG猎虎,止谣君,1,0,1
SUNFUN寻芳,方脑壳邓铂鋆,1,1,0
SUMMER诚信死肥宅,阿司匹林42195米,1,0,1
SUJUwithELF,生草字幕组,1,0,1
SUDO_Retweet,阿司匹林42195米,1,0,1
SUDO_Retweet,Jokielicious,1,0,1
SUBARU重生Ver,快科技官方,1,1,0
ST子潼,中医田应旭,1,0,1
STT别摸我,生草字幕组,1,0,1
SUNNYMAO,上帝之鹰_5zn,1,0,1
Sayukikiki_,生草字幕组,1,0,1
Saymynamehhhhh,生草字幕组,1,0,1
SayUmua,生草字幕组,1,0,1
Saw斯基,奶霸知道,1,1,0
Sawyer_cs,三个老爸实验室,1,0,1
SavaMal,阿司匹林42195米,1,0,1
Sausimua,阿司匹林42195米,1,0,1
Sally_minoz,答案事务所,1,0,1
SaudadeOmoi,生草字幕组,1,0,1
Saturnn__,生草字幕组,1,0,1
Satomi_Toka,生草字幕组,1,0,1
Satomi_Toka,卢卡斯-Wang,1,0,1
Satemusy,生草字幕组,1,0,1
Satellite今天还想拯救世界,阿司匹林42195米,1,0,1
Sassa-,阿司匹林42195米,1,0,1
SasKia2055,我是小妖怪的人,1,0,1
Sauoragon,阿司匹林42195米,1,0,1
Sdiodio1,顽皮的郭贝勒,1,0,1
SdTennessee,生草字幕组,1,0,1
SculptureXplorer,止谣君,1,0,1
SculptureXplorer,三个老爸实验室,1,1,0
Scpiifcayngao,生草字幕组,1,0,1
ScottJYT,上帝之鹰_5zn,1,0,1
ScorpioEthan,答案事务所,1,0,1
ScarlettWWP,阿司匹林42195米,1,0,1
SciKnight,种草达人猪哥,1,0,1
Sci-Fi的一打七,生草字幕组,1,0,1
SchoeneZeitAmKlavier,Joken是个runner,1,1,0
Schadenfreude1813,生草字幕组,1,0,1
ScendNia,香港中通社,1,0,1
ScendNia,美国医级资源_Sonmore,1,0,1
Scarlett雪糕筒,生草字幕组,1,0,1
Scarlettada,阿司匹林42195米,1,0,1
Scmagkianrlworepanhg7654984321,生草字幕组,1,0,1
Sandman洋,阿司匹林42195米,1,0,1
SanaeDekomori,阿司匹林42195米,1,0,1
Sam禾火秋,我是小妖怪的人,1,0,1
Sam山药,生草字幕组,1,0,1
Sam喵喵,答案事务所,1,0,1
Samui_kun,生草字幕组,1,0,1
Samsiory,答案事务所,1,0,1
Sarsaesoda,阿司匹林42195米,1,0,1
Sameo-Ldfear,阿司匹林42195米,1,1,0
SameageasCSH20,生物狗Y博,1,0,1
Samantha_NSN,张忆安-龙战于野,1,0,1
Samael睡睡睡睡睡睡睡睡睡睡神包,观察者网,1,0,1
Salvatore,阿司匹林42195米,1,0,1
SaltedLemonade,生草字幕组,1,0,1
Salt_Suggar,生草字幕组,1,0,1
Sallyyy_,阿司匹林42195米,1,0,1
Samkvaemtsjo,生草字幕组,1,0,1
SardarII,Jokielicious,1,0,1
Sarcastically_,生草字幕组,1,0,1
Sara孙乐乐,答案事务所,1,0,1
Sarawaltz,种草达人猪哥,1,0,1
Saraphines1216,日本衣食住行,1,0,1
Sarah是哆啦,茂哥日记,1,0,1
Sarah怡儿,静姐姐吃的学问,1,0,1
Sarah158,马宝琳谈房颤,1,0,1
Sandy-瑞琪,静姐姐吃的学问,1,0,1
SaraSaraZz,时尚先生Esquire,1,1,0
SaraKale_紗良,答案事务所,1,0,1
Saqimaliu,答案事务所,1,0,1
Sapentueum,止谣君,1,0,1
Saori-YU,生草字幕组,1,0,1
Santa_yu3118241314217,我是小妖怪的人,1,0,1
Sannkurai丿2_8,生草字幕组,1,0,1
Sankunka,锋潮科技,1,0,1
Sara_2016_new,人民日报,1,0,1
Stop焦虑,生草字幕组,1,0,1
Stop-square,阿司匹林42195米,1,0,1
Stockholm野仔,冷静_1980,1,1,0
Stitch在百亩森林,生草字幕组,1,0,1
StirlingDesign谢鹏翔,我是小妖怪的人,1,0,1
Stillshines__,生物狗Y博,1,0,1
Steven李伯犀,观察者网,1,0,1
SiempreCansado,阿司匹林42195米,1,0,1
StevenHong6528,36氪,1,0,1
Steven983,观察者网,1,0,1
Steven-Yu,-四分三十三秒-,1,0,1
Stephen江枭,香港中通社,1,0,1
StephenLY12,zhenyuncai,1,0,1
Stephanie嘉仪,阿司匹林42195米,1,0,1
Stella_麒麟,林步里,1,1,0
Stella_麒麟,子陵在听歌,1,1,0
Steven云,止谣君,1,0,1
SueO24,生草字幕组,1,0,1
SucreWatson,阿司匹林42195米,1,0,1
SuchieSu,美剧头条菌,1,0,1
Suby_嘟,孙怡_IRIS,1,1,0
Suai-风息全肯定波特,星话大白,1,1,0
Su_悦,生草字幕组,1,0,1
SuNNdae,rikAlasCARE,1,1,0
StrSonjg_,生草字幕组,1,0,1
StygianZ_Heng,生草字幕组,1,0,1
Stuttgart911,方脑壳邓铂鋆,1,1,0
Stupid安吉麦,紫府求真,1,0,1
Stringless_,生草字幕组,1,0,1
String-RU夢初醒,姆们说,1,0,1
Strictly条条大路通阎罗,南风窗,1,0,1
StrawberryAlice,生草字幕组,1,0,1
Stranger_haha,腾讯新闻财约你,1,0,1
Style_202x,快科技官方,1,1,0
StarDust0625,生草字幕组,1,0,1
Stannnnn_,生草字幕组,1,0,1
StandChild,生草字幕组,1,0,1
StandByU-II,防疫拉满的厂长,1,1,0
StandByU-II,观察者网,1,0,1
StandByU-II,全世界漂,1,1,0
StandByU-II,derg54gttvsc,1,1,0
Stella_Ma,阿司匹林42195米,1,0,1
Stan4k,阿司匹林42195米,1,0,1
Stan13,生草字幕组,1,0,1
Stan0002,生草字幕组,1,0,1
Stacy爱吃甜,我是小妖怪的人,1,0,1
StacyXXXX,生草字幕组,1,0,1
Sta-沙雕才是人生真理,人民日报,1,0,1
St_riiiiive,马宝琳谈房颤,1,0,1
StCrow,子午侠士,1,1,0
StandByU-II,DB浩浩耗,1,0,1
Stella-Miss-Luna,生草字幕组,1,0,1
Stella--晨,止谣君,1,0,1
SteinsGate,央视新闻,1,1,0
Stay_4u,生草字幕组,1,0,1
Stars上的酱油,生草字幕组,1,0,1
Starstar小窝,钉子1666,1,0,1
Starstar小窝,上帝之鹰_5zn,1,0,1
StarFAlcon,了不起的中国制造,1,0,1
StarrySkyAbbey,生草字幕组,1,0,1
Starry-kk,中医范圣华,1,0,1
Stark的反应堆,阿司匹林42195米,1,0,1
Stargazer矩阵,潘彼得PeterPan,1,0,1
Stargazer矩阵,止谣君,1,0,1
Stargazer-Jo,生命时报,1,1,0
Starf_cks,观察者网,1,1,0
StarandDust,生草字幕组,1,0,1
Starstar_chan,子陵在听歌,1,1,0
SuperMan丶Jo,止谣君,1,0,1
SuperLeTong,内含子,1,1,0
SuperFree李泰贤_TaeHyun,生草字幕组,1,0,1
SuperBBee丨依蓝,生草字幕组,1,0,1
SuperAI_Teruaki,种草达人猪哥,1,0,1
Super-蠍子,生草字幕组,1,0,1
Super-nova,雪冰杰,1,0,1
Sugar_tiger,三个老爸实验室,1,0,1
SupFanny,止谣君,1,0,1
SunyQ98918,观察者网,1,0,1
Sunshine苏米粒,娱头,1,0,1
Sunshine_葵紫,祖传中医肖春林,1,0,1
Sunshine_葵紫,呼吸专家儿科主任鲍慧玲,1,0,1
Sunset丶Moon,止谣君,1,0,1
Sunset_peachpie,生草字幕组,1,0,1
SunsetMoon0818,生草字幕组,1,0,1
Super-Richer,钉子1666,1,0,1
SurvivingGear,Jokielicious,1,0,1
SurvivalXGames,三个老爸实验室,1,1,0
SurivSkyscraper,答案事务所,1,0,1
Suri_Ev,生草字幕组,1,0,1
SupremeMac,阿司匹林42195米,1,0,1
Super豆花桑,生草字幕组,1,0,1
Super蛋挞旋风猫猫,生草字幕组,1,0,1
SuperMan丶Jo,钉子1666,1,0,1
SupersuperCoolSeboy,阿司匹林42195米,1,0,1
Superpowermom,阿司匹林42195米,1,0,1
Supernova_Love,阿司匹林42195米,1,0,1
Superman_路路路,阿司匹林42195米,1,0,1
Superluckyqi777,霍格沃茨生物狗,1,0,1
Superking杰,中国日报网,1,0,1
SuperfluousJan-VER2,哈布斯堡长脸,1,1,0
SuperMisaki,生草字幕组,1,0,1
Super媱啊,阿司匹林42195米,1,0,1
Summer育儿,生草字幕组,1,0,1
Summerzhuangzhuang,祖传中医肖春林,1,0,1
Summery-919,止谣君,1,0,1
Summero_Orun,阿司匹林42195米,1,0,1
Summerlovable,我是小妖怪的人,1,0,1
Summer_北又笨又懒还堕落,答案事务所,1,0,1
SummerTiming_,生草字幕组,1,0,1
Sunny喵喵娃,得意的弦小二,1,0,1
Summer-张小乔,辰尘kira,1,0,1
Summer-never-ends,生草字幕组,1,0,1
Sultan_Sunflower,中事,1,0,1
SulpHuR灬暮风,中国新闻网,1,0,1
Suk-cri_绿风,生草字幕组,1,0,1
Suimingqian56038,中事,1,0,1
Suika_夏虫语冰,生草字幕组,1,0,1
Sugar现在番埋黎,生草字幕组,1,0,1
SummerNB1026,冷静_1980,1,1,0
Sunnyzhao_52501,娱头,1,0,1
SunnypiggyXQ,Jokielicious,1,0,1
SunnyoO吖,生草字幕组,1,0,1
Sunnyday6622,静姐姐吃的学问,1,0,1
SunnyMountain11,正观新闻,1,0,1
Sunny731212,生草字幕组,1,0,1
Sunniesun29,生草字幕组,1,0,1
Sunnbeamm,阿司匹林42195米,1,0,1
Summy_舒沐壹,我是小妖怪的人,1,0,1
Sunburnshiki,生草字幕组,1,0,1
Suna-Kai,医伴旅,1,1,0
Sun_坚持锻炼,生草字幕组,1,0,1
Sun_shine_9,小蓝和他的朋友日常,1,0,1
SunWXMunS,生草字幕组,1,0,1
SunCO3_碳酸狮子,生草字幕组,1,0,1
Sun90916,娱头,1,0,1
Sun7XK,日本衣食住行,1,0,1
Sunday_遐想,观察者网,1,0,1
SmallHAppy2019,腾讯医典,1,0,1
Small-芳芳88921,观察者网,1,0,1
Slim__,生草字幕组,1,0,1
SlimShaky,止谣君,1,0,1
Slakuraake,止谣君,1,0,1
Sk情侣牌钓鱼竿,观察者网,1,0,1
Sky蓝兰-,生草字幕组,1,0,1
StARgaZer罒u罒,生草字幕组,1,0,1
Skyler_ladd,答案事务所,1,0,1
Skyissea_,生草字幕组,1,0,1
SkyIlne,生草字幕组,1,0,1
SkyIlne,止谣君,1,0,1
Si楠2010,生草字幕组,1,0,1
Siya是马甲,生草字幕组,1,0,1
Siya_furchtlos,阿司匹林42195米,1,0,1
Sitri季候风,生草字幕组,1,0,1
Skypour,种草达人猪哥,1,0,1
Sodabluuuu,生草字幕组,1,0,1
SodaDJ哎呦喂嘿,阿司匹林42195米,1,0,1
SobigSosmall,阿司匹林42195米,1,0,1
Sn雪舞倾城,成都小拉皮蒲兴旺,1,0,1
Snxjusbdnoguenf,生草字幕组,1,0,1
Sniper捕风捉影_,生草字幕组,1,0,1
Sniper-trade,答案事务所,1,0,1
Small_雨啊,生草字幕组,1,0,1
Snapgloem,卢卡斯-Wang,1,0,1
Snake小白,人民日报,1,0,1
SnakePit,生草字幕组,1,0,1
SnakePit,止谣君,1,0,1
Snaannsouthu,生草字幕组,1,0,1
SmartisanosFly,Jokielicious,1,0,1
SmameknucHinkkost,阿司匹林42195米,1,0,1
Smallertea,钉子1666,1,0,1
Sninomin要开心,生草字幕组,1,0,1
SilviaKwok1214,生草字幕组,1,0,1
Silvia-YZ,新浪新闻,1,1,0
Silverzero_,生草字幕组,1,0,1
SilveryRoseLily,止谣君,1,0,1
SilveryRoseLily,心理学情报局,1,1,0
SilveryRoseLily,Creamy蕉,1,0,1
Silver_翅膀,生草字幕组,1,0,1
Sister_Ivy,生草字幕组,1,0,1
SilvaShi,静姐姐吃的学问,1,0,1
Silentqqq,生草字幕组,1,0,1
Silence爱抹茶,生草字幕组,1,0,1
Silence_星尘,阿司匹林42195米,1,0,1
Sikage锦年,人民日报,1,0,1
Siiii十,生草字幕组,1,0,1
SigynKelevra,答案事务所,1,0,1
Siete-Noches,阿司匹林42195米,1,0,1
Silver-银姐,中国日报网,1,0,1
SisWaang,阿司匹林42195米,1,0,1
Siriusbright小狼,生草字幕组,1,0,1
Sirius220719,生草字幕组,1,0,1
SirianAxel,生草字幕组,1,0,1
SirensattheBathtub,Kunosarges,1,0,1
Sir_Tong,阿司匹林42195米,1,0,1
Sin流,生草字幕组,1,0,1
Sinsoledad-B,生草字幕组,1,0,1
Silviaiaia,生草字幕组,1,0,1
SingleRich,生草字幕组,1,0,1
Singer5,冷静_1980,1,1,0
Sinemora·,生草字幕组,1,0,1
SinKyJY,阿司匹林42195米,1,0,1
Sin422,阿司匹林42195米,1,0,1
Simonyi_NUA,生草字幕组,1,0,1
Simmter,生草字幕组,1,0,1
Simba2021,方脑壳邓铂鋆,1,1,0
Singleye大魔王,失眠狸,1,1,0
SpringSunShadowStart,生草字幕组,1,0,1
SpringSunShadowStart,止谣君,1,0,1
Spring996563,生草字幕组,1,0,1
Spring3298350531,马宝琳谈房颤,1,0,1
Spring3298350531,大耳朵中医,1,0,1
Spooks,阿司匹林42195米,1,0,1
SpongeBobC,生草字幕组,1,0,1
Sofi四季,生草字幕组,1,0,1
Spingel_mk3,生草字幕组,1,0,1
Spingel_mk3,生物狗Y博,1,0,1
SpideyStrikesBack,生草字幕组,1,0,1
Specialist_FORTUNATE,阿司匹林42195米,1,0,1
Specialareina,生草字幕组,1,0,1
Spartan-SH,Jokielicious,1,0,1
Spark衝擊,阿司匹林42195米,1,0,1
Spargel_荧,生草字幕组,1,0,1
SpiritSilkDolls,生草字幕组,1,0,1
Ssusiez2010,生草字幕组,1,0,1
Ssus_01,生草字幕组,1,0,1
Ssukiy-,阿司匹林42195米,1,0,1
Sssunny_yy,胜利主义章北海,1,0,1
Sssssung_,生草字幕组,1,0,1
Sssophia_啊啊啊,钉子1666,1,0,1
Ssshulli,止谣君,1,0,1
Spring春天的源泉,阿司匹林42195米,1,0,1
SsiNvVY,生草字幕组,1,0,1
SromanticismL,生草字幕组,1,0,1
Sratsnob,黄濑濑濑濑,1,1,0
Sqxcccichi_hide,生草字幕组,1,0,1
Sputnik_56,生草字幕组,1,0,1
Spurs2007,生物狗Y博,1,0,1
Spumie_Pi,生草字幕组,1,0,1
Spring绚烂,生草字幕组,1,0,1
SssTelllA,阿司匹林42195米,1,0,1
Sophia滚滚,答案事务所,1,0,1
Sonia_COCO可可,马宝琳谈房颤,1,0,1
SoniaC木槿,阿司匹林42195米,1,0,1
Songlimon,生草字幕组,1,0,1
Songlan-M,阿司匹林42195米,1,0,1
Songbird_n_Pilot,胜利主义章北海,1,0,1
Sometimesbeselfish,答案事务所,1,0,1
Spadetree,生草字幕组,1,0,1
Sombranegra_rm,阿司匹林42195米,1,0,1
Solstiice_,斋藤酸菜,1,1,0
Solstice_Film,阿司匹林42195米,1,0,1
Solivagant博,中医学与康复医学的小门徒,1,0,1
Sole_jade,生草字幕组,1,0,1
Solar野,生草字幕组,1,0,1
Soky_喵喵沉迷工作,答案事务所,1,0,1
Soft-hearts,阿司匹林42195米,1,0,1
Sometimesbeselfish,生草字幕组,1,0,1
SpadePrincess,我是小妖怪的人,1,0,1
SpR_redemption,生草字幕组,1,0,1
Soy_Jimjim,生草字幕组,1,0,1
Soxsome,针灸匠张宝旬,1,1,0
Soviet1917-1991,钉子1666,1,0,1
SouthKoreanhottie,胜利主义章北海,1,0,1
Soul丶安徒生不后悔,生草字幕组,1,0,1
SoulSeeker_灵,生草字幕组,1,0,1
SophieTea,生草字幕组,1,0,1
Sophie飘飘何所似,阿司匹林42195米,1,0,1
Sophie风信子,上帝之鹰_5zn,1,0,1
Sophie猫,生草字幕组,1,0,1
Sophie悠悠,马宝琳谈房颤,1,0,1
Sophiee豌豆,环球时报,1,0,1
Sophie_索菲,得意的弦小二,1,0,1
Sophie_never,静姐姐吃的学问,1,0,1
Sophie_never,娱头,1,0,1
SoulArsenic,阿司匹林42195米,1,0,1
RJu_dbsc,玄武爱吃肉,1,0,1
RIPKobeGiGi_,三个老爸实验室,1,0,1
RILAMOLA,生草字幕组,1,0,1
RIIICKY23,止谣君,1,0,1
RIDGE峰哥,中国日报,1,0,1
RIAaaaaaaaaaaaaaa,生草字幕组,1,0,1
RF_玉酱,阿司匹林42195米,1,0,1
SOS团永存,深钉空净磊哥,1,1,0
REN人人---雲,马宝琳谈房颤,1,0,1
REMXR,阿司匹林42195米,1,0,1
REINCARNATION_KissTheLArc,邹小樱,1,0,1
REEOBIT,阿司匹林42195米,1,0,1
REALOT_COO,生草字幕组,1,0,1
REACH_FOR_STARS,小猪男孩,1,0,1
RE-赫夜,生草字幕组,1,0,1
RD风轻云淡,止谣君,1,0,1
RF-发1832484,祖传中医肖春林,1,0,1
RSG银月,阿司匹林42195米,1,0,1
RQYY轻飘飘,静姐姐吃的学问,1,0,1
RPUy,生草字幕组,1,0,1
RORONOA_ZORO_V,生草字幕组,1,0,1
ROMAY-E,Creamy蕉,1,0,1
ROCKS穿越牛熊,防疫拉满的厂长,1,1,0
ROCKS穿越牛熊,自我的SZ,1,1,0
RKcount,生草字幕组,1,0,1
ROCKS穿越牛熊,卢克文,1,1,0
ROCKS穿越牛熊,专业戳轮胎熊律师,1,1,0
ROCKS穿越牛熊,三个老爸实验室,1,1,0
RO0OLii-,生草字幕组,1,0,1
RNG老皇粉,娱头,1,0,1
RMHW,生命时报,1,0,1
RMB厨,生草字幕组,1,0,1
RKovaniemiotisaari,生草字幕组,1,0,1
ROCKS穿越牛熊,甘肃刘维忠,1,1,0
Q贝Q狗拿铁,生草字幕组,1,0,1
Q砼砼,静姐姐吃的学问,1,0,1
Q悦来花开,甘肃刘维忠,1,1,0
Q小乖怪,人民日报,1,0,1
Q可爱的我Q,阿司匹林42195米,1,0,1
Q一心向学,39健康网,1,0,1
QzioDebu,生草字幕组,1,0,1
RD_我潜狙打钱,阿司匹林42195米,1,0,1
Qwatergoon,静姐姐吃的学问,1,0,1
QuinnyRed911911,生物狗Y博,1,0,1
QuinnyRed911911,张作风流行病学教授UCLA,1,0,1
Quiltshegemony,生草字幕组,1,0,1
QuickMindDoodles,阿司匹林42195米,1,0,1
Qui_Sasas,贝壳财经,1,0,1
QueridoTsui,谜之免女郎X,1,0,1
Quella晨晨,静姐姐吃的学问,1,0,1
Qwdddiseezw,生草字幕组,1,0,1
RCS沙雕城堡分S的大尾巴狼,生草字幕组,1,0,1
RCS沙雕城堡分S的大尾巴狼,中医田应旭,1,0,1
RBNeverGiveUp,阿司匹林42195米,1,0,1
RBG-D,阿司匹林42195米,1,0,1
RAYSAI,derg54gttvsc,1,1,0
RAIN-1991,祖传中医肖春林,1,0,1
R490,生草字幕组,1,0,1
Q长矛沾屎戳谁谁死Q,T1电子竞技俱乐部,1,1,0
R15883741535,答案事务所,1,0,1
R-赖打,人民日报健康客户端,1,1,0
R-sunshine要呼呼上岸,阿司匹林42195米,1,0,1
R-ai_车轮,生草字幕组,1,0,1
R-ahkun,生草字幕组,1,0,1
R-A-I-N-E,阿司匹林42195米,1,0,1
Q齐鲁青未了,辰尘kira,1,0,1
Q鸵鸟,我是小妖怪的人,1,0,1
R215M,生草字幕组,1,0,1
RaitoShimizu,生草字幕组,1,0,1
Rain哗哗下,39健康网,1,0,1
Rainy蛋包饭,生草字幕组,1,0,1
Rainy忆,阿司匹林42195米,1,0,1
Rainring-,小蓝和他的朋友日常,1,0,1
Rainman250,陈震同学,1,0,1
RaindropWsy大魔王,忘忘,1,0,1
RUN_未来主义,小笋初,1,1,0
Rainbow_Dust,答案事务所,1,0,1
RainbowDiamond,生草字幕组,1,0,1
Raina叡顏,种草达人猪哥,1,0,1
Rainachenchenchen,Jokielicious,1,1,0
Rain_Coffee_beacon,忘我在,1,1,0
RainInNov,阿司匹林42195米,1,0,1
Rain-_-Curtain,阿司匹林42195米,1,0,1
Raiknow,失眠狸,1,1,0
RainbowatSummit,生草字幕组,1,0,1
ReN_NOD,生草字幕组,1,0,1
Razgriz1,生草字幕组,1,0,1
Raymond-VS,阿司匹林42195米,1,0,1
Raymicel,生草字幕组,1,0,1
Rayann装了小马达,我是小妖怪的人,1,0,1
Ray__莊,人民日报,1,0,1
Raul_AU,空闻人,1,0,1
Rakujitsu,生草字幕组,1,0,1
RatMIKE,中医徐柏杨,1,0,1
Ransama,方脑壳邓铂鋆,1,1,0
Ranger_軍士,生草字幕组,1,0,1
Ranbiubiu-,Jokielicious,1,0,1
Ramdrop,生草字幕组,1,0,1
Rambutan,谦卑侯爷,1,0,1
Ralph____,阿司匹林42195米,1,0,1
RallyLink,生草字幕组,1,0,1
Rattan藤藤,哈哈哈哈哈哈和呵呵呵呵呵,1,1,0
Ra-men--,答案事务所,1,0,1
Ra-Men-,生物狗Y博,1,0,1
R_然然_R,阿司匹林42195米,1,0,1
R_etake,阿司匹林42195米,1,0,1
R_S_SUMMER,阿司匹林42195米,1,0,1
R_O宝宝_梦栀,上帝之鹰_5zn,1,0,1
R_Hsiung,阿司匹林42195米,1,0,1
RaidIbiS,生草字幕组,1,0,1
RZH380,生草字幕组,1,0,1
RZ030,生草字幕组,1,0,1
RYOgenics,生草字幕组,1,0,1
RX_0_独角兽高达,生草字幕组,1,0,1
RX-78-5,生草字幕组,1,0,1
RUN_未来主义,民工关老师,1,1,0
RUN_未来主义,悖论Nano,1,1,0
RUN_未来主义,微天下,1,1,0
R_ESHKI,观察者网,1,0,1
RagnarokChan,杨帆教授,1,0,1
Ragant_the5th,阿司匹林42195米,1,0,1
Rae那个VV,林步里,1,0,1
Rae那个VV,不至于_LC_PASC_PACS搬运工,1,1,0
RadiantLifestyle,生草字幕组,1,0,1
Rachelzl2,阿司匹林42195米,1,0,1
RachelWang85,我是小妖怪的人,1,0,1
RachelFYQ,静姐姐吃的学问,1,0,1
RabbitCute_,观察者网,1,0,1
Rachel-J,生草字幕组,1,0,1
