user_name,exposure_group,prev_time,curr_time,transition,env_type,env_risk_ratio,next_state,gap_days,time_fe,n_posts,n_total_interactions,active_days,z_n_total_interactions,z_active_days,z_n_posts
-食品与养生-,mainstream_only,2023-02-02 22:03:00,2023-02-07 12:51:00,M->M,risk,1.0,M,4.616666666666666,2023Q1,7,8,7,-0.5722523100326066,-0.9478953200916755,-0.9494047642903359
-食品与养生-,mainstream_only,2023-02-07 12:51:00,2023-02-08 22:28:00,M->M,risk,1.0,M,1.4006944444444445,2023Q1,7,8,7,-0.5722523100326066,-0.9478953200916755,-0.9494047642903359
2024来了,wemedia_only,2022-03-14 14:35:00,2022-03-14 14:38:00,M->M,risk,1.0,M,0.0020833333333333333,2022Q1,2,2,1,-0.7300824269202123,-1.049863630498151,-1.0142796835925993
21世纪经济报道,mainstream_only,2025-05-15 23:31:00,2025-05-21 07:18:00,M->M,norisk,0.0,M,5.324305555555555,2025Q2,11,1,11,-0.7563874464014799,-0.8799164464873586,-0.8975048288485251
21世纪经济报道,mainstream_only,2025-05-21 07:18:00,2025-05-24 13:07:00,M->M,norisk,0.0,M,3.2423611111111112,2025Q2,11,1,11,-0.7563874464014799,-0.8799164464873586,-0.8975048288485251
ATAO颜值上分中,wemedia_only,2023-02-28 18:17:00,2023-03-02 19:57:00,H->H,risk,1.0,H,2.0694444444444446,2023Q1,2,3,2,-0.7037774074389447,-1.0328689120970718,-1.0142796835925993
Apocalypse-锐,wemedia_only,2023-06-28 18:01:00,2023-07-04 22:16:00,H->M,risk,1.0,M,6.177083333333333,2023Q3,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2023-09-11 07:41:00,2023-09-16 19:19:00,M->M,norisk,0.0,M,5.4847222222222225,2023Q3,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2023-09-16 19:19:00,2023-09-21 23:44:00,M->M,risk,1.0,M,5.184027777777778,2023Q3,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2023-09-21 23:44:00,2023-09-25 18:11:00,M->H,risk,1.0,H,3.76875,2023Q3,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2023-10-16 21:36:00,2023-10-17 22:13:00,M->M,norisk,0.0,M,1.0256944444444445,2023Q4,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2023-11-23 19:20:00,2023-11-24 23:26:00,M->M,norisk,0.0,M,1.1708333333333334,2023Q4,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2023-12-06 22:05:00,2023-12-06 22:07:00,M->M,risk,1.0,M,0.001388888888888889,2023Q4,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2023-12-14 17:20:00,2023-12-14 21:52:00,M->M,norisk,0.0,M,0.18888888888888888,2023Q4,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2023-12-14 21:52:00,2023-12-18 19:34:00,M->M,norisk,0.0,M,3.904166666666667,2023Q4,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2023-12-18 19:34:00,2023-12-21 18:01:00,M->H,risk,1.0,H,2.935416666666667,2023Q4,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2023-12-21 18:01:00,2023-12-21 22:20:00,H->H,risk,1.0,H,0.1798611111111111,2023Q4,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2023-12-31 11:13:00,2024-01-04 10:57:00,H->M,risk,1.0,M,3.988888888888889,2024Q1,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2024-01-04 10:57:00,2024-01-07 20:24:00,M->M,risk,1.0,M,3.39375,2024Q1,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2024-03-03 17:59:00,2024-03-09 19:30:00,M->M,norisk,0.0,M,6.063194444444444,2024Q1,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2024-03-09 19:30:00,2024-03-12 17:18:00,M->M,norisk,0.0,M,2.908333333333333,2024Q1,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
Apocalypse-锐,wemedia_only,2024-03-12 17:18:00,2024-03-15 17:58:00,M->M,risk,1.0,M,3.0277777777777777,2024Q1,93,11,88,-0.49333725158880365,0.42867687039574304,0.16644384770859597
