state,side_col,term,term_type,coef,std_err,z_value,p_value,odds_ratio
H,mainstream_risk_ratio,Intercept,intercept,-1.3916017919037231,0.1720353662809932,-8.089044839947366,6.661338147750939e-16,0.24867665718565293
H,mainstream_risk_ratio,C(time_fe)[T.2022Q1],time_fe,1.7410002398796285,1.358398216533344,1.2816567474026075,0.19996308400692797,5.703044983760317
H,mainstream_risk_ratio,C(time_fe)[T.2022Q2],time_fe,-0.7774503921351691,0.5823499647868339,-1.3350226481420853,0.1818689340165771,0.4595762580781888
H,mainstream_risk_ratio,C(time_fe)[T.2022Q3],time_fe,-0.42135885599661477,0.8028908428396362,-0.5248021692542507,0.5997207233912798,0.6561545941442865
H,mainstream_risk_ratio,C(time_fe)[T.2022Q4],time_fe,-0.8194996968052679,0.4027683356539073,-2.0346676346212367,0.041884326909210845,0.4406520589997486
H,mainstream_risk_ratio,C(time_fe)[T.2023Q1],time_fe,-0.8546215776785172,0.45608459512142846,-1.873822503149842,0.060954893693612844,0.42544415818958337
H,mainstream_risk_ratio,C(time_fe)[T.2023Q2],time_fe,-0.005551982738486597,0.5995447992648936,-0.009260330079243328,0.9926114312015193,0.9944634010343633
H,mainstream_risk_ratio,C(time_fe)[T.2023Q3],time_fe,-1.6382087674632424,0.2909589530178796,-5.630377585812159,1.7981552691281877e-08,0.19432781703385582
H,mainstream_risk_ratio,C(time_fe)[T.2023Q4],time_fe,-0.3541991226470528,0.6091867514031054,-0.5814294579309973,0.5609510485315043,0.7017352220676817
H,mainstream_risk_ratio,C(time_fe)[T.2024Q2],time_fe,-1.378709925710961,1.419802700635868,-0.9710574047320072,0.3315196934373945,0.25190331752283257
H,mainstream_risk_ratio,C(time_fe)[T.2024Q3],time_fe,-1.3952756496389702,1.411004537528974,-0.9888527021199032,0.32273521455444265,0.2477647306948787
H,mainstream_risk_ratio,C(time_fe)[T.2024Q4],time_fe,-0.3244825152457469,1.0645272546928228,-0.30481372253768996,0.7605080295124811,0.7229013472917728
H,mainstream_risk_ratio,C(time_fe)[T.2025Q2],time_fe,0.6434495155477364,1.2033688096843722,0.5347068250144399,0.5928526013069895,1.9030341158315771
H,mainstream_risk_ratio,mainstream_risk_ratio,side_risk_ratio,0.2846590520599738,0.24947281819152045,1.1410423553296332,0.2538522976448896,1.329308725777902
H,mainstream_risk_ratio,z_n_total_interactions,control,1.9827838936505666,0.301513087841183,6.57611219415777,4.8290926812910584e-11,7.262934103292667
