user_name,n_posts,n_transitions,exposure_group,n_total_interactions,active_days,first_post_month,upgrade_rate,cooling_rate,stable_rate,H->H,p_H->H,H->M,p_H->M,H->L,p_H->L,M->H,p_M->H,M->M,p_M->M,M->L,p_M->L,L->H,p_L->H,L->M,p_L->M,L->L,p_L->L
MNT筋膜空间平衡,3,2,no_media,0,2,2023-02,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0
MOREPEN,2,1,mainstream_only,7,2,2022-12,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
MaoTaiPianzhi茅台片仔癀,60,59,dual,80,39,2023-01,0.13559322033898305,0.13559322033898305,0.4745762711864407,3,0.05084745762711865,3,0.05084745762711865,5,0.0847457627118644,5,0.0847457627118644,28,0.4745762711864407,5,0.0847457627118644,3,0.05084745762711865,7,0.11864406779661017,0,0.0
Me-米米,4,3,mainstream_only,3,4,2023-02,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.0,1,0.3333333333333333,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0
MiliTracy2014,2,1,wemedia_only,4,2,2024-03,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
MiracleCells干细胞库,7,6,no_media,0,7,2023-08,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0
Mozakii,2,1,no_media,1,2,2022-12,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0
MusicFM993,4,3,no_media,0,3,2022-12,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0
NBD视频,2,1,no_media,0,2,2020-02,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
NBS十八生活,3,2,no_media,0,3,2020-04,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0
NOSTUPID3,33,32,wemedia_only,19,26,2023-02,0.25,0.25,0.28125,5,0.15625,8,0.25,0,0.0,8,0.25,9,0.28125,1,0.03125,0,0.0,1,0.03125,0,0.0
NOWnews今日新闻,28,27,no_media,0,24,2019-03,0.037037037037037035,0.037037037037037035,0.9259259259259259,0,0.0,1,0.037037037037037035,0,0.0,1,0.037037037037037035,25,0.9259259259259259,0,0.0,0,0.0,0,0.0,0,0.0
NS_foreveryoung,8,7,dual,7,8,2023-02,0.2857142857142857,0.2857142857142857,0.14285714285714285,0,0.0,2,0.2857142857142857,0,0.0,1,0.14285714285714285,1,0.14285714285714285,2,0.2857142857142857,1,0.14285714285714285,0,0.0,0,0.0
Nov-1208,3,2,mainstream_only,3,3,2023-06,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0
N视频,10,9,no_media,0,10,2020-02,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0
OOOOOOOO剌猬哋oooo1些事,5,4,mainstream_only,4,5,2023-06,0.25,0.0,0.75,0,0.0,0,0.0,0,0.0,1,0.25,3,0.75,0,0.0,0,0.0,0,0.0,0,0.0
PSproca,6,5,wemedia_only,5,6,2024-08,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,0,0.0,0,0.0,0,0.0
PandaROFL,2,1,wemedia_only,5,2,2024-04,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
PiuBobo_,2,1,mainstream_only,2,2,2023-02,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0
PretendCole,2,1,no_media,0,2,2023-01,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
QH岐黄网,30,29,no_media,0,27,2021-05,0.0,0.0,0.9310344827586207,0,0.0,0,0.0,0,0.0,0,0.0,27,0.9310344827586207,0,0.0,0,0.0,1,0.034482758620689655,1,0.034482758620689655
Qianniansea,2,1,wemedia_only,4,2,2023-02,0.0,1.0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
RealMadrid,3,2,mainstream_only,2,3,2023-02,0.5,0.0,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0
RuudSchell,3,2,wemedia_only,4,3,2023-08,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0
SARS_VOC_Tracker,2,1,no_media,0,2,2023-01,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
SODAsogagaga,4,3,no_media,1,3,2022-12,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,0,0.0,1,0.3333333333333333,1,0.3333333333333333
SOSOX_,2,1,mainstream_only,2,2,2023-04,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
SUNSHINE雅雅666,3,2,no_media,5,2,2023-01,0.0,0.5,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Seien是一条大咸鱼,2,1,no_media,0,1,2023-02,0.0,1.0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ShiningRay,2,1,wemedia_only,4,2,2023-08,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
SilveryRoseLily,2,1,wemedia_only,6,2,2023-04,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
StandByU-II,4,3,dual,5,4,2023-06,0.3333333333333333,0.0,0.0,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,0.0,0,0.0
Starf_cks,3,2,mainstream_only,3,3,2023-05,0.0,0.5,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TXXSYT,5,4,mainstream_only,3,5,2023-05,0.5,0.25,0.25,0,0.0,1,0.25,0,0.0,2,0.5,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0
VNK0252,2,1,mainstream_only,2,2,2024-05,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
V新派网,2,1,no_media,0,2,2023-01,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
WS偏执狂,2,1,no_media,0,1,2022-03,0.0,1.0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wuli小小精灵,2,1,no_media,0,2,2023-06,0.0,0.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Y1ZE,5,4,no_media,0,4,2022-04,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0
YG-iiiiiii,2,1,no_media,4,2,2022-12,0.0,1.0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
YS_鸭比,2,1,no_media,0,1,2022-12,0.0,1.0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
YUUKONOTSUBASA,3,2,mainstream_only,4,3,2024-09,0.5,0.0,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0
ZJHtakayama373,2,1,wemedia_only,4,2,2023-08,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
ZYZY_1219,2,1,no_media,1,2,2022-12,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
Zenobruto,11,10,mainstream_only,8,10,2022-11,0.1,0.1,0.7,1,0.1,1,0.1,0,0.0,1,0.1,7,0.7,0,0.0,0,0.0,0,0.0,0,0.0
