pair,covariate,smd_before,smd_after
dual_vs_mainstream_only,n_total_interactions,0.6693828166861457,0.19329547255557752
dual_vs_mainstream_only,active_days,0.45847093461169613,0.16092304796405257
dual_vs_mainstream_only,n_posts,0.43623894272204766,0.131125704711387
dual_vs_mainstream_only,month_2020-02,-0.2599465903494364,0.0
dual_vs_mainstream_only,month_2020-03,-0.24104459696670957,0.21566554640687682
dual_vs_mainstream_only,month_2020-04,-0.09355627792593578,0.0
dual_vs_mainstream_only,month_2020-05,-0.06608186004550898,0.0
dual_vs_mainstream_only,month_2020-07,-0.06608186004550898,0.0
dual_vs_mainstream_only,month_2020-11,-0.11470841738199958,0.0
dual_vs_mainstream_only,month_2021-01,-0.09355627792593578,0.0
dual_vs_mainstream_only,month_2021-03,-0.13259966537631698,0.0
dual_vs_mainstream_only,month_2021-08,0.20007842460376954,-0.12451456127293806
dual_vs_mainstream_only,month_2021-11,-0.13351250087572136,0.12451456127293806
dual_vs_mainstream_only,month_2022-01,-0.11470841738199958,0.0
dual_vs_mainstream_only,month_2022-02,-0.06608186004550898,0.0
dual_vs_mainstream_only,month_2022-03,-0.2317200174502926,0.0
dual_vs_mainstream_only,month_2022-04,0.1746804362151246,-0.17678209034021303
dual_vs_mainstream_only,month_2022-05,-0.06608186004550898,0.0
dual_vs_mainstream_only,month_2022-08,-0.06608186004550898,0.0
dual_vs_mainstream_only,month_2022-09,0.21518498523133858,0.055771816289337486
dual_vs_mainstream_only,month_2022-10,0.010393773272191762,-0.047380429690771435
dual_vs_mainstream_only,month_2022-11,-0.09355627792593578,0.0
dual_vs_mainstream_only,month_2022-12,-0.051625227879601096,0.06378382932495831
dual_vs_mainstream_only,month_2023-01,0.38826070710744476,-0.12451456127293804
dual_vs_mainstream_only,month_2023-02,0.09449174420665961,0.10059445159621294
dual_vs_mainstream_only,month_2023-03,-0.0944354041137409,0.12451456127293804
dual_vs_mainstream_only,month_2023-04,0.12279021868921927,-0.051130943309673986
dual_vs_mainstream_only,month_2023-05,-0.13923161217415564,0.0
dual_vs_mainstream_only,month_2023-06,0.15470303365091279,-0.09908226538199255
dual_vs_mainstream_only,month_2023-07,0.18241501000157498,-0.029456319483942717
dual_vs_mainstream_only,month_2023-08,0.14576536262932235,-0.18213035475185332
dual_vs_mainstream_only,month_2023-09,0.15663811475779713,0.07969842812700532
dual_vs_mainstream_only,month_2023-10,-0.037927667579716016,-0.047380429690771435
dual_vs_mainstream_only,month_2023-11,-0.2000038902180471,0.0
dual_vs_mainstream_only,month_2023-12,-0.18835584232559754,0.0
dual_vs_mainstream_only,month_2024-01,-0.13259966537631698,0.0
dual_vs_mainstream_only,month_2024-02,-0.09355627792593578,0.0
dual_vs_mainstream_only,month_2024-03,-0.1759953153630374,0.0
dual_vs_mainstream_only,month_2024-04,-0.11470841738199956,0.0
dual_vs_mainstream_only,month_2024-05,-0.06608186004550898,0.0
dual_vs_mainstream_only,month_2024-06,-0.09355627792593578,0.0
dual_vs_mainstream_only,month_2024-07,-0.11470841738199956,0.0
dual_vs_mainstream_only,month_2024-08,0.09121756454296112,0.055771816289337486
dual_vs_mainstream_only,month_2024-09,-0.09355627792593578,0.0
dual_vs_mainstream_only,month_2024-10,-0.13259966537631704,0.0
dual_vs_mainstream_only,month_2024-11,-0.06608186004550898,0.0
dual_vs_mainstream_only,month_2024-12,-0.06608186004550898,0.0
dual_vs_mainstream_only,month_2025-01,-0.06608186004550898,0.0
dual_vs_mainstream_only,month_2025-02,-0.11470841738199956,0.0
dual_vs_mainstream_only,month_2025-05,-0.11470841738199956,0.0
dual_vs_wemedia_only,n_total_interactions,0.5115995881685216,0.17633283315465223
dual_vs_wemedia_only,active_days,0.3685305831824131,-0.016509783809287845
dual_vs_wemedia_only,n_posts,0.35810743661979055,-0.03323076167519814
dual_vs_wemedia_only,month_2020-03,-0.22291171894205153,0.19069251784911845
dual_vs_wemedia_only,month_2020-11,-0.11215492271409867,0.0
dual_vs_wemedia_only,month_2021-03,-0.14509652812961904,0.0
dual_vs_wemedia_only,month_2021-08,0.22794037622744648,0.0
dual_vs_wemedia_only,month_2021-11,0.12431304796332257,0.0
dual_vs_wemedia_only,month_2022-01,-0.11215492271409867,0.0
dual_vs_wemedia_only,month_2022-03,-0.3099662647078554,0.0
dual_vs_wemedia_only,month_2022-04,0.15429757124151522,-0.15617666525931098
dual_vs_wemedia_only,month_2022-06,-0.06461706697512383,0.0
dual_vs_wemedia_only,month_2022-07,-0.1296415993878356,0.0
dual_vs_wemedia_only,month_2022-08,-0.09147807093433954,0.0
dual_vs_wemedia_only,month_2022-09,0.21782758176123787,0.0
dual_vs_wemedia_only,month_2022-10,-0.021879533446408906,0.07028165527875285
dual_vs_wemedia_only,month_2022-11,-0.09147807093433954,0.0
dual_vs_wemedia_only,month_2022-12,-0.09790171068748323,0.08678684944887535
dual_vs_wemedia_only,month_2023-01,0.17977562262162966,-0.13961571070667947
dual_vs_wemedia_only,month_2023-02,0.22482349791023787,0.026693518370767354
