treated_id,treat_upgrade,ctrl_upgrade,treat_cooling,ctrl_cooling,treat_stable,ctrl_stable,diff_upgrade,diff_cooling,diff_stable,pair
1,0.0,0.16666666666666666,1.0,0.4166666666666667,0.0,0.25,-0.16666666666666666,0.5833333333333333,-0.25,dual_vs_mainstream_only
3,1.0,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,0.8333333333333334,0.0,-0.6666666666666666,dual_vs_mainstream_only
35,0.2857142857142857,0.08333333333333333,0.2857142857142857,0.08333333333333333,0.14285714285714285,0.8333333333333334,0.20238095238095238,0.20238095238095238,-0.6904761904761905,dual_vs_mainstream_only
41,0.3333333333333333,0.14603174603174604,0.0,0.13015873015873017,0.0,0.4777777777777778,0.18730158730158727,-0.13015873015873017,-0.4777777777777778,dual_vs_mainstream_only
48,0.0,0.13333333333333333,0.0,0.13333333333333333,1.0,0.39999999999999997,-0.13333333333333333,-0.13333333333333333,0.6000000000000001,dual_vs_mainstream_only
59,0.0,0.07017543859649122,0.09090909090909091,0.05263157894736842,0.9090909090909091,0.7894736842105262,-0.07017543859649122,0.038277511961722493,0.11961722488038284,dual_vs_mainstream_only
68,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,dual_vs_mainstream_only
75,0.25,0.3333333333333333,0.0,0.0,0.5,0.6666666666666666,-0.08333333333333331,0.0,-0.16666666666666663,dual_vs_mainstream_only
104,0.5,0.36111111111111116,0.5,0.05555555555555555,0.0,0.47222222222222227,0.13888888888888884,0.4444444444444444,-0.47222222222222227,dual_vs_mainstream_only
109,0.2,0.25646523716699154,0.17142857142857143,0.265237166991553,0.2,0.3743339831059129,-0.05646523716699153,-0.09380859556298154,-0.17433398310591292,dual_vs_mainstream_only
117,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,dual_vs_mainstream_only
118,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.6666666666666666,-0.1111111111111111,-0.1111111111111111,-0.6666666666666666,dual_vs_mainstream_only
122,0.2647058823529412,0.09722222222222221,0.29411764705882354,0.05555555555555555,0.11764705882352941,0.7916666666666666,0.16748366013071897,0.238562091503268,-0.6740196078431372,dual_vs_mainstream_only
129,0.0,0.08282828282828282,0.0,0.08282828282828282,1.0,0.6585858585858586,-0.08282828282828282,-0.08282828282828282,0.3414141414141414,dual_vs_mainstream_only
133,0.0,0.16666666666666666,0.0,0.0,1.0,0.8333333333333334,-0.16666666666666666,0.0,0.16666666666666663,dual_vs_mainstream_only
134,0.0,0.08333333333333333,0.0,0.05555555555555555,1.0,0.8333333333333334,-0.08333333333333333,-0.05555555555555555,0.16666666666666663,dual_vs_mainstream_only
137,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.6666666666666666,-0.16666666666666666,-0.16666666666666666,0.33333333333333337,dual_vs_mainstream_only
142,0.17391304347826086,0.5,0.17391304347826086,0.16666666666666666,0.5217391304347826,0.3333333333333333,-0.32608695652173914,0.007246376811594207,0.18840579710144928,dual_vs_mainstream_only
145,0.3333333333333333,0.11666666666666665,0.6666666666666666,0.15,0.0,0.7000000000000001,0.21666666666666667,0.5166666666666666,-0.7000000000000001,dual_vs_mainstream_only
154,0.16666666666666666,0.0,0.16666666666666666,0.0,0.25,0.8333333333333334,0.16666666666666666,0.16666666666666666,-0.5833333333333334,dual_vs_mainstream_only
155,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,-0.16666666666666666,-0.5,dual_vs_mainstream_only
164,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,-0.16666666666666666,0.16666666666666666,0.3333333333333333,dual_vs_mainstream_only
189,0.14285714285714285,0.0,0.14285714285714285,0.4166666666666667,0.7142857142857143,0.3333333333333333,0.14285714285714285,-0.27380952380952384,0.380952380952381,dual_vs_mainstream_only
265,0.0,0.16666666666666666,0.0,0.27777777777777773,1.0,0.27777777777777773,-0.16666666666666666,-0.27777777777777773,0.7222222222222223,dual_vs_mainstream_only
298,0.0,0.1111111111111111,0.0,0.0,1.0,0.8888888888888888,-0.1111111111111111,0.0,0.11111111111111116,dual_vs_mainstream_only
300,0.0,0.08333333333333333,0.0,0.041666666666666664,1.0,0.4583333333333333,-0.08333333333333333,-0.041666666666666664,0.5416666666666667,dual_vs_mainstream_only
302,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,dual_vs_mainstream_only
312,0.0,0.1717171717171717,0.0,0.1717171717171717,1.0,0.51010101010101,-0.1717171717171717,-0.1717171717171717,0.48989898989898994,dual_vs_mainstream_only
329,0.0,0.08333333333333333,0.0,0.25,1.0,0.5,-0.08333333333333333,-0.25,0.5,dual_vs_mainstream_only
359,0.058823529411764705,0.17857142857142858,0.0,0.46428571428571425,0.9411764705882353,0.31547619047619047,-0.11974789915966387,-0.46428571428571425,0.6257002801120448,dual_vs_mainstream_only
361,0.0,0.047619047619047616,0.0,0.3333333333333333,1.0,0.6190476190476191,-0.047619047619047616,-0.3333333333333333,0.38095238095238093,dual_vs_mainstream_only
384,0.08333333333333333,0.15873015873015872,0.08333333333333333,0.047619047619047616,0.8333333333333334,0.14285714285714285,-0.07539682539682539,0.03571428571428571,0.6904761904761905,dual_vs_mainstream_only
389,0.2,0.047619047619047616,0.1,0.38095238095238093,0.4,0.5,0.1523809523809524,-0.28095238095238095,-0.09999999999999998,dual_vs_mainstream_only
399,0.2,0.09999999999999999,0.0,0.13703703703703704,0.6,0.6222222222222222,0.10000000000000002,-0.13703703703703704,-0.022222222222222254,dual_vs_mainstream_only
405,0.0,0.05128205128205129,0.0,0.05128205128205129,1.0,0.8717948717948718,-0.05128205128205129,-0.05128205128205129,0.1282051282051282,dual_vs_mainstream_only
407,0.25,0.3333333333333333,0.25,0.0,0.5,0.5555555555555555,-0.08333333333333331,0.25,-0.05555555555555547,dual_vs_mainstream_only
424,0.5,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.5,-0.3333333333333333,-0.6666666666666666,dual_vs_mainstream_only
432,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,-0.6666666666666666,0.0,dual_vs_mainstream_only
506,0.2,0.3055555555555555,0.2,0.05555555555555555,0.0,0.47222222222222215,-0.10555555555555551,0.14444444444444446,-0.47222222222222215,dual_vs_mainstream_only
518,0.05,0.0,0.05,0.0,0.9,0.6666666666666666,0.05,0.05,0.2333333333333334,dual_vs_mainstream_only
520,0.18181818181818182,0.06666666666666667,0.18181818181818182,0.06666666666666667,0.45454545454545453,0.7999999999999999,0.11515151515151516,0.11515151515151516,-0.3454545454545454,dual_vs_mainstream_only
523,0.5,0.3611111111111111,0.0,0.027777777777777776,0.5,0.5555555555555555,0.1388888888888889,-0.027777777777777776,-0.05555555555555547,dual_vs_mainstream_only
535,0.0,0.05128205128205129,0.0,0.04273504273504273,1.0,0.8376068376068376,-0.05128205128205129,-0.04273504273504273,0.16239316239316237,dual_vs_mainstream_only
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,dual_vs_wemedia_only
4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,dual_vs_wemedia_only
27,0.2857142857142857,0.09182389937106918,0.2857142857142857,0.09182389937106918,0.14285714285714285,0.4452830188679245,0.19389038634321654,0.19389038634321654,-0.30242587601078164,dual_vs_wemedia_only
