exposure_group,n_users,upgrade_rate_mean,cooling_rate_mean,stable_rate_mean,p_H->H_mean,p_H->M_mean,p_H->L_mean,p_M->H_mean,p_M->M_mean,p_M->L_mean,p_L->H_mean,p_L->M_mean,p_L->L_mean
no_media,998,0.03728132982103645,0.05564669633297909,0.7921706379149843,0.021078775371895748,0.031126603515765714,0.024520092817213374,0.02442712333308949,0.7921706379149843,0.020195398901910626,0.012854206487946957,0.023057874701455254,0.050569286955738375
wemedia_only,479,0.14147384970751956,0.15026709113608538,0.5164115712538189,0.061997558321065946,0.1296542899562654,0.020612801179819975,0.11777959595008293,0.5164115712538189,0.04145959257702856,0.023694253757436633,0.05569135091712937,0.03269898608735232
mainstream_only,458,0.09338464159050808,0.10081266678169115,0.6777191885263213,0.04774732724415049,0.09166664068826548,0.009146026093425678,0.07884389262030786,0.6777191885263213,0.03663213781025136,0.014540748970200218,0.029105342225674406,0.014598695821403244
dual,78,0.14995949303535452,0.14081175727233938,0.5147074228337045,0.0739348663360733,0.13321183466406392,0.007599922608275476,0.13632127264354876,0.5147074228337045,0.040928909243786185,0.013638220391805787,0.052717229286873696,0.02694032199186838
