user_name,exposure_group,prev_time,curr_time,transition,env_type,env_risk_ratio,env_n_target_posts_observed,env_n_risk_posts_observed,env_n_target_accounts_observed,env_mode,next_state,gap_days,time_fe,n_posts,n_total_interactions,active_days,z_n_total_interactions,z_active_days,z_n_posts,z_gap_days,z_env_n_target_posts_observed
Apocalypse-锐,wemedia_only,2023-11-23 19:20:00,2023-11-24 23:26:00,M->M,norisk,0.0,1,0,1,transition_window,M,1.1708333333333334,2023Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.5201621953346784,-0.3186358236212399
Apocalypse-锐,wemedia_only,2023-12-06 22:05:00,2023-12-06 22:07:00,M->M,risk,1.0,1,1,1,transition_window,M,0.001388888888888889,2023Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-1.11137990593548,-0.3186358236212399
Apocalypse-锐,wemedia_only,2023-12-14 17:20:00,2023-12-14 21:52:00,M->M,norisk,0.0,1,0,1,transition_window,M,0.18888888888888888,2023Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-1.0165884677750192,-0.3186358236212399
Apocalypse-锐,wemedia_only,2023-12-14 21:52:00,2023-12-18 19:34:00,M->M,risk,1.0,1,1,1,transition_window,M,3.904166666666667,2023Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,0.8616863254044874,-0.3186358236212399
Apocalypse-锐,wemedia_only,2023-12-18 19:34:00,2023-12-21 18:01:00,M->H,risk,1.0,1,1,1,transition_window,H,2.935416666666667,2023Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,0.3719305615754386,-0.3186358236212399
Apocalypse-锐,wemedia_only,2023-12-21 18:01:00,2023-12-21 22:20:00,H->H,risk,1.0,1,1,1,transition_window,H,0.1798611111111111,2023Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-1.0211524999827448,-0.3186358236212399
Apocalypse-锐,wemedia_only,2023-12-31 11:13:00,2024-01-04 10:57:00,H->M,risk,1.0,1,1,1,transition_window,M,3.988888888888889,2024Q1,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,0.904518012276992,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-01-04 10:57:00,2024-01-07 20:24:00,M->M,risk,1.0,1,1,1,transition_window,M,3.39375,2024Q1,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,0.6036429659676765,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-03-03 17:59:00,2024-03-09 19:30:00,M->M,norisk,0.0,1,0,1,transition_window,M,6.063194444444444,2024Q1,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,1.9531921818521667,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-03-09 19:30:00,2024-03-12 17:18:00,M->M,risk,1.0,1,1,1,transition_window,M,2.908333333333333,2024Q1,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,0.35823846495226075,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-03-12 17:18:00,2024-03-15 17:58:00,M->M,norisk,0.0,1,0,1,transition_window,M,3.0277777777777777,2024Q1,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,0.4186241218544804,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-03-24 14:52:00,2024-03-25 22:16:00,H->M,norisk,0.0,1,0,1,transition_window,M,1.3083333333333333,2024Q1,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.45064847401700703,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-04-09 23:26:00,2024-04-11 17:52:00,M->M,risk,1.0,1,1,1,transition_window,M,1.7680555555555555,2024Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.2182339108235803,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-05-19 21:24:00,2024-05-20 16:12:00,M->L,risk,1.0,1,1,1,transition_window,L,0.7833333333333333,2024Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.716064500866298,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-05-20 16:12:00,2024-05-21 22:36:00,L->M,risk,1.0,1,1,1,transition_window,M,1.2666666666666666,2024Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.4717132380526651,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-05-21 22:36:00,2024-05-22 16:56:00,M->M,risk,1.0,1,1,1,transition_window,M,0.7638888888888888,2024Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.7258947240829384,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-06-19 19:31:00,2024-06-23 16:42:00,M->M,risk,1.0,1,1,1,transition_window,M,3.8826388888888888,2024Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,0.850802863986064,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-06-23 16:42:00,2024-06-29 21:14:00,M->M,risk,1.0,1,1,1,transition_window,M,6.188888888888889,2024Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,2.0167375533597354,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-07-07 17:19:00,2024-07-08 11:52:00,M->M,norisk,0.0,1,0,1,transition_window,M,0.7729166666666667,2024Q3,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.7213306918752125,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-07-08 11:52:00,2024-07-08 12:03:00,M->M,norisk,0.0,1,0,1,transition_window,M,0.007638888888888889,2024Q3,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-1.1082201913301315,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-07-08 12:03:00,2024-07-11 17:00:00,M->M,risk,1.0,1,1,1,transition_window,M,3.20625,2024Q3,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,0.5088515278072155,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-08-16 16:23:00,2024-08-20 17:39:00,M->M,norisk,0.0,1,0,1,transition_window,M,4.052777777777778,2024Q3,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,0.9368173171316677,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-10-12 16:31:00,2024-10-13 22:07:00,M->M,risk,1.0,1,1,1,transition_window,M,1.2333333333333334,2024Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.48856504928119143,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-10-13 22:07:00,2024-10-16 14:58:00,M->M,norisk,0.0,1,0,1,transition_window,M,2.7020833333333334,2024Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,0.2539678829757536,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-10-16 14:58:00,2024-10-21 15:45:00,M->M,risk,1.0,1,1,1,transition_window,M,5.032638888888889,2024Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,1.4321903513702254,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-10-21 15:45:00,2024-10-23 14:09:00,M->H,risk,1.0,1,1,1,transition_window,H,1.9333333333333333,2024Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.1346770134821368,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-10-23 14:09:00,2024-10-23 15:54:00,H->M,risk,1.0,1,1,1,transition_window,M,0.07291666666666667,2024Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-1.0752187276742673,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-12-17 18:14:00,2024-12-18 23:14:00,M->M,risk,1.0,1,1,1,transition_window,M,1.2083333333333333,2024Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.5012039077025863,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-12-18 23:14:00,2024-12-19 22:15:00,M->M,risk,1.0,1,1,1,transition_window,M,0.9590277777777778,2024Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.62724141251594,-0.3186358236212399
Apocalypse-锐,wemedia_only,2024-12-19 22:15:00,2024-12-21 22:56:00,M->M,norisk,0.0,1,0,1,transition_window,M,2.0284722222222222,2024Q4,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.08657913560071764,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-01-12 22:54:00,2025-01-14 11:52:00,M->M,risk,1.0,1,1,1,transition_window,M,1.5402777777777779,2025Q1,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.3333879542185107,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-03-05 15:39:00,2025-03-10 13:28:00,M->H,risk,1.0,1,1,1,transition_window,H,4.909027777777778,2025Q1,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,1.3696982180644401,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-03-17 23:28:00,2025-03-20 14:16:00,M->M,norisk,0.0,1,0,1,transition_window,M,2.6166666666666667,2025Q1,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,0.21078511670265468,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-03-20 14:16:00,2025-03-26 14:36:00,M->H,risk,1.0,1,1,1,transition_window,H,6.013888888888889,2025Q1,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,1.9282655444099717,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-03-26 14:36:00,2025-03-30 20:10:00,H->M,risk,1.0,1,1,1,transition_window,M,4.231944444444444,2025Q1,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,1.027395802484997,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-04-07 16:59:00,2025-04-08 17:18:00,M->M,risk,1.0,1,1,1,transition_window,M,1.0131944444444445,2025Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.5998572192695846,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-05-06 16:10:00,2025-05-13 14:55:00,M->M,norisk,0.0,1,0,1,transition_window,M,6.947916666666667,2025Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,2.4004673382093054,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-05-13 14:55:00,2025-05-20 07:14:00,M->H,risk,1.0,1,1,1,transition_window,H,6.679861111111111,2025Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,2.2649506895799054,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-05-20 07:14:00,2025-05-21 12:31:00,H->M,norisk,0.0,1,0,1,transition_window,M,1.2201388888888889,2025Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.49523555789248314,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-05-21 12:31:00,2025-05-25 16:02:00,M->M,risk,1.0,1,1,1,transition_window,M,4.146527777777778,2025Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,0.9842130362118983,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-05-25 16:02:00,2025-05-27 17:40:00,M->M,norisk,0.0,1,0,1,transition_window,M,2.0680555555555555,2025Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.06656760976684255,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-05-27 17:40:00,2025-05-28 14:12:00,M->H,risk,1.0,1,1,1,transition_window,H,0.8555555555555555,2025Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.6795522432044907,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-06-18 07:26:00,2025-06-23 17:10:00,M->M,risk,1.0,1,1,1,transition_window,M,5.405555555555556,2025Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,1.6207199894893647,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-06-23 17:10:00,2025-06-25 17:07:00,M->M,risk,1.0,1,1,1,transition_window,M,1.9979166666666666,2025Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.10202662922686691,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-06-25 17:07:00,2025-06-30 16:55:00,M->M,norisk,0.0,1,0,1,transition_window,M,4.991666666666666,2025Q2,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,1.4114766667351613,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-06-30 16:55:00,2025-07-01 17:14:00,M->M,risk,1.0,1,1,1,transition_window,M,1.0131944444444445,2025Q3,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.5998572192695846,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-07-01 17:14:00,2025-07-05 21:58:00,M->M,risk,1.0,1,1,1,transition_window,M,4.197222222222222,2025Q3,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,1.009841832455282,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-07-05 21:58:00,2025-07-06 23:29:00,M->M,norisk,0.0,1,0,1,transition_window,M,1.0631944444444446,2025Q3,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.574579502426795,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-07-06 23:29:00,2025-07-07 08:32:00,M->M,norisk,0.0,1,0,1,transition_window,M,0.3770833333333333,2025Q3,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,-0.9214459502139637,-0.3186358236212399
Apocalypse-锐,wemedia_only,2025-07-07 08:32:00,2025-07-10 14:43:00,M->H,risk,1.0,1,1,1,transition_window,H,3.2576388888888888,2025Q3,93,11,88,-0.5019844333005202,0.35676272286839167,0.11742316846668617,0.5348314034511937,-0.3186358236212399
A退伍军人,mainstream_only,2022-12-06 14:30:00,2022-12-12 13:54:00,M->M,norisk,0.0,5,0,1,transition_window,M,5.975,2022Q4,2,1,2,-0.7652941911661914,-1.0730497299053687,-1.0407379254942537,1.9086050979766906,2.9296602616752017
Creamy蕉,wemedia_only,2022-09-07 18:08:00,2022-09-07 18:25:00,H->H,risk,1.0,1,1,1,transition_window,H,0.011805555555555555,2022Q3,9,5,8,-0.6599702880199229,-0.9732953727351064,-0.9516486105741815,-1.1061137149265656,-0.3186358236212399
Creamy蕉,wemedia_only,2022-09-07 18:25:00,2022-09-09 03:49:00,H->H,risk,1.0,1,1,1,transition_window,H,1.3916666666666666,2022Q3,9,5,8,-0.6599702880199229,-0.9732953727351064,-0.9516486105741815,-0.408518945945691,-0.3186358236212399
Dr嘚嘚,wemedia_only,2023-02-07 16:20:00,2023-02-12 16:55:00,M->M,risk,1.0,1,1,1,transition_window,M,5.024305555555555,2023Q1,18,2,15,-0.7389632153796242,-0.8569152893698003,-0.8371052056769457,1.4279773985630937,-0.3186358236212399
Dr嘚嘚,wemedia_only,2023-03-12 11:40:00,2023-03-12 12:17:00,M->M,risk,1.0,1,1,1,transition_window,M,0.025694444444444443,2023Q1,18,2,15,-0.7389632153796242,-0.8569152893698003,-0.8371052056769457,-1.0990921269146796,-0.3186358236212399
Dr嘚嘚,wemedia_only,2023-03-12 12:17:00,2023-03-12 21:51:00,M->M,risk,1.0,1,1,1,transition_window,M,0.39861111111111114,2023Q1,18,2,15,-0.7389632153796242,-0.8569152893698003,-0.8371052056769457,-0.9105624887955402,-0.3186358236212399
Dr嘚嘚,wemedia_only,2023-03-28 17:25:00,2023-03-28 17:56:00,M->M,norisk,0.0,1,0,1,transition_window,M,0.021527777777777778,2023Q1,18,2,15,-0.7389632153796242,-0.8569152893698003,-0.8371052056769457,-1.1011986033182455,-0.3186358236212399
Dr嘚嘚,wemedia_only,2023-11-21 12:43:00,2023-11-23 18:27:00,M->M,norisk,0.0,1,0,1,transition_window,M,2.238888888888889,2023Q4,18,2,15,-0.7389632153796242,-0.8569152893698003,-0.8371052056769457,0.01979792277935535,-0.3186358236212399
FLOOR_Ning,wemedia_only,2020-03-18 19:27:00,2020-03-18 19:30:00,M->M,risk,1.0,1,1,1,transition_window,M,0.0020833333333333333,2020Q1,6,10,1,-0.5283154090870873,-1.0896754561004125,-0.9898297455399268,-1.1110288265348858,-0.3186358236212399
FLOOR_Ning,wemedia_only,2020-03-18 19:30:00,2020-03-18 19:41:00,M->M,risk,1.0,1,1,1,transition_window,M,0.007638888888888889,2020Q1,6,10,1,-0.5283154090870873,-1.0896754561004125,-0.9898297455399268,-1.1082201913301315,-0.3186358236212399
FLOOR_Ning,wemedia_only,2020-03-18 19:41:00,2020-03-18 20:03:00,M->M,risk,1.0,1,1,1,transition_window,M,0.015277777777777777,2020Q1,6,10,1,-0.5283154090870873,-1.0896754561004125,-0.9898297455399268,-1.104358317923594,-0.3186358236212399
FLOOR_Ning,wemedia_only,2020-03-18 20:03:00,2020-03-18 22:48:00,M->M,risk,1.0,1,1,1,transition_window,M,0.11458333333333333,2020Q1,6,10,1,-0.5283154090870873,-1.0896754561004125,-0.9898297455399268,-1.054153963638609,-0.3186358236212399
FLOOR_Ning,wemedia_only,2020-03-18 22:48:00,2020-03-18 23:44:00,M->M,risk,1.0,1,1,1,transition_window,M,0.03888888888888889,2020Q1,6,10,1,-0.5283154090870873,-1.0896754561004125,-0.9898297455399268,-1.092421618303388,-0.3186358236212399
IssacOnly,wemedia_only,2023-02-08 02:02:00,2023-02-11 00:02:00,L->M,norisk,0.0,1,0,1,transition_window,M,2.9166666666666665,2023Q1,5,10,4,-0.5283154090870873,-1.0397982775152814,-1.0025567905285084,0.3624514177593923,-0.3186358236212399
IssacOnly,wemedia_only,2023-02-11 00:02:00,2023-02-11 20:03:00,M->M,norisk,0.0,1,0,1,transition_window,M,0.8340277777777778,2023Q1,5,10,4,-0.5283154090870873,-1.0397982775152814,-1.0025567905285084,-0.690435704622914,-0.3186358236212399
IssacOnly,wemedia_only,2023-02-11 20:03:00,2023-02-18 15:59:00,M->M,risk,1.0,1,1,1,transition_window,M,6.830555555555556,2023Q1,5,10,4,-0.5283154090870873,-1.0397982775152814,-1.0025567905285084,2.341134919508869,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-04-10 11:27:00,2023-04-17 06:44:00,M->L,norisk,0.5,2,1,1,transition_window,L,6.803472222222222,2023Q2,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,2.327442822885691,0.49343819770287045
MaoTaiPianzhi茅台片仔癀,dual,2023-07-19 09:40:00,2023-07-21 08:13:00,M->M,risk,1.0,1,1,1,transition_window,M,1.9395833333333334,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.13151729887678804,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-07-21 08:13:00,2023-07-22 17:17:00,H->M,risk,1.0,1,1,1,transition_window,M,1.3777777777777778,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.415540533957577,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-07-22 17:17:00,2023-07-23 10:45:00,M->M,risk,1.0,1,1,1,transition_window,M,0.7277777777777777,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.744150852913842,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-07-23 10:48:00,2023-07-23 21:08:00,L->M,norisk,0.5,2,1,1,transition_window,M,0.4305555555555556,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.8944128363682026,0.49343819770287045
MaoTaiPianzhi茅台片仔癀,dual,2023-07-23 21:08:00,2023-07-24 09:37:00,M->L,risk,1.0,1,1,1,transition_window,L,0.5201388888888889,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.8491235936915378,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-07-24 09:37:00,2023-07-26 11:13:00,L->H,risk,1.0,1,1,1,transition_window,H,2.066666666666667,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.06726976856803103,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-07-28 05:43:00,2023-07-31 07:57:00,M->L,risk,1.0,3,3,1,transition_window,L,3.0930555555555554,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,0.4516255855103446,1.3055122190269808
MaoTaiPianzhi茅台片仔癀,dual,2023-07-31 17:19:00,2023-08-01 17:40:00,L->M,norisk,0.0,1,0,1,transition_window,M,1.0145833333333334,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.599155060468396,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-08-01 17:40:00,2023-08-04 04:55:00,M->M,risk,1.0,2,2,1,transition_window,M,2.46875,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,0.13600520437606872,0.49343819770287045
MaoTaiPianzhi茅台片仔癀,dual,2023-08-04 07:34:00,2023-08-05 00:43:00,M->H,norisk,0.5,2,1,2,transition_window,H,0.7145833333333333,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.7508213615251338,0.49343819770287045
MaoTaiPianzhi茅台片仔癀,dual,2023-08-05 00:43:00,2023-08-05 19:09:00,H->L,risk,1.0,1,1,1,transition_window,L,0.7680555555555556,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.7237882476793726,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-08-05 19:09:00,2023-08-06 00:51:00,L->M,risk,1.0,1,1,1,transition_window,M,0.2375,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.992012909733418,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-08-06 00:51:00,2023-08-07 07:41:00,H->M,risk,1.0,2,2,1,transition_window,M,1.2847222222222223,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.4625851736372132,0.49343819770287045
MaoTaiPianzhi茅台片仔癀,dual,2023-08-07 07:41:00,2023-08-09 14:27:00,M->H,norisk,0.4,5,2,2,transition_window,H,2.2819444444444446,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,0.041564845616202,2.9296602616752017
MaoTaiPianzhi茅台片仔癀,dual,2023-08-09 14:27:00,2023-08-15 14:23:00,H->M,risk,0.9230769230769231,13,12,2,transition_window,M,5.997222222222222,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,1.9198396387957082,9.426252432268084
MaoTaiPianzhi茅台片仔癀,dual,2023-08-15 14:23:00,2023-08-16 17:06:00,M->M,risk,1.0,1,1,1,transition_window,M,1.1131944444444444,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.5493017855840054,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-08-16 17:19:00,2023-08-17 05:25:00,M->M,risk,1.0,1,1,1,transition_window,M,0.5041666666666667,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.8571984199052067,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-08-17 15:10:00,2023-08-18 15:39:00,L->M,norisk,0.5,2,1,2,transition_window,M,1.020138888888889,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.5963464252636416,0.49343819770287045
MaoTaiPianzhi茅台片仔癀,dual,2023-08-18 15:39:00,2023-08-18 21:46:00,M->H,risk,1.0,1,1,1,transition_window,H,0.2548611111111111,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.9832359247185606,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-08-18 21:49:00,2023-08-19 23:48:00,L->M,risk,1.0,1,1,1,transition_window,M,1.082638888888889,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.5647492792101546,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-08-20 04:21:00,2023-08-20 17:18:00,L->H,risk,1.0,1,1,1,transition_window,H,0.5395833333333333,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.8392933704748974,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-08-21 17:13:00,2023-08-23 18:22:00,M->M,risk,1.0,1,1,1,transition_window,M,2.0479166666666666,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,-0.07674891238407727,-0.3186358236212399
MaoTaiPianzhi茅台片仔癀,dual,2023-08-23 18:22:00,2023-08-29 14:29:00,M->M,norisk,0.25,8,2,2,transition_window,M,5.8381944444444445,2023Q3,60,80,39,1.314852895972611,-0.4578978606887509,-0.30256931615651184,1.8394424560596137,5.365882325647532
