source_uid,status,n_pages,n_edges,endpoint,error
5116298586,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5116728358,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5117610090,ok,4,54,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5118370313,empty,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5120862457,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5121997676,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5124844812,ok,8,117,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5125178538,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5125194411,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5126842016,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5127208324,ok,5,58,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5127383214,ok,2,11,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5132148832,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=用户不存在(20003) url=
5132472648,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5132600235,ok,10,173,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5132737126,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5133215733,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5134812230,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5135871337,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5136407074,ok,7,101,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5137040377,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5138637730,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5138796035,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5141205720,ok,8,114,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5141396962,ok,6,93,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5142085168,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5144151261,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5144960720,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=用户不存在(20003) url=
5150793484,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5152086808,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5152772441,ok,10,172,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5152936840,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5157748276,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5158659165,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5158748474,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5160792520,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5161535314,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5164893992,ok,10,200,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5167617910,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5169131436,ok,4,37,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5171350150,ok,7,81,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5171499409,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5172824001,ok,9,144,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5175060324,ok,7,105,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5175692206,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5176763803,ok,7,111,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5177708953,ok,7,107,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5180062675,ok,4,39,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5180269824,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5180587916,ok,4,48,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5181086594,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5181375830,ok,4,47,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5183340401,ok,6,87,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5183473499,ok,10,138,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5185357267,ok,10,174,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5186281812,ok,10,161,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5186650937,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5188742957,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5188877031,ok,9,135,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5189265302,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5190591835,ok,7,92,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5192290950,ok,10,166,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5192573953,ok,10,170,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5195987498,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5196875998,ok,4,28,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5197008933,ok,4,49,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5197079101,ok,10,181,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5197222821,ok,9,146,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5197277852,ok,5,55,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5198728734,ok,7,108,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5200378061,ok,5,56,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5200467090,ok,4,52,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5201987951,ok,2,11,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5202624523,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5204340986,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5204571264,ok,3,31,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5205309875,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5206168893,ok,4,43,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5207555732,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5210300811,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5210908732,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5211057227,ok,7,101,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5211355960,ok,10,181,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5211749114,ok,6,79,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5212759026,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5213245472,ok,3,27,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5214066154,ok,5,62,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5215463398,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5215764153,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5216441359,ok,9,136,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5217123104,ok,6,77,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5218325824,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5218832222,ok,8,123,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5219109734,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5219670120,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5220745033,ok,10,182,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5221327239,ok,10,177,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5222947593,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5222996917,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5223909394,ok,10,182,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5226104018,ok,9,138,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5226159621,ok,4,53,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5227145217,ok,4,52,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5228347419,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5230875713,ok,7,96,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5231489401,ok,2,12,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5231630038,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5231961578,ok,10,175,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5232009757,ok,7,111,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5233046197,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5233542060,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5233715605,ok,6,77,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5233730465,ok,3,3,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5233837053,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5235252425,ok,10,143,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5236228936,ok,3,29,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5236954014,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5237278176,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5238142605,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5238837213,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5239100370,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5240242233,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5242156161,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5242725189,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5243718357,ok,6,96,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5245515533,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5246288285,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5249129127,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5249285524,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5250129102,ok,3,30,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5251069629,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5251804797,ok,7,95,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5252313742,ok,8,125,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5253560376,ok,8,113,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5255787014,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=用户不存在(20003) url=
5255811672,ok,4,46,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5259536364,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5260554390,ok,10,178,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5260601502,ok,3,31,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5260840211,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5261137500,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5261281966,ok,10,179,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5261849779,ok,8,122,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5261876815,ok,5,63,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5261982325,ok,10,199,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5263307583,ok,10,178,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5263946262,ok,4,46,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5265117850,ok,3,19,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5267999499,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5268310966,ok,4,39,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5269253772,ok,7,95,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5269691931,ok,10,200,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5270187999,ok,3,28,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5272068758,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5274159392,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5276922388,ok,7,110,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5277316433,ok,10,168,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5278226308,ok,10,178,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5279360199,ok,10,113,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5279992959,ok,7,92,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5281542587,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5281674212,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5282210003,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5282268536,ok,8,118,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5283405213,ok,10,183,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5284464095,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5284761681,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5285126489,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5285150524,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5285568595,ok,7,98,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5289114899,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5289682826,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5290379298,ok,6,90,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5292407267,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5292518730,ok,6,90,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5292925552,ok,10,177,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5293131226,ok,7,106,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5293270249,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5293545385,ok,7,96,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5296817359,ok,8,113,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5297648237,ok,7,94,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5300365634,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5300480514,ok,8,124,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5301541896,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5301757985,ok,5,37,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5302807683,ok,7,106,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5304876778,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5305291345,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5307866988,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5308398118,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5309056536,ok,10,185,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5309305749,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5309882397,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5311092187,ok,8,114,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5311699800,ok,10,185,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5315144910,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5315570029,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5317666498,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5317816739,ok,6,63,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5318197316,ok,8,118,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5319638972,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5320907694,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5321516198,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5322692132,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5323784272,ok,5,70,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5324452608,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5325361279,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5325549757,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5325927741,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5326189314,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5326697633,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5326884364,ok,10,174,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5327214486,ok,8,130,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5327534666,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5331713373,ok,10,169,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5331938331,ok,5,53,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5332449312,ok,7,104,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5333860293,ok,3,35,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5334876583,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5335924039,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5336824331,ok,10,177,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5336865960,ok,3,35,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5339613384,ok,4,40,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5339837578,ok,3,36,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5340450336,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5340956393,ok,10,162,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5341165054,ok,10,200,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5342266529,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5342424865,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5344136619,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5344578793,ok,10,185,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5346193773,ok,10,174,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5346607734,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=用户不存在(20003) url=
5347743192,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5349727263,ok,8,120,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5350282292,ok,10,182,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5351763267,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5352062046,ok,4,56,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5354405410,ok,7,104,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5359057347,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5361703639,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5361842131,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5362351292,ok,10,124,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5365696209,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5366908786,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5367590270,ok,8,133,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5368163272,ok,8,117,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5370368779,ok,3,19,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5370527624,ok,3,29,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5371581768,ok,8,114,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5371928810,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5372306279,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5373942062,ok,10,174,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5376324794,ok,5,74,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5376524172,ok,5,66,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5379059918,ok,10,184,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5381940826,ok,10,182,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5382503403,ok,10,161,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5384149679,ok,7,112,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5385934084,ok,6,84,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5386963064,ok,6,87,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5387612554,ok,8,121,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5391808944,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5392316348,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5392574930,ok,7,109,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5392656764,ok,7,96,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5394170333,ok,4,49,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5394722317,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5394783149,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5397261016,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5398767647,ok,4,39,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5399555839,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5399780700,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5400253615,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5401376278,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5402402140,ok,4,52,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5403302350,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5403581527,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5403789325,ok,6,88,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5405069431,ok,10,173,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5405442763,ok,5,64,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5410189186,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5413782154,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5416891254,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5417385098,ok,10,165,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5417449292,ok,9,136,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5418505134,ok,3,26,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5419320723,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5420751560,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5422622199,ok,6,75,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5426209435,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5426886080,ok,2,1,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5428615043,ok,6,80,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5428651841,ok,3,25,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5428971861,ok,2,14,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5431666479,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5436383391,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
5442864869,ok,5,65,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5448376220,ok,8,130,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5451266608,ok,10,182,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5452139787,ok,10,185,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5455285445,ok,10,157,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
5455656935,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=用户不存在(20003) url=
5457866381,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
