source_uid,status,n_pages,n_edges,endpoint,error
1838791290,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1839091623,ok,10,160,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1840179552,ok,10,146,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1840715592,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1841025005,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1841577193,ok,10,184,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1841626024,ok,10,166,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1841662844,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1842001241,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1842680101,ok,10,178,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1843053081,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1843074124,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=用户不存在(20003) url=
1843893344,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1844005112,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1844244351,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1844781521,ok,6,84,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1844963420,ok,7,116,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1846365197,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1847004203,ok,10,166,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1847735890,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1848984517,ok,7,109,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1849264974,ok,10,177,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1850642455,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1851202442,ok,8,130,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1851213955,ok,10,175,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1851857434,ok,10,185,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1852079764,ok,7,112,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1852446250,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1852578971,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1854128731,ok,10,179,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1854630620,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1856389980,ok,6,81,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1858885432,ok,10,160,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1858913573,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1860962312,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1862506781,ok,9,128,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1862944954,ok,4,48,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1863071770,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1863700357,ok,4,54,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1864589692,ok,9,146,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1864768324,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1865520972,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1865634492,ok,10,199,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1866289887,ok,10,146,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1868513102,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1869553604,ok,10,172,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1870330440,ok,10,181,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1870844981,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1871156140,ok,4,38,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1871409334,ok,10,177,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1871801850,ok,8,119,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1871849963,ok,10,184,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1871877654,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1874456300,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1874549442,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1876161737,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=用户不存在(20003) url=
1876528237,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1877890994,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1878701133,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=用户不存在(20003) url=
1878790112,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1879738660,ok,10,102,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1880593392,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1880782825,ok,6,37,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1881116805,ok,10,181,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1881695310,ok,10,72,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1881783410,ok,6,92,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1882149265,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1882630547,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1882812347,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1882815182,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1883996733,ok,10,185,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1884300451,ok,9,146,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1885454921,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1885674472,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1885985453,ok,8,117,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1886394397,ok,10,174,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1887097277,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1889076607,ok,6,86,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1889379507,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1890176847,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1890961194,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1891119734,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1892029734,ok,10,182,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1892081891,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1892908711,ok,10,199,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1893423562,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1894809783,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1895119212,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1895356157,ok,9,101,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1895719873,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1896116202,ok,10,177,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1896653735,ok,10,166,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1897403791,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1898291871,ok,10,182,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1899123447,ok,8,107,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1899432705,ok,10,175,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1899872902,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1899892305,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1899950161,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1900412195,ok,10,183,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1901104735,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1901690994,ok,10,185,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1901817804,ok,10,185,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1903562505,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1905025661,ok,10,180,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1905157785,ok,8,118,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1905616977,ok,10,174,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1905861253,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1906941980,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1909117430,ok,10,182,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1909151525,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=用户不存在(20003) url=
1910212712,ok,8,104,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1910828273,ok,9,99,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1911564115,ok,7,101,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1912579427,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1912691967,ok,5,56,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1913025261,ok,10,162,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1914048533,ok,10,181,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1914686255,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1915755354,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1915946977,ok,10,168,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1916040182,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1916593095,ok,10,184,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1916758530,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1917068934,ok,10,182,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1917945804,ok,10,182,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1918331571,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1918507837,ok,3,18,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1918632684,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1919168952,ok,10,157,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1920126102,ok,10,172,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1920453594,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1921546403,ok,2,8,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1921813535,ok,8,130,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1921868697,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1922119317,ok,9,129,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1922651744,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1922695017,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1923085725,ok,10,169,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1924785953,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1924914071,ok,10,181,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1925792451,ok,10,173,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1926641510,ok,10,166,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1926663507,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1930205757,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1931232237,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1931701475,ok,5,40,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1932209507,ok,10,183,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1934046685,ok,3,37,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1934403301,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=用户不存在(20003) url=
1934751394,ok,3,25,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1935167034,ok,10,143,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1935254672,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1935384615,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1935726530,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1938561364,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1938888591,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1941294492,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1942271515,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1942357207,ok,10,185,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1942709171,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1943287027,ok,10,155,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1944420025,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1946009677,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1946355542,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1949506237,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1949507601,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1950689304,ok,2,14,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1952126290,ok,10,199,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1953028904,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1954106113,ok,10,176,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1954115241,ok,10,184,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1954965351,ok,10,179,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1957478765,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1958889463,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1959174505,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1959997353,ok,10,175,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1960332734,ok,7,103,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1962071167,ok,10,199,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1962250891,ok,10,175,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1963633953,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1963650907,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1964313504,ok,10,164,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1965683690,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1967058057,ok,10,177,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1967906533,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1969163471,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1969289801,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1970395895,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1971358465,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1971939955,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1973231225,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1973453573,ok,7,103,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1973521783,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1973634817,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
1975085453,ok,5,50,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1976702827,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1976886853,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1979347250,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1980734371,ok,10,181,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1984129811,ok,10,180,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1984828845,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1987119943,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1987166654,ok,10,173,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1988264545,ok,10,199,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1989070671,ok,10,161,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1989351037,ok,3,22,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1990641517,ok,6,52,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1991583072,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1992002977,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1992359635,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1992990517,ok,7,97,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1993648403,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1993685681,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1993688134,ok,10,185,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1994051701,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
1995558907,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2003217771,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
2003290751,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
2003420101,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
2004458043,ok,9,106,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2005806241,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2006794365,ok,5,65,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2007218957,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
2007857764,ok,7,90,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2008341552,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2008948667,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2009851515,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2011998954,ok,8,111,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2012191812,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2013277837,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2013330781,ok,10,146,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2016658921,ok,8,117,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2018385871,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2022756431,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2024128473,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2024872695,ok,10,185,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2026904803,ok,10,180,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2028855327,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2030155931,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2032283250,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2032525153,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2033486764,ok,10,166,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2034550401,ok,10,172,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2036523814,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2036973942,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2037498713,ok,7,98,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2037699001,ok,10,184,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2042214184,ok,10,144,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2043800240,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
2046442281,ok,10,196,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2049435632,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2049657691,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2050273607,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2052120021,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2054900587,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2055782421,ok,10,185,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2059913153,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2060841344,ok,3,15,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2064412024,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2064555280,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2065669221,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2067407497,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2068276075,ok,10,163,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2068443371,ok,5,55,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2069826477,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2070760505,ok,10,177,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2071040732,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=用户不存在(20003) url=
2073184833,ok,9,151,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2073647211,ok,8,113,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2074579837,ok,10,195,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2076116525,ok,10,183,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2078249253,ok,10,181,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2078400751,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2078555853,ok,10,198,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2080408751,ok,10,197,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2081533803,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2082092557,ok,10,180,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2083794131,ok,10,190,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2085800521,ok,10,148,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2086623561,ok,10,187,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2086953113,ok,10,189,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2092995152,ok,6,92,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2095419883,ok,10,194,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2097476982,ok,7,103,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2098546734,ok,9,126,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2098984827,ok,4,43,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2100244233,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2101298520,ok,3,21,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2101628472,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
2103378894,ok,10,181,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2105171747,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
2105513865,ok,10,192,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2105744483,ok,8,116,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
210652278,ok,10,135,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2111918525,ok,10,163,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2111934440,ok,10,193,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2114242457,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
2114404052,ok,10,188,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2115523273,fail,1,0,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},api_not_ok: ok=0 msg=博主设置仅针对粉丝展示全部关注 url=
2116389507,ok,10,191,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
2117263701,ok,10,186,https://weibo.com/ajax/friendships/friends?page={page}&uid={uid},
